1	58406		
58407	116813		
116814	175220		
175221	233627		
233628	292034		
292035	350441		
350442	408848		
408849	467255		
467256	525662		
525663	584069		
584070	642476		
642477	700883		
700884	759290		
759291	817697		
817698	876104		
876105	934511		
934512	992918		
992919	1051325		
1051326	1109732		
1109733	1168137		
