Simp_Name,Name,Missing,Total,Perc_Missing,Extra_Name,OG_Name,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP
NA,BLANK.55.RY,1505576,1505790,0.999857881909164,NA,NA,Romay_etal_2013,BLANK.55,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,BLANK.56.RY,1505718,1505790,0.999952184567569,NA,NA,Romay_etal_2013,BLANK.56,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,BLANK.57.RY,1505640,1505790,0.999900384515769,NA,NA,Romay_etal_2013,BLANK.57,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,BLANK.58.RY,1505784,1505790,0.999996015380631,NA,NA,Romay_etal_2013,BLANK.58,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,BLANK.59.RY,1505790,1505790,1,NA,NA,Romay_etal_2013,BLANK.59,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,BLANK.6.RY,1505645,1505790,0.99990370503191,NA,NA,Romay_etal_2013,BLANK.6,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,BLANK.60.RY,1505364,1505790,0.999717092024784,NA,NA,Romay_etal_2013,BLANK.60,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,BLANK.61.RY,1505602,1505790,0.999875148593097,NA,NA,Romay_etal_2013,BLANK.61,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,BLANK.62.RY,1505692,1505790,0.999934917883636,NA,NA,Romay_etal_2013,BLANK.62,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,BLANK.63.RY,1505730,1505790,0.999960153806308,NA,NA,Romay_etal_2013,BLANK.63,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,BLANK.64.RY,1505790,1505790,1,NA,NA,Romay_etal_2013,BLANK.64,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,BLANK.65.RY,1505789,1505790,0.999999335896772,NA,NA,Romay_etal_2013,BLANK.65,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,BLANK.7.RY,1505789,1505790,0.999999335896772,NA,NA,Romay_etal_2013,BLANK.7,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,BLANK.8.RY,1505788,1505790,0.999998671793544,NA,NA,Romay_etal_2013,BLANK.8,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,BLANK.9.RY,1505790,1505790,1,NA,NA,Romay_etal_2013,BLANK.9,NA,Blank,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,CML342(Krakowsky).1.RY,1505749,1505790,0.999972771767644,NA,NA,Romay_etal_2013,CML342(Krakowsky).1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,EA2000.1.RY,1504093,1505790,0.998873016821735,NA,NA,Romay_etal_2013,EA2000.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,EP46.1.RY,1504710,1505790,0.999282768513538,NA,NA,Romay_etal_2013,EP46.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,GEMN-0171.1.RY,1505786,1505790,0.999997343587087,NA,NA,Romay_etal_2013,GEMN-0171.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,GEMN-0204.1.RY,1505786,1505790,0.999997343587087,NA,NA,Romay_etal_2013,GEMN-0204.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,GEMS-0218.1.RY,1505789,1505790,0.999999335896772,NA,NA,Romay_etal_2013,GEMS-0218.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,PI340837.1.RY,1505687,1505790,0.999931597367495,NA,NA,Romay_etal_2013,PI340837.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,PI601457.2.RY,1505766,1505790,0.999984061522523,NA,NA,Romay_etal_2013,PI601457.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,PI601498.2.RY,1505757,1505790,0.999978084593469,NA,NA,Romay_etal_2013,PI601498.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,PI613179.2.RY,1505725,1505790,0.999956833290167,NA,NA,Romay_etal_2013,PI613179.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,SC375.1.RY,1504460,1505790,0.999116742706486,NA,NA,Romay_etal_2013,SC375.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,tripsacum.1.RY,1503463,1505790,0.998454631787965,NA,NA,Romay_etal_2013,tripsacum.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,tripsacum.2.RY,1502145,1505790,0.99757934373319,NA,NA,Romay_etal_2013,tripsacum.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NA,BLANK.1.DC1,1505675,1505790,0.999923628128756,NA,NA,Dawe_Lab_1,NA,NA,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA
NA,BLANK.1.DC2,1505713,1505790,0.999948864051428,NA,NA,Dawe_Lab_2,NA,NA,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA
NA,BLANK.2.DC1,1505463,1505790,0.999782838244377,NA,NA,Dawe_Lab_1,NA,NA,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA
