Name,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP
SEEDGWAS636.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005834,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS637.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005841,NA,Landrace,Unknown,Unknown,16.233634,-97.28339,1512,NA,NA,NA,NA
SEEDGWAS639.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007059,NA,Landrace,Unknown,Unknown,21.03333333,-104.3333333,1137,NA,NA,NA,NA
SEEDGWAS64.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001085,NA,Landrace,Unknown,Unknown,15.366112,-90.494655,144,NA,NA,NA,NA
SEEDGWAS640.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007093,NA,Landrace,Unknown,Unknown,21.386317,-104.129818,1281,NA,NA,NA,NA
SEEDGWAS641.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-008410,NA,Landrace,Unknown,Unknown,-22.71666667,-44.15,791,NA,NA,NA,NA
SEEDGWAS642.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009954,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS644.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011196,NA,Landrace,Unknown,Unknown,19.23333333,-103.7166667,467,NA,NA,NA,NA
SEEDGWAS645.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011341,NA,Landrace,Unknown,Unknown,19.96666667,-102.45,1650,NA,NA,NA,NA
SEEDGWAS647.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012223,NA,Landrace,Unknown,Unknown,-20.680467,-63.292271,755,NA,NA,NA,NA
SEEDGWAS648.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012226,NA,Landrace,Unknown,Unknown,-19.3,-64.3,2079,NA,NA,NA,NA
SEEDGWAS649.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-013371,NA,Landrace,Unknown,Unknown,-11.23333333,-38.48333333,153,NA,NA,NA,NA
SEEDGWAS65.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001099,NA,Landrace,Unknown,Unknown,14.95,-89.41666667,966,NA,NA,NA,NA
SEEDGWAS650.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014129,NA,Landrace,Unknown,Unknown,16.782368,-93.176559,633,NA,NA,NA,NA
SEEDGWAS651.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016522,NA,Landrace,Unknown,Unknown,-20.680467,-63.292271,755,NA,NA,NA,NA
SEEDGWAS652.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016519,NA,Landrace,Unknown,Unknown,-21.437723,-63.191165,338,NA,NA,NA,NA
SEEDGWAS653.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016591,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS655.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015689,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS656.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016653,NA,Landrace,Unknown,Unknown,-9.366666667,-37.23333333,281,NA,NA,NA,NA
SEEDGWAS657.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016655,NA,Landrace,Unknown,Unknown,-11.36666667,-38.35,153,NA,NA,NA,NA
SEEDGWAS658.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016665,NA,Landrace,Unknown,Unknown,-11.138679,-38.484207,209,NA,NA,NA,NA
SEEDGWAS659.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017627,NA,Landrace,Unknown,Unknown,16.25436,-92.113768,1564,NA,NA,NA,NA
SEEDGWAS66.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001108,NA,Landrace,Unknown,Unknown,20.3,-76.21666667,102,NA,NA,NA,NA
SEEDGWAS660.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018055,NA,Landrace,Unknown,Unknown,19.23333333,-103.7166667,467,NA,NA,NA,NA
SEEDGWAS661.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018118,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS662.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019257,NA,Landrace,Unknown,Unknown,15.37229,-92.251361,1346,NA,NA,NA,NA
SEEDGWAS663.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019283,NA,Landrace,Unknown,Unknown,16.602202,-92.711648,738,NA,NA,NA,NA
SEEDGWAS664.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019296,NA,Landrace,Unknown,Unknown,16.538454,-92.68035,551,NA,NA,NA,NA
SEEDGWAS665.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019337,NA,Landrace,Unknown,Unknown,16.602202,-92.711648,738,NA,NA,NA,NA
SEEDGWAS666.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-027310,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS667.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-027346,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS668.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-027349,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS669.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-022938,NA,Landrace,Unknown,Unknown,19.972572,-97.620559,1089,NA,NA,NA,NA
SEEDGWAS670.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-021028,NA,Landrace,Unknown,Unknown,17.13333333,-93.3,550,NA,NA,NA,NA
SEEDGWAS671.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-021239,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS672.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-022035,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS674.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-022339,NA,Landrace,Unknown,Unknown,21.221061,-104.739704,1284,NA,NA,NA,NA
SEEDGWAS675.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-022993,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS676.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-027111,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS677.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000006,NA,Landrace,Unknown,Unknown,18.6781,-103.661841,23,NA,NA,NA,NA
SEEDGWAS678.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000011,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS68.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001123,NA,Landrace,Unknown,Unknown,18.5,-67.03333333,68,NA,NA,NA,NA
SEEDGWAS680.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000036,NA,Landrace,Unknown,Unknown,18.23333333,-100.5166667,272,NA,NA,NA,NA
SEEDGWAS681.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000145,NA,Landrace,Unknown,Unknown,20.119105,-102.268729,1579,NA,NA,NA,NA
SEEDGWAS682.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000175,NA,Landrace,Unknown,Unknown,18.75,-103.666667,23,NA,NA,NA,NA
SEEDGWAS683.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000177,NA,Landrace,Unknown,Unknown,17.789507,-101.70156,82,NA,NA,NA,NA
SEEDGWAS684.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000191,NA,Landrace,Unknown,Unknown,17.645756,-101.485639,22,NA,NA,NA,NA
SEEDGWAS685.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000245,NA,Landrace,Unknown,Unknown,18.12723,-97.081927,981,NA,NA,NA,NA
SEEDGWAS686.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000411,NA,Landrace,Unknown,Unknown,22.953007,-98.927143,88,NA,NA,NA,NA
SEEDGWAS687.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000415,NA,Landrace,Unknown,Unknown,24.041477,-99.205617,220,NA,NA,NA,NA
SEEDGWAS689.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000519,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS69.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001126,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS690.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000523,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS692.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000682,NA,Landrace,Unknown,Unknown,20.43027778,-97.382222,109,NA,NA,NA,NA
SEEDGWAS693.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000725,NA,Landrace,Unknown,Unknown,19.744273,-89.82814,76,NA,NA,NA,NA
SEEDGWAS694.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000729,NA,Landrace,Unknown,Unknown,19.742201,-89.966607,71,NA,NA,NA,NA
SEEDGWAS695.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000771,NA,Landrace,Unknown,Unknown,16.576234,-92.720579,475,NA,NA,NA,NA
SEEDGWAS696.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000830,NA,Landrace,Unknown,Unknown,20.85,-88.51666667,31,NA,NA,NA,NA
SEEDGWAS697.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000833,NA,Landrace,Unknown,Unknown,21.15474,-88.137823,17,NA,NA,NA,NA
SEEDGWAS698.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000848,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS699.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000851,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS700.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000854,NA,Landrace,Unknown,Unknown,18.933399,-103.847703,42,NA,NA,NA,NA
SEEDGWAS701.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000860,NA,Landrace,Unknown,Unknown,25.578765,-108.398102,22,NA,NA,NA,NA
SEEDGWAS702.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001056,NA,Landrace,Unknown,Unknown,16.320169,-61.700681,56,NA,NA,NA,NA
SEEDGWAS703.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001071,NA,Landrace,Unknown,Unknown,14.761569,-90.379625,891,NA,NA,NA,NA
SEEDGWAS704.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001074,NA,Landrace,Unknown,Unknown,14.94144,-91.993184,684,NA,NA,NA,NA
SEEDGWAS705.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001077,NA,Landrace,Unknown,Unknown,14.595978,-91.420921,681,NA,NA,NA,NA
SEEDGWAS706.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001087,NA,Landrace,Unknown,Unknown,15.4,-89.66667,175,NA,NA,NA,NA
SEEDGWAS707.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001090,NA,Landrace,Unknown,Unknown,14.28333333,-90.76666667,284,NA,NA,NA,NA
SEEDGWAS71.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001142,NA,Landrace,Unknown,Unknown,19.36666667,-96.41666667,54,NA,NA,NA,NA
SEEDGWAS710.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001111,NA,Landrace,Unknown,Unknown,18.286044,-73.800134,83,NA,NA,NA,NA
SEEDGWAS711.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001112,NA,Landrace,Unknown,Unknown,19.11666667,-72.7,7,NA,NA,NA,NA
SEEDGWAS712.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001127,NA,Landrace,Unknown,Unknown,13.23247,-61.264283,135,NA,NA,NA,NA
SEEDGWAS713.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001130,NA,Landrace,Unknown,Unknown,17.08,-61.76,36,NA,NA,NA,NA
SEEDGWAS714.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001132,NA,Landrace,Unknown,Unknown,21.93,-79.1,91,NA,NA,NA,NA
SEEDGWAS715.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001167,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS716.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001190,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS717.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001197,NA,Landrace,Unknown,Unknown,14.799398,-90.204981,848,NA,NA,NA,NA
SEEDGWAS718.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001200,NA,Landrace,Unknown,Unknown,15.105167,-90.254673,1067,NA,NA,NA,NA
SEEDGWAS719.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001205,NA,Landrace,Unknown,Unknown,15.65,-88.516667,32,NA,NA,NA,NA
SEEDGWAS72.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001181,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS720.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001211,NA,Landrace,Unknown,Unknown,13.161853,-61.221184,89,NA,NA,NA,NA
SEEDGWAS721.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001224,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS722.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001237,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS723.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001247,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS724.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001256,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS725.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001262,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS726.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001266,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS728.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001280,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS729.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001306,NA,Landrace,Unknown,Unknown,18.951893,-72.714282,8,NA,NA,NA,NA
SEEDGWAS73.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001202,NA,Landrace,Unknown,Unknown,15.36666667,-89.1,433,NA,NA,NA,NA
SEEDGWAS730.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001307,NA,Landrace,Unknown,Unknown,19.052999,-72.470669,66,NA,NA,NA,NA
SEEDGWAS732.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001318,NA,Landrace,Unknown,Unknown,18.896069,-71.582327,403,NA,NA,NA,NA
SEEDGWAS733.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001330,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS734.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001331,NA,Landrace,Unknown,Unknown,18.433948,-66.319263,61,NA,NA,NA,NA
SEEDGWAS735.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001335,NA,Landrace,Unknown,Unknown,17.718069,-64.706515,31,NA,NA,NA,NA
SEEDGWAS736.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001336,NA,Landrace,Unknown,Unknown,17.718069,-64.706515,31,NA,NA,NA,NA
SEEDGWAS737.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001348,NA,Landrace,Unknown,Unknown,16.232268,-61.389538,32,NA,NA,NA,NA
SEEDGWAS738.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001351,NA,Landrace,Unknown,Unknown,17.05,-61.7,72,NA,NA,NA,NA
SEEDGWAS739.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001360,NA,Landrace,Unknown,Unknown,12.033232,-61.667992,68,NA,NA,NA,NA
SEEDGWAS740.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001362,NA,Landrace,Unknown,Unknown,12.091625,-61.747948,39,NA,NA,NA,NA
SEEDGWAS741.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001363,NA,Landrace,Unknown,Unknown,10.642774,-61.399664,24,NA,NA,NA,NA
SEEDGWAS743.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001367,NA,Landrace,Unknown,Unknown,10.3,-61.16666667,39,NA,NA,NA,NA
SEEDGWAS744.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001368,NA,Landrace,Unknown,Unknown,10.440231,-61.440613,21,NA,NA,NA,NA
SEEDGWAS746.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001749,NA,Landrace,Unknown,Unknown,24.580162,-99.613536,461,NA,NA,NA,NA
SEEDGWAS748.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001857,NA,Landrace,Unknown,Unknown,15.105156,-90.3779,933,NA,NA,NA,NA
SEEDGWAS749.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001866,NA,Landrace,Unknown,Unknown,14.342497,-91.522027,66,NA,NA,NA,NA
SEEDGWAS751.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002134,NA,Landrace,Unknown,Unknown,19.2,-103.8,335,NA,NA,NA,NA
SEEDGWAS752.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002148,NA,Landrace,Unknown,Unknown,16.782368,-93.176559,633,NA,NA,NA,NA
SEEDGWAS753.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002296,NA,Landrace,Unknown,Unknown,21.73333333,-98.56666667,40,NA,NA,NA,NA
SEEDGWAS754.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002317,NA,Landrace,Unknown,Unknown,24.031255,-99.206515,220,NA,NA,NA,NA
SEEDGWAS755.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002337,NA,Landrace,Unknown,Unknown,19.475726,-96.563924,177,NA,NA,NA,NA
SEEDGWAS756.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002354,NA,Landrace,Unknown,Unknown,20.139394,-88.90711,41,NA,NA,NA,NA
SEEDGWAS757.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002371,NA,Landrace,Unknown,Unknown,20.25,-75.98333333,118,NA,NA,NA,NA
SEEDGWAS758.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002379,NA,Landrace,Unknown,Unknown,20.61666667,-76.11666667,124,NA,NA,NA,NA
SEEDGWAS759.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002380,NA,Landrace,Unknown,Unknown,20.61666667,-76.11666667,124,NA,NA,NA,NA
SEEDGWAS76.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001221,NA,Landrace,Unknown,Unknown,15.105167,-90.254673,1067,NA,NA,NA,NA
SEEDGWAS760.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002382,NA,Landrace,Unknown,Unknown,20.25,-75.98333333,118,NA,NA,NA,NA
SEEDGWAS761.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002399,NA,Landrace,Unknown,Unknown,22.61666667,-83.7,158,NA,NA,NA,NA
SEEDGWAS763.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002422,NA,Landrace,Unknown,Unknown,22.270317,-80.133298,90,NA,NA,NA,NA
SEEDGWAS764.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002450,NA,Landrace,Unknown,Unknown,20.38333333,-76.43333333,107,NA,NA,NA,NA
SEEDGWAS765.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002475,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS768.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002479,NA,Landrace,Unknown,Unknown,19.646842,-70.013422,240,NA,NA,NA,NA
SEEDGWAS769.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002489,NA,Landrace,Unknown,Unknown,10.654156,-61.400777,50,NA,NA,NA,NA
SEEDGWAS77.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001231,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS771.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002500,NA,Landrace,Unknown,Unknown,14.857059,-92.081027,233,NA,NA,NA,NA
SEEDGWAS772.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002528,NA,Landrace,Unknown,Unknown,18.933399,-103.847703,42,NA,NA,NA,NA
SEEDGWAS773.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002542,NA,Landrace,Unknown,Unknown,24.55,-99.65,569,NA,NA,NA,NA
SEEDGWAS774.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002796,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS775.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003074,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS776.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003082,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS777.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003192,NA,Landrace,Unknown,Unknown,10.775847,-74.83549,61,NA,NA,NA,NA
SEEDGWAS778.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003194,NA,Landrace,Unknown,Unknown,10.392495,-74.874618,4,NA,NA,NA,NA
SEEDGWAS780.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003258,NA,Landrace,Unknown,Unknown,20.96666667,-97.53333333,26,NA,NA,NA,NA
SEEDGWAS782.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003275,NA,Landrace,Unknown,Unknown,21.516667,-98.383333,60,NA,NA,NA,NA
SEEDGWAS783.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003278,NA,Landrace,Unknown,Unknown,21.66666667,-97.83333333,82,NA,NA,NA,NA
SEEDGWAS784.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003294,NA,Landrace,Unknown,Unknown,9.311512,-83.654161,585,NA,NA,NA,NA
SEEDGWAS785.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003296,NA,Landrace,Unknown,Unknown,9.311512,-83.654161,585,NA,NA,NA,NA
SEEDGWAS786.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003309,NA,Landrace,Unknown,Unknown,9.913101,-83.052593,19,NA,NA,NA,NA
SEEDGWAS787.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003312,NA,Landrace,Unknown,Unknown,9.983333333,-83.03333333,2,NA,NA,NA,NA
SEEDGWAS788.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003314,NA,Landrace,Unknown,Unknown,9.983333333,-83.03333333,2,NA,NA,NA,NA
SEEDGWAS789.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003318,NA,Landrace,Unknown,Unknown,11.01666667,-84.73333333,36,NA,NA,NA,NA
SEEDGWAS790.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003321,NA,Landrace,Unknown,Unknown,10.353732,-84.273896,431,NA,NA,NA,NA
SEEDGWAS791.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003376,NA,Landrace,Unknown,Unknown,10.7,-85.65,181,NA,NA,NA,NA
SEEDGWAS792.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003401,NA,Landrace,Unknown,Unknown,10.066667,-84.733333,191,NA,NA,NA,NA
SEEDGWAS793.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003426,NA,Landrace,Unknown,Unknown,11.07393,-85.626441,233,NA,NA,NA,NA
SEEDGWAS794.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003502,NA,Landrace,Unknown,Unknown,8.55,-83.31666667,3,NA,NA,NA,NA
SEEDGWAS795.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003520,NA,Landrace,Unknown,Unknown,9.933333333,-84.08333333,1156,NA,NA,NA,NA
SEEDGWAS796.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003563,NA,Landrace,Unknown,Unknown,10.112727,-85.507987,200,NA,NA,NA,NA
SEEDGWAS797.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003576,NA,Landrace,Unknown,Unknown,10.11666667,-85.45,142,NA,NA,NA,NA
SEEDGWAS798.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003583,NA,Landrace,Unknown,Unknown,10.307944,-85.34835,23,NA,NA,NA,NA
SEEDGWAS799.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003606,NA,Landrace,Unknown,Unknown,13.728128,-88.820802,629,NA,NA,NA,NA
SEEDGWAS8.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000419,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS80.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001235,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
SEEDGWAS800.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003613,NA,Landrace,Unknown,Unknown,13.66216,-89.867062,34,NA,NA,NA,NA
SEEDGWAS801.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003615,NA,Landrace,Unknown,Unknown,13.8,-88.91,695,NA,NA,NA,NA
SEEDGWAS802.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003666,NA,Landrace,Unknown,Unknown,15.497219,-87.963237,125,NA,NA,NA,NA
SEEDGWAS803.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003702,NA,Landrace,Unknown,Unknown,15.047378,-87.9942222,175,NA,NA,NA,NA
SEEDGWAS804.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003783,NA,Landrace,Unknown,Unknown,8.327238,-80.531579,13,NA,NA,NA,NA
SEEDGWAS805.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003790,NA,Landrace,Unknown,Unknown,8.549987,-82.754955,277,NA,NA,NA,NA
SEEDGWAS806.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003791,NA,Landrace,Unknown,Unknown,8.583333333,-82.71666667,439,NA,NA,NA,NA
