Name,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP
Ames28941.1.RY,Romay_etal_2013,Ames28941.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames12727.1.RY,Romay_etal_2013,Ames12727.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI221811.1.RY,Romay_etal_2013,PI221811.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CIze82.1.RY,Romay_etal_2013,CIze82.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI405707.1.RY,Romay_etal_2013,PI405707.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL438033.1.RY,Romay_etal_2013,NSL438033.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601569.1.RY,Romay_etal_2013,PI601569.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI198890.1.RY,Romay_etal_2013,PI198890.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL67796.1.RY,Romay_etal_2013,NSL67796.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437895.1.RY,Romay_etal_2013,NSL437895.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI198902.1.RY,Romay_etal_2013,PI198902.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
CIze81.1.RY,Romay_etal_2013,CIze81.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL438039.1.RY,Romay_etal_2013,NSL438039.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames21512.1.RY,Romay_etal_2013,Ames21512.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI358522.1.RY,Romay_etal_2013,PI358522.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI221805.1.RY,Romay_etal_2013,PI221805.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI520774.1.RY,Romay_etal_2013,PI520774.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437990.1.RY,Romay_etal_2013,NSL437990.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames26115.1.RY,Romay_etal_2013,Ames26115.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI564852.1.RY,Romay_etal_2013,PI564852.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437987.1.RY,Romay_etal_2013,NSL437987.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames28990.1.RY,Romay_etal_2013,Ames28990.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames28990.2.RY,Romay_etal_2013,Ames28990.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames10265.1.RY,Romay_etal_2013,Ames10265.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames28426.1.RY,Romay_etal_2013,Ames28426.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437913.1.RY,Romay_etal_2013,NSL437913.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437946.1.RY,Romay_etal_2013,NSL437946.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames25373.1.RY,Romay_etal_2013,Ames25373.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601493.1.RY,Romay_etal_2013,PI601493.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI509542.1.RY,Romay_etal_2013,PI509542.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames28948.1.RY,Romay_etal_2013,Ames28948.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL30046.1.RY,Romay_etal_2013,NSL30046.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI550526.1.RY,Romay_etal_2013,PI550526.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437925.1.RY,Romay_etal_2013,NSL437925.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL67790.1.RY,Romay_etal_2013,NSL67790.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL67790.2.RY,Romay_etal_2013,NSL67790.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL67790.3.RY,Romay_etal_2013,NSL67790.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL67790.4.RY,Romay_etal_2013,NSL67790.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL67790.5.RY,Romay_etal_2013,NSL67790.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL67790.6.RY,Romay_etal_2013,NSL67790.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI550468.1.RY,Romay_etal_2013,PI550468.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames28416.1.RY,Romay_etal_2013,Ames28416.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437934.1.RY,Romay_etal_2013,NSL437934.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437882.1.RY,Romay_etal_2013,NSL437882.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437959.1.RY,Romay_etal_2013,NSL437959.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437893.1.RY,Romay_etal_2013,NSL437893.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames28947.1.RY,Romay_etal_2013,Ames28947.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437936.1.RY,Romay_etal_2013,NSL437936.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI584529.1.RY,Romay_etal_2013,PI584529.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL32736.1.RY,Romay_etal_2013,NSL32736.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27046.1.RY,Romay_etal_2013,Ames27046.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27046.2.RY,Romay_etal_2013,Ames27046.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI340821.1.RY,Romay_etal_2013,PI340821.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI257512.1.RY,Romay_etal_2013,PI257512.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI522250.1.RY,Romay_etal_2013,PI522250.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI518660.1.RY,Romay_etal_2013,PI518660.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI535913.1.RY,Romay_etal_2013,PI535913.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI267170.1.RY,Romay_etal_2013,PI267170.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI550531.1.RY,Romay_etal_2013,PI550531.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI340862.1.RY,Romay_etal_2013,PI340862.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames26117.1.RY,Romay_etal_2013,Ames26117.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL65864.1.RY,Romay_etal_2013,NSL65864.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI267165.1.RY,Romay_etal_2013,PI267165.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames24585.1.RY,Romay_etal_2013,Ames24585.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI415077.1.RY,Romay_etal_2013,PI415077.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames23436.1.RY,Romay_etal_2013,Ames23436.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI233319.1.RY,Romay_etal_2013,PI233319.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27050.1.RY,Romay_etal_2013,Ames27050.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI433488.1.RY,Romay_etal_2013,PI433488.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL32731.1.RY,Romay_etal_2013,NSL32731.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27049.1.RY,Romay_etal_2013,Ames27049.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437908.1.RY,Romay_etal_2013,NSL437908.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601726.1.RY,Romay_etal_2013,PI601726.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437979.1.RY,Romay_etal_2013,NSL437979.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27106.1.RY,Romay_etal_2013,Ames27106.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI535925.1.RY,Romay_etal_2013,PI535925.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27042.1.RY,Romay_etal_2013,Ames27042.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI607525.1.RY,Romay_etal_2013,PI607525.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27052.1.RY,Romay_etal_2013,Ames27052.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI535921.1.RY,Romay_etal_2013,PI535921.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI233316.1.RY,Romay_etal_2013,PI233316.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames20191.1.RY,Romay_etal_2013,Ames20191.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames20191.2.RY,Romay_etal_2013,Ames20191.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames20191.3.RY,Romay_etal_2013,Ames20191.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames20191.4.RY,Romay_etal_2013,Ames20191.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames20191.5.RY,Romay_etal_2013,Ames20191.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames20191.6.RY,Romay_etal_2013,Ames20191.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI538231.1.RY,Romay_etal_2013,PI538231.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ab610.1.RY,Romay_etal_2013,Ab610.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437992.1.RY,Romay_etal_2013,NSL437992.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI267166.1.RY,Romay_etal_2013,PI267166.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL32735.1.RY,Romay_etal_2013,NSL32735.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27047.1.RY,Romay_etal_2013,Ames27047.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI550554.1.RY,Romay_etal_2013,PI550554.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI535920.1.RY,Romay_etal_2013,PI535920.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI550571.1.RY,Romay_etal_2013,PI550571.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI233313.1.RY,Romay_etal_2013,PI233313.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI267168.1.RY,Romay_etal_2013,PI267168.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI550520.1.RY,Romay_etal_2013,PI550520.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601573.1.RY,Romay_etal_2013,PI601573.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601573.2.RY,Romay_etal_2013,PI601573.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601573.3.RY,Romay_etal_2013,PI601573.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601573.4.RY,Romay_etal_2013,PI601573.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601573.5.RY,Romay_etal_2013,PI601573.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601573.6.RY,Romay_etal_2013,PI601573.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601573.7.RY,Romay_etal_2013,PI601573.7,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601573.8.RY,Romay_etal_2013,PI601573.8,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601361.1.RY,Romay_etal_2013,PI601361.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601361.2.RY,Romay_etal_2013,PI601361.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI522252.1.RY,Romay_etal_2013,PI522252.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27025.1.RY,Romay_etal_2013,Ames27025.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI550491.1.RY,Romay_etal_2013,PI550491.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI415082.1.RY,Romay_etal_2013,PI415082.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI369438.1.RY,Romay_etal_2013,PI369438.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI550567.1.RY,Romay_etal_2013,PI550567.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27038.1.RY,Romay_etal_2013,Ames27038.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL437928.1.RY,Romay_etal_2013,NSL437928.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601403.1.RY,Romay_etal_2013,PI601403.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601403.2.RY,Romay_etal_2013,PI601403.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL32732.1.RY,Romay_etal_2013,NSL32732.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI433486.1.RY,Romay_etal_2013,PI433486.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI415089.1.RY,Romay_etal_2013,PI415089.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI550542.1.RY,Romay_etal_2013,PI550542.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL32727.1.RY,Romay_etal_2013,NSL32727.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI415091.1.RY,Romay_etal_2013,PI415091.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI343952.1.RY,Romay_etal_2013,PI343952.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI343952.2.RY,Romay_etal_2013,PI343952.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI343952.3.RY,Romay_etal_2013,PI343952.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI343952.4.RY,Romay_etal_2013,PI343952.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI343952.5.RY,Romay_etal_2013,PI343952.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI343952.6.RY,Romay_etal_2013,PI343952.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI257516.1.RY,Romay_etal_2013,PI257516.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI550503.1.RY,Romay_etal_2013,PI550503.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI358524.1.RY,Romay_etal_2013,PI358524.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI406113.1.RY,Romay_etal_2013,PI406113.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL32739.1.RY,Romay_etal_2013,NSL32739.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI340823.1.RY,Romay_etal_2013,PI340823.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI267171.1.RY,Romay_etal_2013,PI267171.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27037.1.RY,Romay_etal_2013,Ames27037.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27037.2.RY,Romay_etal_2013,Ames27037.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601467.1.RY,Romay_etal_2013,PI601467.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI587126.1.RY,Romay_etal_2013,PI587126.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI267169.1.RY,Romay_etal_2013,PI267169.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI236997.1.RY,Romay_etal_2013,PI236997.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI550573.1.RY,Romay_etal_2013,PI550573.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL22630.1.RY,Romay_etal_2013,NSL22630.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601727.1.RY,Romay_etal_2013,PI601727.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI340825.1.RY,Romay_etal_2013,PI340825.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27041.1.RY,Romay_etal_2013,Ames27041.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI233314.1.RY,Romay_etal_2013,PI233314.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI233314.2.RY,Romay_etal_2013,PI233314.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI233314.3.RY,Romay_etal_2013,PI233314.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI233314.4.RY,Romay_etal_2013,PI233314.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI233314.5.RY,Romay_etal_2013,PI233314.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI233314.6.RY,Romay_etal_2013,PI233314.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI369442.1.RY,Romay_etal_2013,PI369442.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI592735.1.RY,Romay_etal_2013,PI592735.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI340822.1.RY,Romay_etal_2013,PI340822.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601003.1.RY,Romay_etal_2013,PI601003.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27045.1.RY,Romay_etal_2013,Ames27045.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames27031.1.RY,Romay_etal_2013,Ames27031.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI550561.1.RY,Romay_etal_2013,PI550561.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI595535.1.RY,Romay_etal_2013,PI595535.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames19010.1.RY,Romay_etal_2013,Ames19010.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI535914.1.RY,Romay_etal_2013,PI535914.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601322-1.1.RY,Romay_etal_2013,PI601322-1.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames22060.1.RY,Romay_etal_2013,Ames22060.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames22060.2.RY,Romay_etal_2013,Ames22060.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI644099.1.RY,Romay_etal_2013,PI644099.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543847-1.1.RY,Romay_etal_2013,PI543847-1.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543850-3.1.RY,Romay_etal_2013,PI543850-3.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI547086-2.1.RY,Romay_etal_2013,PI547086-2.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI537101-1.1.RY,Romay_etal_2013,PI537101-1.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543842-3.1.RY,Romay_etal_2013,PI543842-3.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI595570.1.RY,Romay_etal_2013,PI595570.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI595551.1.RY,Romay_etal_2013,PI595551.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI221806.1.RY,Romay_etal_2013,PI221806.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI510674.1.RY,Romay_etal_2013,PI510674.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI601322-2.1.RY,Romay_etal_2013,PI601322-2.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames23425.1.RY,Romay_etal_2013,Ames23425.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames22036.1.RY,Romay_etal_2013,Ames22036.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543847-2.1.RY,Romay_etal_2013,PI543847-2.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543849-4.1.RY,Romay_etal_2013,PI543849-4.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI547086-3.1.RY,Romay_etal_2013,PI547086-3.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI537101-2.1.RY,Romay_etal_2013,PI537101-2.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543845-1.1.RY,Romay_etal_2013,PI543845-1.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
MR14(LongfellowFlint).1.RY,Romay_etal_2013,MR14(LongfellowFlint).1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI340877.1.RY,Romay_etal_2013,PI340877.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI415080.1.RY,Romay_etal_2013,PI415080.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI433487.1.RY,Romay_etal_2013,PI433487.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames23452.1.RY,Romay_etal_2013,Ames23452.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI340827.1.RY,Romay_etal_2013,PI340827.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames22055.1.RY,Romay_etal_2013,Ames22055.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543849-5.1.RY,Romay_etal_2013,PI543849-5.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI547088-1.1.RY,Romay_etal_2013,PI547088-1.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI537101-3.1.RY,Romay_etal_2013,PI537101-3.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543845-2.1.RY,Romay_etal_2013,PI543845-2.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
NSL28968.1.RY,Romay_etal_2013,NSL28968.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames26778.1.RY,Romay_etal_2013,Ames26778.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
A131.1.RY,Romay_etal_2013,A131.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames23400.1.RY,Romay_etal_2013,Ames23400.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
Ames23439.1.RY,Romay_etal_2013,Ames23439.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543849-1.1.RY,Romay_etal_2013,PI543849-1.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543849-6.1.RY,Romay_etal_2013,PI543849-6.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI547088-2.1.RY,Romay_etal_2013,PI547088-2.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
PI543841-1.1.RY,Romay_etal_2013,PI543841-1.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA
