Name,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP,KMeans_Ab10,RF_Ab10Type,KMeans_K10L2,KMeans_BChrom,Model,Mean,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
12S012801.SW,Swarts_etal_2017,PI_218134:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.74607,-105.9221,2060,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0142708696706077,0.0141277,-0.0538376,0.0119788,-0.0376616,0.0156597,0.0257357,-0.0301468,0.0318306,0.0519001,-0.0651962
12S012901.SW,Swarts_etal_2017,PI_218134:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.74607,-105.9221,2060,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0140476904073347,0.0140516,-0.0537703,0.0111437,-0.0364978,0.0143455,0.0282094,-0.0323731,0.0341077,0.0494786,-0.0674759
12S013001.SW,Swarts_etal_2017,PI_218134:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.74607,-105.9221,2060,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.0651353435010944,0.0135324,-0.0534903,0.0106536,-0.0338905,0.0121594,0.0267237,-0.0299097,0.0345595,0.0553608,-0.0604007
12S013401.SW,Swarts_etal_2017,PI_218134:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.74607,-105.9221,2060,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0121228204102406,0.0136869,-0.0525834,0.0108305,-0.0341039,0.0166594,0.0259499,-0.0337033,0.031968,0.0517427,-0.0676028
12S013801.SW,Swarts_etal_2017,PI_218135:Picuris_not_San_Lorenzo,US - Puebloan (East),Landrace,Unknown,Unknown,36.129,-105.4242,2232,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0114969840377467,0.0217025,-0.0454936,0.00330883,0.00719651,0.028498,0.00321275,-0.0149692,-0.0259856,-0.0153445,0.0120653
12S013901.SW,Swarts_etal_2017,PI_218135:Picuris_not_San_Lorenzo,US - Puebloan (East),Landrace,Unknown,Unknown,36.129,-105.4242,2232,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.0594297522639626,0.0214974,-0.0454746,0.00364188,0.00802039,0.0272578,0.00222431,-0.0138278,-0.024819,-0.0090243,0.0177423
12S014001.SW,Swarts_etal_2017,PI_218135:Picuris_not_San_Lorenzo,US - Puebloan (East),Landrace,Unknown,Unknown,36.129,-105.4242,2232,NA,NA,NA,NA,N10,NA,N10,Yes,Low,0.0339736012532557,0.0211655,-0.0443116,0.00300241,0.00815941,0.0280922,0.00197405,-0.014619,-0.0254632,-0.0092116,0.0139286
12S014101.SW,Swarts_etal_2017,PI_218135:Picuris_not_San_Lorenzo,US - Puebloan (East),Landrace,Unknown,Unknown,36.129,-105.4242,2232,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.0537807773142258,0.0207978,-0.045922,0.00280477,0.00920242,0.0277039,0.00127066,-0.0123855,-0.0265385,-0.0111677,0.0177581
12S014301.SW,Swarts_etal_2017,PI_218135:Picuris_not_San_Lorenzo,US - Puebloan (East),Landrace,Unknown,Unknown,36.129,-105.4242,2232,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0118458706480765,0.0216802,-0.0449693,0.00407971,0.00758876,0.0286578,0.00145039,-0.0128928,-0.0260439,-0.0159724,0.0111417
12S014701.SW,Swarts_etal_2017,PI_218136:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.74607,-105.9221,2060,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0131597384763489,0.0204314,-0.0427862,0.001804,0.0110826,0.0302352,0.0012274,-0.0133938,-0.0273424,-0.026379,0.0248211
12S014801.SW,Swarts_etal_2017,PI_218136:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.74607,-105.9221,2060,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013435932067333,0.0202518,-0.0431091,-0.000986867,0.00925765,0.0246706,0.00201947,-0.0132943,-0.0231274,-0.0257133,0.0234646
12S015401.SW,Swarts_etal_2017,PI_218136:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.74607,-105.9221,2060,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0130090212946405,0.0202682,-0.0425405,0.0012495,0.0104619,0.0297193,0.00313098,-0.01432,-0.0281086,-0.0251677,0.0239768
12S015501.SW,Swarts_etal_2017,PI_218136:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.74607,-105.9221,2060,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0132852890142933,0.0210341,-0.0438023,0.000917668,0.0104024,0.0263701,0.000561046,-0.013031,-0.0274403,-0.0258433,0.0216313
12S016001.SW,Swarts_etal_2017,PI_218136:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.74607,-105.9221,2060,NA,NA,NA,NA,N10,NA,N10,Yes,Low,0.0351971103062092,0.021509,-0.0449144,0.000659699,0.00985782,0.0274464,0.000383438,-0.0122588,-0.0251241,-0.0165398,0.0237002
12S016201.SW,Swarts_etal_2017,PI_218149:Taos,US - Puebloan (East),Landrace,Unknown,Unknown,36.45,-105.55,2134,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.0710333717143298,0.0149547,-0.0405525,0.00243823,-0.00669403,0.0170727,0.00359099,-0.010462,-0.0080123,0.00758175,0.00785041
12S016301.SW,Swarts_etal_2017,PI_218149:Taos,US - Puebloan (East),Landrace,Unknown,Unknown,36.45,-105.55,2134,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01471745923726,0.0144609,-0.0406517,0.00467276,-0.00486592,0.0181051,0.00361391,-0.0115466,-0.0123199,-0.00504654,0.00397451
12S016601.SW,Swarts_etal_2017,PI_218149:Taos,US - Puebloan (East),Landrace,Unknown,Unknown,36.45,-105.55,2134,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.0590831299824728,0.0112224,-0.0305099,0.000661218,-0.00298155,0.00914373,0.00864763,-0.00442659,-0.00270783,-0.00810035,0.0132173
12S017001.SW,Swarts_etal_2017,PI_218149:Taos,US - Puebloan (East),Landrace,Unknown,Unknown,36.45,-105.55,2134,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.0599909423057339,0.0136038,-0.0354533,0.00140524,-0.00243315,0.0116793,0.00332146,-0.00510293,-0.00115274,-0.00393301,0.0139239
12S017301.SW,Swarts_etal_2017,PI_218149:Taos,US - Puebloan (East),Landrace,Unknown,Unknown,36.45,-105.55,2134,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.0610873427542082,0.0155764,-0.0425364,0.00407309,-0.00549477,0.0185674,0.00408423,-0.0116438,-0.0087338,0.00645248,0.0025976
12S017601.SW,Swarts_etal_2017,PI_218154:San_Felipe,US - Puebloan (East),Landrace,Unknown,Unknown,35.2537,-106.2637,1564,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0132230352681147,0.00345865,-0.0278676,0.00193525,-0.0261444,0.00532366,-0.00165128,-0.0110402,0.000818985,0.0114184,-0.0127412
12S018001.SW,Swarts_etal_2017,PI_218154:San_Felipe,US - Puebloan (East),Landrace,Unknown,Unknown,35.2537,-106.2637,1564,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0135558167755899,0.000505247,-0.0258222,0.00277401,-0.0286513,0.00282309,-0.00357324,-0.00743065,-0.00183141,0.017624,-0.0101275
12S018201.SW,Swarts_etal_2017,PI_218154:San_Felipe,US - Puebloan (East),Landrace,Unknown,Unknown,35.2537,-106.2637,1564,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.0749530007261869,0.00247989,-0.0278656,0.000913683,-0.0273177,0.00242501,-0.00269562,-0.00589749,-0.000105876,0.0170555,-0.0043573
12S018401.SW,Swarts_etal_2017,PI_218154:San_Felipe,US - Puebloan (East),Landrace,Unknown,Unknown,35.2537,-106.2637,1564,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0155550618525786,-0.000155291,-0.0227101,0.00211464,-0.0261446,0.00218811,-0.000460456,-0.00427956,0.00185906,0.00966859,-0.00350388
12S018701.SW,Swarts_etal_2017,PI_218154:San_Felipe,US - Puebloan (East),Landrace,Unknown,Unknown,35.2537,-106.2637,1564,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0133993828339256,0.00211616,-0.0279958,0.00251696,-0.0273754,0.0053578,-0.00120085,-0.00747488,-0.000129243,0.0110003,-0.0126208
12S019401.SW,Swarts_etal_2017,PI_218156:Santo_Domingo,US - Puebloan (East),Landrace,Unknown,Unknown,35.3052,-106.2148,1581,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,0.0117622676991794,0.019228,-0.0427563,0.000736784,0.00829603,0.0260023,0.00195175,-0.0166519,-0.0261894,-0.0182281,0.0199843
12S019601.SW,Swarts_etal_2017,PI_218156:Santo_Domingo,US - Puebloan (East),Landrace,Unknown,Unknown,35.3052,-106.2148,1581,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0126391988376677,0.019797,-0.0423319,0.000542516,0.00993154,0.0267489,-0.000876194,-0.0149547,-0.0246304,-0.0219417,0.0132298
12S019801.SW,Swarts_etal_2017,PI_218156:Santo_Domingo,US - Puebloan (East),Landrace,Unknown,Unknown,35.3052,-106.2148,1581,NA,NA,NA,NA,Ab10,Ab10-I,NA,No,Neither,0.0123441126951363,0.0189111,-0.041588,0.00134544,0.00757168,0.0226022,0.000169104,-0.0154545,-0.0250543,-0.0170831,0.0185235
12S020001.SW,Swarts_etal_2017,PI_218156:Santo_Domingo,US - Puebloan (East),Landrace,Unknown,Unknown,35.3052,-106.2148,1581,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,0.0133383539548954,0.0199933,-0.0414748,0.00230283,0.00741244,0.0232115,-0.000480432,-0.0141065,-0.0257977,-0.0192521,0.0165793
12S020401.SW,Swarts_etal_2017,PI_218156:Santo_Domingo,US - Puebloan (East),Landrace,Unknown,Unknown,35.3052,-106.2148,1581,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,0.0118222493258106,0.0182116,-0.0420578,0.0019267,0.00707538,0.0246132,0.000852613,-0.0152141,-0.0241991,-0.0228272,0.0181038
12S020601.SW,Swarts_etal_2017,PI_218157:Santa_Clara,US - Puebloan (East),Landrace,Unknown,Unknown,35.5816,-106.0521,1709,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0127181332210754,0.0201927,-0.0442634,0.00262375,0.00702168,0.0262665,-0.000512668,-0.0154972,-0.0229043,-0.0216617,0.0123666
