Name,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP,KMeans_Ab10,RF_Ab10Type,KMeans_K10L2,KMeans_BChrom,Model,Mean,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
12S003601.SW,Swarts_etal_2017,NSL_68330:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0109139347303969,0.020478,-0.0458149,0.00106557,0.00992727,-0.0279632,0.000577361,-0.0170824,-0.0301819,-0.0211804,0.021153
12S003701.SW,Swarts_etal_2017,NSL_68330:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00978999074603797,0.0192077,-0.0418117,-0.000222067,0.0119531,-0.027233,0.00362622,-0.0148824,-0.0260476,-0.0224947,0.0219395
12S004001.SW,Swarts_etal_2017,NSL_68330:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0129081051820165,0.020732,-0.0442088,0.0020228,0.0106957,-0.0271146,0.00138097,-0.0171768,-0.030523,-0.0252569,0.0233624
12S004201.SW,Swarts_etal_2017,NSL_68332:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0155628591666473,0.0204561,-0.0438608,0.00124175,0.0111216,-0.0270821,0.00283623,-0.0158527,-0.0297444,-0.0253196,0.0232174
12S004501.SW,Swarts_etal_2017,NSL_68332:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,Ab10,Ab10-I,NA,No,Neither,0.0147678699767045,0.020964,-0.0435794,-3.73686e-05,0.0097033,-0.0282472,0.00498778,-0.0140779,-0.0273923,-0.0217564,0.0203571
12S004801.SW,Swarts_etal_2017,NSL_68332:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,Ab10,Ab10-I,NA,No,Neither,0.014472769923283,0.0209973,-0.0446876,0.00159452,0.0109326,-0.0280671,0.00265113,-0.0161785,-0.0290065,-0.0259723,0.0213651
12S004901.SW,Swarts_etal_2017,NSL_68332:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0118840067285376,0.0208365,-0.0447326,0.00100346,0.0115133,-0.0264201,0.00231564,-0.0204396,-0.0303496,-0.0255251,0.0209076
12S005001.SW,Swarts_etal_2017,NSL_68332:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0127217315276466,0.0205954,-0.0441532,0.00176255,0.00872549,-0.02818,0.00356127,-0.0160925,-0.0259991,-0.0227591,0.0182289
12S005201.SW,Swarts_etal_2017,NSL_68335:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0147790212674475,-0.00429708,-0.0107519,-0.00902288,-0.00863046,-0.000378666,-0.00180446,-0.0194974,0.0057731,0.0162277,0.0063629
12S005401.SW,Swarts_etal_2017,NSL_68335:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0134823260695416,-0.00391989,-0.0105202,-0.00956778,-0.00741746,-0.0017466,-0.00265365,-0.0224136,0.00896931,0.0211971,0.00943961
12S005501.SW,Swarts_etal_2017,NSL_68335:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0125353491279768,-0.00307,-0.0123415,-0.00841996,-0.00723923,-0.0016992,-0.00122876,-0.0179535,0.00944244,0.0127628,0.012513
12S006001.SW,Swarts_etal_2017,NSL_68335:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0132133060543752,-0.00174708,-0.0168291,-0.00524058,-0.0145953,-0.000646519,-0.00223669,-0.0190987,0.00931118,0.0203779,0.000870407
12S006101.SW,Swarts_etal_2017,NSL_68335:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0137830926701097,-0.0012313,-0.0166695,-0.00828538,-0.00880564,-0.00551598,-0.000260975,-0.0202634,0.00724148,0.0156815,0.00700467
12S006901.SW,Swarts_etal_2017,PI_213714:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.105261023640906,0.0135136,-0.0325453,-0.00367368,0.02138,-0.00475603,-0.00893387,0.0106764,-0.00492326,-0.0025278,0.0130878
12S007001.SW,Swarts_etal_2017,PI_213714:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0123170746893328,0.0138347,-0.0312886,-0.00434901,0.0203091,-0.00552768,-0.00915428,0.00832821,-0.0109619,-0.0123666,0.00443678
