Simp_Name,Name,Missing,Total,Perc_Missing,Extra_Name,OG_Name,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP
NA,12S030601.SW,1413309,1505790,0.9385830693523,NA,NA,Swarts_etal_2017,PI_218181:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
NA,12S030701.SW,1430325,1505790,0.94988344988345,NA,NA,Swarts_etal_2017,PI_218181:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
NA,12S031101.SW,1429659,1505790,0.949441157133465,NA,NA,Swarts_etal_2017,PI_218181:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
NA,12S031501.SW,1437607,1505790,0.954719449591244,NA,NA,Swarts_etal_2017,PI_218181:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
NA,12S032001.SW,1428295,1505790,0.948535320330192,NA,NA,Swarts_etal_2017,PI_218181:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA
NA,12S032101.SW,1438909,1505790,0.955584111994368,NA,NA,Swarts_etal_2017,PI_218187:Mojave,US - Lower CO River,Landrace,Unknown,Unknown,ColoradoRiver,ColoradoRiver,945,NA,NA,NA,NA
NA,12S032201.SW,1446552,1505790,0.960659852967545,NA,NA,Swarts_etal_2017,PI_218187:Mojave,US - Lower CO River,Landrace,Unknown,Unknown,ColoradoRiver,ColoradoRiver,945,NA,NA,NA,NA
NA,12S033301.SW,1441947,1505790,0.957601657601658,NA,NA,Swarts_etal_2017,PI_218187:Mojave,US - Lower CO River,Landrace,Unknown,Unknown,ColoradoRiver,ColoradoRiver,945,NA,NA,NA,NA
NA,12S033401.SW,1434230,1505790,0.952476772989594,NA,NA,Swarts_etal_2017,PI_218187:Mojave,US - Lower CO River,Landrace,Unknown,Unknown,ColoradoRiver,ColoradoRiver,945,NA,NA,NA,NA
NA,12S033501.SW,1432196,1505790,0.951125987023423,NA,NA,Swarts_etal_2017,PI_218187:Mojave,US - Lower CO River,Landrace,Unknown,Unknown,ColoradoRiver,ColoradoRiver,945,NA,NA,NA,NA
NA,12S033601.SW,1423322,1505790,0.945232734976325,NA,NA,Swarts_etal_2017,PI_317678:Havasupai,US - Puebloan (West),Landrace,Unknown,Unknown,36.1324,-112.4138,963,NA,NA,NA,NA
NA,12S034301.SW,1425525,1505790,0.946695754388062,NA,NA,Swarts_etal_2017,PI_317678:Havasupai,US - Puebloan (West),Landrace,Unknown,Unknown,36.1324,-112.4138,963,NA,NA,NA,NA
NA,12S034401.SW,1422390,1505790,0.944613790767637,NA,NA,Swarts_etal_2017,PI_317678:Havasupai,US - Puebloan (West),Landrace,Unknown,Unknown,36.1324,-112.4138,963,NA,NA,NA,NA
NA,12S034601.SW,1431035,1505790,0.950354963175476,NA,NA,Swarts_etal_2017,PI_317678:Havasupai,US - Puebloan (West),Landrace,Unknown,Unknown,36.1324,-112.4138,963,NA,NA,NA,NA
NA,12S035001.SW,1452929,1505790,0.964894839253814,NA,NA,Swarts_etal_2017,PI_317678:Havasupai,US - Puebloan (West),Landrace,Unknown,Unknown,36.1324,-112.4138,963,NA,NA,NA,NA
NA,12S035601.SW,1450637,1505790,0.963372714654766,NA,NA,Swarts_etal_2017,PI_420245:Sinaloa,N.Mexico Unknown,Landrace,Unknown,Unknown,Sinaloa,Sinaloa,NA,NA,NA,NA,NA
