Name,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP,KMeans_Ab10,RF_Ab10Type,KMeans_K10L2,KMeans_BChrom,Model,Mean,Ab10_Pseudo_Copy_Number,K10L2_Pseudo_Copy_Number,BChrom_Pseudo_Copy_Number
B97.7.RY,Romay_etal_2013,B97.7,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011248461,NA,NA,NA
BAIIIIb-6.1.RY,Romay_etal_2013,BAIIIIb-6.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013410834,NA,NA,NA
BAIIIId-2.1.RY,Romay_etal_2013,BAIIIId-2.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010307526,NA,NA,NA
C103.1.RY,Romay_etal_2013,C103.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013136453,NA,NA,NA
C103.2.RY,Romay_etal_2013,C103.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.017476897,NA,NA,NA
C123.1.RY,Romay_etal_2013,C123.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014104047,NA,NA,NA
C123.2.RY,Romay_etal_2013,C123.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014731942,NA,NA,NA
C49A.1.RY,Romay_etal_2013,C49A.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.008148467,NA,NA,NA
C49A.2.RY,Romay_etal_2013,C49A.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00856935,NA,NA,NA
CH70130.1.RY,Romay_etal_2013,CH70130.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0125148,NA,NA,NA
CH70130.2.RY,Romay_etal_2013,CH70130.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0175274,NA,NA,NA
CH9.1.RY,Romay_etal_2013,CH9.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009040176,NA,NA,NA
CH9.2.RY,Romay_etal_2013,CH9.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010426785,NA,NA,NA
CI1872.1.RY,Romay_etal_2013,CI1872.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.010929511,NA,0.041992233,NA
CI1872.2.RY,Romay_etal_2013,CI1872.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.012156076,NA,0.036941473,NA
CI21E.1.RY,Romay_etal_2013,CI21E.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011592439,NA,NA,NA
CI21E.2.RY,Romay_etal_2013,CI21E.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012898693,NA,NA,NA
CI28A.1.RY,Romay_etal_2013,CI28A.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011382025,NA,NA,NA
CI28A.2.RY,Romay_etal_2013,CI28A.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013953304,NA,NA,NA
CI31A.1.RY,Romay_etal_2013,CI31A.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01031925,NA,NA,NA
CI31A.2.RY,Romay_etal_2013,CI31A.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011878247,NA,NA,NA
CI3A.1.RY,Romay_etal_2013,CI3A.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011813238,NA,NA,NA
CI3A.2.RY,Romay_etal_2013,CI3A.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01479187,NA,NA,NA
CI64.1.RY,Romay_etal_2013,CI64.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011779112,NA,NA,NA
CI64.2.RY,Romay_etal_2013,CI64.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012806725,NA,NA,NA
CI66.1.RY,Romay_etal_2013,CI66.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.011515227,NA,0.041987253,NA
CI66.2.RY,Romay_etal_2013,CI66.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.014965466,NA,0.048666198,NA
CI7.1.RY,Romay_etal_2013,CI7.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011471075,NA,NA,NA
CI7.2.RY,Romay_etal_2013,CI7.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.015980846,NA,NA,NA
CI90C.1.RY,Romay_etal_2013,CI90C.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.009498051,NA,0.042990239,NA
CI90C.2.RY,Romay_etal_2013,CI90C.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.010898728,NA,0.037845921,NA
CI91B.1.RY,Romay_etal_2013,CI91B.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012165129,NA,NA,NA
CI91B.2.RY,Romay_etal_2013,CI91B.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012736607,NA,NA,NA
CIM10003_01.SW,Swarts_etal_2017,CIM10003_01.SW,NA,Teosinte - Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.015217447,NA,NA,NA
CIM10003_02.SW,Swarts_etal_2017,CIM10003_02.SW,NA,Teosinte - Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.017646387,NA,NA,NA
CIM10003_03.SW,Swarts_etal_2017,CIM10003_03.SW,NA,Teosinte - Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014647038,NA,NA,NA
CIM10003_04.SW,Swarts_etal_2017,CIM10003_04.SW,NA,Teosinte - Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.016266774,NA,NA,NA
CIM11362_01.SW,Swarts_etal_2017,CIM11362,Mexicana − Chalco,Teosinte - Mexicana,Unknown,Unknown,19.275,-99.1,2200,NA,NA,NA,NA,Ab10,Ab10-II,NA,No,Neither,0.025768805,0.021616157,NA,NA
CIM11362_02.SW,Swarts_etal_2017,CIM11362,Mexicana − Chalco,Teosinte - Mexicana,Unknown,Unknown,19.275,-99.1,2200,NA,NA,NA,NA,Ab10,Ab10-II,NA,No,Neither,0.022517714,0.021426536,NA,NA
CIM11362_03.SW,Swarts_etal_2017,CIM11362,Mexicana − Chalco,Teosinte - Mexicana,Unknown,Unknown,19.275,-99.1,2200,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.020937858,NA,NA,NA
CIM11362_04.SW,Swarts_etal_2017,CIM11362,Mexicana − Chalco,Teosinte - Mexicana,Unknown,Unknown,19.275,-99.1,2200,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.025982679,NA,NA,NA
CIM11365_01.SW,Swarts_etal_2017,CIM11365,Mexicana − C. Plateau,Teosinte - Mexicana,Unknown,Unknown,20.72722222,-101.9494444,1710,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.021691157,NA,NA,NA
CIM11365_02.SW,Swarts_etal_2017,CIM11365,Mexicana − C. Plateau,Teosinte - Mexicana,Unknown,Unknown,20.72722222,-101.9494444,1710,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.020871585,NA,NA,NA
CIM11365_03.SW,Swarts_etal_2017,CIM11365,Mexicana − C. Plateau,Teosinte - Mexicana,Unknown,Unknown,20.72722222,-101.9494444,1710,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.028451116,NA,NA,NA
CIM11365_04.SW,Swarts_etal_2017,CIM11365,Mexicana − C. Plateau,Teosinte - Mexicana,Unknown,Unknown,20.72722222,-101.9494444,1710,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.024010566,NA,NA,NA
CIM11400_01.SW,Swarts_etal_2017,CIM11400,Mexicana − Chalco,Teosinte - Mexicana,Unknown,Unknown,19.35,-98.98,2200,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.021861003,NA,NA,NA
CIM11400_02.SW,Swarts_etal_2017,CIM11400,Mexicana − Chalco,Teosinte - Mexicana,Unknown,Unknown,19.35,-98.98,2200,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.024174506,NA,NA,NA
CIM11400_03.SW,Swarts_etal_2017,CIM11400,Mexicana − Chalco,Teosinte - Mexicana,Unknown,Unknown,19.35,-98.98,2200,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.017128947,NA,NA,NA
CIM11400_04.SW,Swarts_etal_2017,CIM11400,Mexicana − Chalco,Teosinte - Mexicana,Unknown,Unknown,19.35,-98.98,2200,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.021022228,NA,NA,NA
CIM13451_01.SW,Swarts_etal_2017,CIM13451_01.SW,NA,Teosinte - Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.028965589,NA,NA,NA
CIM13451_02.SW,Swarts_etal_2017,CIM13451_02.SW,NA,Teosinte - Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.024915133,NA,NA,NA
CIM13451_03.SW,Swarts_etal_2017,CIM13451_03.SW,NA,Teosinte - Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.029325169,NA,NA,NA
CIM13451_04.SW,Swarts_etal_2017,CIM13451_04.SW,NA,Teosinte - Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.025687068,NA,NA,NA
CIM27215_(CIM-1)_03.SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029734989,NA
CIM27215_CIM-1_01.SW,Swarts_etal_2017,CIM27215_(CIM-1),Mexicana − Chalco,Teosinte - Mexicana,Unknown,Unknown,19.53,-98.843,2280,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.020475857,NA,NA,NA
CIM27215_CIM-1_02.SW,Swarts_etal_2017,CIM27215_(CIM-1),Mexicana − Chalco,Teosinte - Mexicana,Unknown,Unknown,19.53,-98.843,2280,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.021924177,NA,NA,NA
CIM27215_CIM-1_03.SW,Swarts_etal_2017,CIM27215_(CIM-1),Mexicana − Chalco,Teosinte - Mexicana,Unknown,Unknown,19.53,-98.843,2280,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.021825975,NA,NA,NA
CIM27215_CIM-1_04.SW,Swarts_etal_2017,CIM27215_(CIM-1),Mexicana − Chalco,Teosinte - Mexicana,Unknown,Unknown,19.53,-98.843,2280,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.020830672,NA,NA,NA
CIM29379_01.SW,Swarts_etal_2017,CIM29379_01.SW,NA,Teosinte - Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.016846199,NA,NA,NA
CIM29379_02.SW,Swarts_etal_2017,CIM29379_02.SW,NA,Teosinte - Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.021224236,NA,NA,NA
CIM29379_04.SW,Swarts_etal_2017,CIM29379_04.SW,NA,Teosinte - Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.019404852,NA,NA,NA
CIM9479_01.SW,Swarts_etal_2017,CIM9479,Parviglumis − Huehuetenango,Teosinte - Parviglumis,Unknown,Unknown,15.66666667,-91.75,1300,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.033109443,NA,NA,NA
CIM9479_02.SW,Swarts_etal_2017,CIM9479,Parviglumis − Huehuetenango,Teosinte - Parviglumis,Unknown,Unknown,15.66666667,-91.75,1300,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.02180003,NA,NA,NA
CIM9479_03.SW,Swarts_etal_2017,CIM9479,Parviglumis − Huehuetenango,Teosinte - Parviglumis,Unknown,Unknown,15.66666667,-91.75,1300,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.028090531,NA,NA,NA
CIM9479_04.SW,Swarts_etal_2017,CIM9479,Parviglumis − Huehuetenango,Teosinte - Parviglumis,Unknown,Unknown,15.66666667,-91.75,1300,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.030111584,NA,NA,NA
CIze127.1.RY,Romay_etal_2013,CIze127.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.015539695,NA,NA,NA
CIze21.1.RY,Romay_etal_2013,CIze21.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01284397,NA,NA,NA
CIze23.1.RY,Romay_etal_2013,CIze23.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014692339,NA,NA,NA
CIze27.1.RY,Romay_etal_2013,CIze27.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014545986,NA,NA,NA
CIze28.1.RY,Romay_etal_2013,CIze28.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.016689236,NA,NA,NA
CIze28.2.RY,Romay_etal_2013,CIze28.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014487618,NA,NA,NA
CIze28.3.RY,Romay_etal_2013,CIze28.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.022364391,NA,NA,NA
CIze28.4.RY,Romay_etal_2013,CIze28.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.02237227,NA,NA,NA
CIze29.1.RY,Romay_etal_2013,CIze29.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01071444,NA,NA,NA
CIze3.1.RY,Romay_etal_2013,CIze3.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013822163,NA,NA,NA
CIze317.1.RY,Romay_etal_2013,CIze317.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01872195,NA,NA,NA
CIze38.1.RY,Romay_etal_2013,CIze38.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014662655,NA,NA,NA
CIze40.1.RY,Romay_etal_2013,CIze40.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013821116,NA,NA,NA
CIze42.1.RY,Romay_etal_2013,CIze42.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014958404,NA,NA,NA
CIze44.1.RY,Romay_etal_2013,CIze44.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01451488,NA,NA,NA
CIze44.2.RY,Romay_etal_2013,CIze44.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.014956493,NA,0.056710079,NA
CIze44.3.RY,Romay_etal_2013,CIze44.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.012527758,NA,0.040832697,NA
CIze44.4.RY,Romay_etal_2013,CIze44.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013591598,NA,NA,NA
CIze45.1.RY,Romay_etal_2013,CIze45.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01406174,NA,NA,NA
CIze49.1.RY,Romay_etal_2013,CIze49.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.016409818,NA,NA,NA
CIze64.1.RY,Romay_etal_2013,CIze64.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01355482,NA,NA,NA
CIze7.1.RY,Romay_etal_2013,CIze7.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011737857,NA,NA,NA
CIze7.2.RY,Romay_etal_2013,CIze7.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.015441574,NA,NA,NA
CIze81.1.RY,Romay_etal_2013,CIze81.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.02006829,NA,NA,NA
CIze82.1.RY,Romay_etal_2013,CIze82.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.015760269,NA,NA,NA
CIze83.1.RY,Romay_etal_2013,CIze83.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0189404,NA,NA,NA
CIze85.1.RY,Romay_etal_2013,CIze85.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014019457,NA,NA,NA
CIze86.1.RY,Romay_etal_2013,CIze86.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.016636249,NA,NA,NA
CIze88.1.RY,Romay_etal_2013,CIze88.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.016137481,NA,NA,NA
CIze89.1.RY,Romay_etal_2013,CIze89.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014345838,NA,NA,NA
CIze90.1.RY,Romay_etal_2013,CIze90.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.01546818,NA,0.046999024,NA
CIze91.1.RY,Romay_etal_2013,CIze91.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.015120685,NA,0.043257472,NA
CIze91.2.RY,Romay_etal_2013,CIze91.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.018673245,NA,0.045461491,NA
CM105.1.RY,Romay_etal_2013,CM105.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010562404,NA,NA,NA
CM105.2.RY,Romay_etal_2013,CM105.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.015515218,NA,NA,NA
CM174.1.RY,Romay_etal_2013,CM174.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010987253,NA,NA,NA
CM174.2.RY,Romay_etal_2013,CM174.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.015923996,NA,NA,NA
CM37.1.RY,Romay_etal_2013,CM37.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013236957,NA,NA,NA
CM37.2.RY,Romay_etal_2013,CM37.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014746712,NA,NA,NA
CM7.1.RY,Romay_etal_2013,CM7.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011944619,NA,NA,NA
CM7.2.RY,Romay_etal_2013,CM7.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014804246,NA,NA,NA
CML10.1.RY,Romay_etal_2013,CML10.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010335627,NA,NA,NA
CML10.2.RY,Romay_etal_2013,CML10.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011597273,NA,NA,NA
CML101.1.RY,Romay_etal_2013,CML101.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011556697,NA,NA,NA
CML101(Krakowsky).1.RY,Romay_etal_2013,CML101(Krakowsky).1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013911975,NA,NA,NA
CML103.1.RY,Romay_etal_2013,CML103.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009830989,NA,NA,NA
CML103.2.RY,Romay_etal_2013,CML103.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011258696,NA,NA,NA
CML103.3.RY,Romay_etal_2013,CML103.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010328,NA,NA,NA
CML103.4.RY,Romay_etal_2013,CML103.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011569691,NA,NA,NA
CML103.5.RY,Romay_etal_2013,CML103.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010082233,NA,NA,NA
CML103.6.RY,Romay_etal_2013,CML103.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01100183,NA,NA,NA
CML103.7.RY,Romay_etal_2013,CML103.7,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010541848,NA,NA,NA
CML107.1.RY,Romay_etal_2013,CML107.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009578383,NA,NA,NA
CML108.1.RY,Romay_etal_2013,CML108.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011626363,NA,NA,NA
CML108.2.RY,Romay_etal_2013,CML108.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013398003,NA,NA,NA
CML11.1.RY,Romay_etal_2013,CML11.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009046454,NA,NA,NA
CML11.2.RY,Romay_etal_2013,CML11.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01102869,NA,NA,NA
CML115.1.RY,Romay_etal_2013,CML115.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012347782,NA,NA,NA
CML116.1.RY,Romay_etal_2013,CML116.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.016464188,NA,NA,NA
CML116(Krakowsky).1.RY,Romay_etal_2013,CML116(Krakowsky).1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.017326801,NA,NA,NA
CML118.1.RY,Romay_etal_2013,CML118.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.019533209,NA,NA,NA
CML121.1.RY,Romay_etal_2013,CML121.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014806108,NA,NA,NA
CML139.1.RY,Romay_etal_2013,CML139.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01297885,NA,NA,NA
CML14.1.RY,Romay_etal_2013,CML14.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009101096,NA,NA,NA
CML14.2.RY,Romay_etal_2013,CML14.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010939762,NA,NA,NA
CML142.1.RY,Romay_etal_2013,CML142.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013233343,NA,NA,NA
CML144.1.RY,Romay_etal_2013,CML144.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009783539,NA,NA,NA
CML144(Krakowsky).1.RY,Romay_etal_2013,CML144(Krakowsky).1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014065764,NA,NA,NA
CML154Q.1.RY,Romay_etal_2013,CML154Q.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013140456,NA,NA,NA
CML154Q.2.RY,Romay_etal_2013,CML154Q.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014348012,NA,NA,NA
CML157Q.1.RY,Romay_etal_2013,CML157Q.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01253942,NA,NA,NA
CML157Q.2.RY,Romay_etal_2013,CML157Q.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01661,NA,NA,NA
