Name,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP,KMeans_Ab10,RF_Ab10Type,KMeans_K10L2,KMeans_BChrom,Model,Mean,Ab10_Pseudo_Copy_Number,K10L2_Pseudo_Copy_Number,BChrom_Pseudo_Copy_Number
SEEDGWAS1562.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011883,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01138195,NA,NA,NA
SEEDGWAS1563.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012022,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012217448,NA,NA,NA
SEEDGWAS1564.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012063,NA,Landrace,Unknown,Unknown,-17.82886,-62.994159,370,NA,NA,NA,NA,N10,NA,N10,Yes,Low,0.035316716,NA,NA,0.035316716
SEEDGWAS1565.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012068,NA,Landrace,Unknown,Unknown,-18.046032,-64.432761,1573,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009657764,NA,NA,NA
SEEDGWAS1566.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012137,NA,Landrace,Unknown,Unknown,-21.951237,-63.668474,679,NA,NA,NA,NA,N10,NA,N10,Yes,Low,0.027649621,NA,NA,0.027649621
SEEDGWAS1568.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012251,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011867758,NA,NA,NA
SEEDGWAS1569.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012265,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,0.010750638,0.021240627,NA,NA
SEEDGWAS157.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003231,NA,Landrace,Unknown,Unknown,20.385828,-97.030722,22,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010950775,NA,NA,NA
SEEDGWAS1570.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012267,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012353955,NA,NA,NA
SEEDGWAS1571.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012269,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011162226,NA,NA,NA
SEEDGWAS1572.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012273,NA,Landrace,Unknown,Unknown,9.616666667,-67.28333333,198,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011412695,NA,NA,NA
SEEDGWAS1573.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012274,NA,Landrace,Unknown,Unknown,8.916666667,-64.25,282,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010001053,NA,NA,NA
SEEDGWAS1574.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012275,NA,Landrace,Unknown,Unknown,8.916666667,-64.25,282,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.007893375,NA,NA,NA
SEEDGWAS1575.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012280,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009561513,NA,NA,NA
SEEDGWAS1576.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012281,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009379524,NA,NA,NA
SEEDGWAS1577.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012282,NA,Landrace,Unknown,Unknown,9.379051,-67.043056,146,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010409282,NA,NA,NA
SEEDGWAS1578.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012284,NA,Landrace,Unknown,Unknown,10.176282,-67.461732,459,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010348343,NA,NA,NA
SEEDGWAS1579.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012289,NA,Landrace,Unknown,Unknown,9.405125,-72.76796,50,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01078456,NA,NA,NA
SEEDGWAS158.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003234,NA,Landrace,Unknown,Unknown,20.46666667,-97.33333333,208,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009932401,NA,NA,NA
SEEDGWAS1580.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012450,NA,Landrace,Unknown,Unknown,-32.310879,-59.692253,57,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01020538,NA,NA,NA
SEEDGWAS1581.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012471,NA,Landrace,Unknown,Unknown,-30.377406,-66.303177,477,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.069541442,NA,NA,0.069541442
SEEDGWAS1582.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012562,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012254028,NA,NA,NA
SEEDGWAS1583.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012566,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009089187,NA,NA,NA
SEEDGWAS1584.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012567,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010485937,NA,NA,NA
SEEDGWAS1585.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012568,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010814679,NA,NA,NA
SEEDGWAS1586.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012570,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012197704,NA,NA,NA
SEEDGWAS1587.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012572,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011542868,NA,NA,NA
SEEDGWAS1588.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012573,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014792757,NA,NA,NA
SEEDGWAS1589.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012574,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,Low,0.045745809,NA,NA,0.045745809
SEEDGWAS1590.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012581,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009919425,NA,NA,NA
SEEDGWAS1591.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012606,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011415662,NA,NA,NA
SEEDGWAS1592.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012607,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011547947,NA,NA,NA
SEEDGWAS1593.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012613,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012661997,NA,NA,NA
SEEDGWAS1594.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012651,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ambiguous,NA,K10L2,No,Neither,0.015582295,NA,0.034825097,NA
SEEDGWAS1595.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012670,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011428889,NA,NA,NA
SEEDGWAS1596.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012674,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.082662765,NA,NA,0.082662765
SEEDGWAS1598.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012684,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009678426,NA,NA,NA
SEEDGWAS1599.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-013084,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009713193,NA,NA,NA
SEEDGWAS16.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000478,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00915347,NA,NA,NA
SEEDGWAS160.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003237,NA,Landrace,Unknown,Unknown,20.433609,-97.114806,14,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009193346,NA,NA,NA
SEEDGWAS1600.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-013298,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011704333,NA,NA,NA
SEEDGWAS1601.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-013586,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009994934,NA,NA,NA
SEEDGWAS1602.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-013620,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011896024,NA,NA,NA
SEEDGWAS1603.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-013750,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010022125,NA,NA,NA
SEEDGWAS1604.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014069,NA,Landrace,Unknown,Unknown,17.737032,-64.786746,32,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011453904,NA,NA,NA
SEEDGWAS1605.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014089,NA,Landrace,Unknown,Unknown,15.323565,-92.643647,204,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014408646,NA,NA,NA
SEEDGWAS1607.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014204,NA,Landrace,Unknown,Unknown,15.332888,-92.659404,93,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012796248,NA,NA,NA
SEEDGWAS1608.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014236,NA,Landrace,Unknown,Unknown,18.61666667,-99.31666667,904,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009262498,NA,NA,NA
SEEDGWAS1609.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014286,NA,Landrace,Unknown,Unknown,18.98333333,-99.1,1713,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010473669,NA,NA,NA
SEEDGWAS1610.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014357,NA,Landrace,Unknown,Unknown,16.71666667,-93,420,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011058684,NA,NA,NA
SEEDGWAS1611.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014611,NA,Landrace,Unknown,Unknown,8.018782,-61.910948,322,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011022613,NA,NA,NA
SEEDGWAS1613.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014614,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010192031,NA,NA,NA
SEEDGWAS1616.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014617,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.010548052,NA,0.046944441,NA
SEEDGWAS1617.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014618,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012939775,NA,NA,NA
SEEDGWAS1619.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014621,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012517008,NA,NA,NA
SEEDGWAS162.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003239,NA,Landrace,Unknown,Unknown,20.511547,-97.334715,93,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010186199,NA,NA,NA
SEEDGWAS1621.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014903,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00974088,NA,NA,NA
SEEDGWAS1622.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014962,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012918943,NA,NA,NA
SEEDGWAS1623.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015029,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,0.009074326,0.021516364,NA,NA
SEEDGWAS1626.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015042,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,0.013024345,0.021867739,NA,NA
SEEDGWAS1627.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016599,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010357892,NA,NA,NA
SEEDGWAS163.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003242,NA,Landrace,Unknown,Unknown,20.5422222,-97.27305556,58,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.008030769,NA,NA,NA
SEEDGWAS1631.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015556,NA,Landrace,Unknown,Unknown,16.606885,-92.712153,737,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011409946,NA,NA,NA
SEEDGWAS1632.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015572,NA,Landrace,Unknown,Unknown,18.300591,-100.69796,265,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.007980005,NA,NA,NA
SEEDGWAS1633.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015585,NA,Landrace,Unknown,Unknown,19.08164,-102.373599,302,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011135408,NA,NA,NA
SEEDGWAS1634.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015597,NA,Landrace,Unknown,Unknown,21.95,-105.2166667,13,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009880661,NA,NA,NA
SEEDGWAS1635.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015600,NA,Landrace,Unknown,Unknown,22.024349,-105.22623,15,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.059067807,NA,NA,0.059067807
SEEDGWAS1636.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015602,NA,Landrace,Unknown,Unknown,22.36666667,-105.5333333,6,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009856448,NA,NA,NA
SEEDGWAS1638.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015609,NA,Landrace,Unknown,Unknown,16.580327,-94.601906,79,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,0.011595075,0.021563429,NA,NA
SEEDGWAS1639.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015625,NA,Landrace,Unknown,Unknown,20.51666667,-86.91666667,8,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011054091,NA,NA,NA
SEEDGWAS164.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003245,NA,Landrace,Unknown,Unknown,20.471501,-97.343051,206,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,0.009811558,0.023976826,NA,NA
SEEDGWAS1641.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015638,NA,Landrace,Unknown,Unknown,21.544818,-98.905924,182,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010532326,NA,NA,NA
SEEDGWAS1643.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015672,NA,Landrace,Unknown,Unknown,24.25333,-99.481609,349,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013444448,NA,NA,NA
SEEDGWAS1644.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015674,NA,Landrace,Unknown,Unknown,24.26666667,-99.48333333,358,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.069460298,NA,NA,0.069460298
SEEDGWAS1645.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015678,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012359954,NA,NA,NA
SEEDGWAS1646.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015680,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.088282004,NA,NA,0.088282004
SEEDGWAS1647.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015693,NA,Landrace,Unknown,Unknown,20.43027778,-97.382222,109,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010626885,NA,NA,NA
SEEDGWAS1648.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015694,NA,Landrace,Unknown,Unknown,20.43027778,-97.382222,109,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01177084,NA,NA,NA
SEEDGWAS1649.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016619,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014440825,NA,NA,NA
SEEDGWAS1650.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016625,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009275829,NA,NA,NA
SEEDGWAS1651.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016108,NA,Landrace,Unknown,Unknown,14.9,-92.25,157,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.053827445,NA,NA,0.053827445
SEEDGWAS1652.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016148,NA,Landrace,Unknown,Unknown,19.08164,-102.373599,302,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009802582,NA,NA,NA
SEEDGWAS1653.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016150,NA,Landrace,Unknown,Unknown,19.08164,-102.373599,302,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011554196,NA,NA,NA
SEEDGWAS1654.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016157,NA,Landrace,Unknown,Unknown,18.71666667,-99.36666667,952,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.079368403,NA,NA,0.079368403
SEEDGWAS1655.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016159,NA,Landrace,Unknown,Unknown,21.993057,-105.382959,4,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011681662,NA,NA,NA
SEEDGWAS1656.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016160,NA,Landrace,Unknown,Unknown,21.993057,-105.382959,4,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009804021,NA,NA,NA
SEEDGWAS1658.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016179,NA,Landrace,Unknown,Unknown,21.218989,-86.724004,20,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010584924,NA,NA,NA
SEEDGWAS1659.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016196,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,0.052435719,NA,NA,0.052435719
SEEDGWAS1660.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016792,NA,Landrace,Unknown,Unknown,-23.4,-56.88333333,178,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011413831,NA,NA,NA
SEEDGWAS1661.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016831,NA,Landrace,Unknown,Unknown,9.101847,-62.028567,7,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011884561,NA,NA,NA
SEEDGWAS1662.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017504,NA,Landrace,Unknown,Unknown,21.83299,-99.634229,963,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.01003899,NA,0.032552124,NA
SEEDGWAS1663.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017605,NA,Landrace,Unknown,Unknown,22.023366,-99.653771,1221,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.01054973,NA,0.033909066,NA
SEEDGWAS1665.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018058,NA,Landrace,Unknown,Unknown,17.53333333,-101.2833333,24,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.009215695,NA,0.026170308,NA
SEEDGWAS1666.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018088,NA,Landrace,Unknown,Unknown,17.88333333,-95.13333333,27,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.008803826,NA,NA,NA
SEEDGWAS1667.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018089,NA,Landrace,Unknown,Unknown,20.51666667,-86.91666667,8,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01764774,NA,NA,NA
SEEDGWAS1668.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018105,NA,Landrace,Unknown,Unknown,20.250295,-89.633331,65,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00944058,NA,NA,NA
SEEDGWAS1669.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018137,NA,Landrace,Unknown,Unknown,20.96666667,-89.63333333,11,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012300886,NA,NA,NA
SEEDGWAS167.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003253,NA,Landrace,Unknown,Unknown,20.910099,-97.762003,42,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.009146489,NA,0.034965398,NA
SEEDGWAS1670.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018138,NA,Landrace,Unknown,Unknown,20.96666667,-89.63333333,11,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010265732,NA,NA,NA
SEEDGWAS1671.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019275,NA,Landrace,Unknown,Unknown,8.162519,-62.430141,249,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014413192,NA,NA,NA
SEEDGWAS1673.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019287,NA,Landrace,Unknown,Unknown,19.716788,-90.046207,92,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.008737359,NA,NA,NA
SEEDGWAS1674.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019293,NA,Landrace,Unknown,Unknown,19.746176,-90.12082,46,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00891937,NA,NA,NA
SEEDGWAS1676.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019350,NA,Landrace,Unknown,Unknown,21.426842,-98.869208,95,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009223052,NA,NA,NA
SEEDGWAS1679.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019365,NA,Landrace,Unknown,Unknown,17.581508,-101.342386,58,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012553967,NA,NA,NA
SEEDGWAS168.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003256,NA,Landrace,Unknown,Unknown,20.893005,-97.675796,27,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.008282087,NA,NA,NA
SEEDGWAS1680.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019368,NA,Landrace,Unknown,Unknown,17.678521,-101.303874,123,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010072949,NA,NA,NA
SEEDGWAS1681.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019386,NA,Landrace,Unknown,Unknown,21.399889,-98.712616,298,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011814006,NA,NA,NA
SEEDGWAS1682.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019401,NA,Landrace,Unknown,Unknown,16.332904,-92.564373,700,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.008364643,NA,NA,NA
SEEDGWAS1683.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019402,NA,Landrace,Unknown,Unknown,16.332904,-92.564373,700,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00622794,NA,NA,NA
SEEDGWAS1684.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019404,NA,Landrace,Unknown,Unknown,16.332904,-92.564373,700,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.005926418,NA,NA,NA
SEEDGWAS1685.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019407,NA,Landrace,Unknown,Unknown,16.332904,-92.564373,700,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.007654665,NA,NA,NA
SEEDGWAS1686.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-027356,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009527029,NA,NA,NA
SEEDGWAS1689.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-020625,NA,Landrace,Unknown,Unknown,21.26666667,-98.75,150,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00759653,NA,NA,NA
SEEDGWAS169.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003259,NA,Landrace,Unknown,Unknown,21.15,-97.85,324,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010956546,NA,NA,NA
SEEDGWAS1690.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-020935,NA,Landrace,Unknown,Unknown,15.332888,-92.659404,93,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.008839402,NA,NA,NA
SEEDGWAS1691.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-020956,NA,Landrace,Unknown,Unknown,20.729917,-88.732928,28,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.009359467,NA,NA,NA
SEEDGWAS1693.RN,Romero-Navarro_etal_2017,CIMMYTMA-BANK-020965,NA,Landrace,Unknown,Unknown,16.25,-93.26666667,572,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,0.008159722,0.01799093,NA,NA
