Name,Mean,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP,KMeans_Ab10,RF_Ab10Type,KMeans_K10L2,KMeans_BChrom,Model,Copy,CDH
W23_N10.12.DC1,0.014684958,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.13.DC1,0.014516008,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.14.DC1,0.011028809,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.15.DC1,0.012705556,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.16.DC1,0.014127418,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.2.DC1,0.01657891,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.2.DC2,0.009379333,Dawe_Lab_2,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.3.DC1,0.008776287,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.3.DC2,0.009301152,Dawe_Lab_2,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.4.DC1,0.010369408,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.5.DC1,0.012182583,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.6.DC1,0.008505183,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.7.DC1,0.011524485,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.8.DC1,0.013660704,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
W23_N10.9.DC1,0.007880893,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BChr
B542C_L289_B-Chrom.2.DC2,0.039074849,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,BChr
B542C_L289_B-Chrom.3.DC2,0.04043396,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,BChr
B542C_L289_B-Chrom.4.DC2,0.039820794,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,BChr
NSL-2833_B-Chrom.3.DC2,0.039231989,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,BChr
FFMM_B-Chrom.1.DC2,0.065427332,Dawe_Lab_2,NA,NA,Inbred,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,BChr
FFMM_B-Chrom.2.DC2,0.062334021,Dawe_Lab_2,NA,NA,Inbred,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,BChr
FFMM_B-Chrom.3.DC2,0.064508472,Dawe_Lab_2,NA,NA,Inbred,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,BChr
FFMM_B-Chrom.4.DC2,0.060584361,Dawe_Lab_2,NA,NA,Inbred,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,BChr
NSL-2833_B-Chrom.1.DC2,0.066330087,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,BChr
NSL-2843_B-Chrom.1.DC2,0.084514017,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,BChr
PI-490921_B-Chrom.1.DC2,0.132439521,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,BChr
PI-490921_B-Chrom.2.DC2,0.092748556,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,BChr
PI-490921_B-Chrom.3.DC2,0.119786754,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,BChr
12S000301.RN,0.056927848,Romero-Navarro_etal_2017,NA,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S000301.SW,0.065037785,Swarts_etal_2017,Ames_22643:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S000401.SW,0.036031923,Swarts_etal_2017,Ames_22643:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
12S001301.RN,0.057531208,Romero-Navarro_etal_2017,NA,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,High,Experimental,BChr
12S001301.SW,0.066179819,Swarts_etal_2017,Ames_22643:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,High,Experimental,BChr
12S006901.SW,0.105261024,Swarts_etal_2017,PI_213714:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S007301.SW,0.085278292,Swarts_etal_2017,PI_213714:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S007701.SW,0.037442219,Swarts_etal_2017,PI_213714:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
12S007801.SW,0.035897053,Swarts_etal_2017,PI_213714:Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
12S013001.SW,0.065135344,Swarts_etal_2017,PI_218134:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.74607,-105.9221,2060,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S013901.SW,0.059429752,Swarts_etal_2017,PI_218135:Picuris_not_San_Lorenzo,US - Puebloan (East),Landrace,Unknown,Unknown,36.129,-105.4242,2232,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S014001.SW,0.033973601,Swarts_etal_2017,PI_218135:Picuris_not_San_Lorenzo,US - Puebloan (East),Landrace,Unknown,Unknown,36.129,-105.4242,2232,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
12S014101.SW,0.053780777,Swarts_etal_2017,PI_218135:Picuris_not_San_Lorenzo,US - Puebloan (East),Landrace,Unknown,Unknown,36.129,-105.4242,2232,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S016001.SW,0.03519711,Swarts_etal_2017,PI_218136:Tesuque,US - Puebloan (East),Landrace,Unknown,Unknown,35.74607,-105.9221,2060,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
12S016201.SW,0.071033372,Swarts_etal_2017,PI_218149:Taos,US - Puebloan (East),Landrace,Unknown,Unknown,36.45,-105.55,2134,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S016601.SW,0.05908313,Swarts_etal_2017,PI_218149:Taos,US - Puebloan (East),Landrace,Unknown,Unknown,36.45,-105.55,2134,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S017001.SW,0.059990942,Swarts_etal_2017,PI_218149:Taos,US - Puebloan (East),Landrace,Unknown,Unknown,36.45,-105.55,2134,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S017301.SW,0.061087343,Swarts_etal_2017,PI_218149:Taos,US - Puebloan (East),Landrace,Unknown,Unknown,36.45,-105.55,2134,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S018201.SW,0.074953001,Swarts_etal_2017,PI_218154:San_Felipe,US - Puebloan (East),Landrace,Unknown,Unknown,35.2537,-106.2637,1564,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S025401.SW,0.04230411,Swarts_etal_2017,PI_218167:Acoma,US - Puebloan (East),Landrace,Unknown,Unknown,34.8964,-107.5817,2002,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,Low,Experimental,BChr
12S025701.SW,0.059658532,Swarts_etal_2017,PI_218167:Acoma,US - Puebloan (East),Landrace,Unknown,Unknown,34.8964,-107.5817,2002,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S026401.SW,0.136655634,Swarts_etal_2017,PI_218168:Acoma,US - Puebloan (East),Landrace,Unknown,Unknown,34.8964,-107.5817,2002,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S026701.SW,0.041498475,Swarts_etal_2017,PI_218168:Acoma,US - Puebloan (East),Landrace,Unknown,Unknown,34.8964,-107.5817,2002,NA,NA,NA,NA,Ab10,Ab10-I,NA,Yes,Low,Experimental,BChr
12S027001.SW,0.061961587,Swarts_etal_2017,PI_218168:Acoma,US - Puebloan (East),Landrace,Unknown,Unknown,34.8964,-107.5817,2002,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S027201.SW,0.084595577,Swarts_etal_2017,PI_218168:Acoma,US - Puebloan (East),Landrace,Unknown,Unknown,34.8964,-107.5817,2002,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,High,Experimental,BChr
12S027901.SW,0.03757028,Swarts_etal_2017,PI_218169:Laguna,US - Puebloan (East),Landrace,Unknown,Unknown,35.0215,-107.1503,1770,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
12S028501.SW,0.035641437,Swarts_etal_2017,PI_218169:Laguna,US - Puebloan (East),Landrace,Unknown,Unknown,35.0215,-107.1503,1770,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
12S029101.SW,0.088869945,Swarts_etal_2017,PI_218175:Hopi_Moencopi,US - Puebloan (West),Landrace,Unknown,Unknown,36.11174,-111.2207,1456,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S029201.SW,0.032714751,Swarts_etal_2017,PI_218175:Hopi_Moencopi,US - Puebloan (West),Landrace,Unknown,Unknown,36.11174,-111.2207,1456,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
12S029801.SW,0.085510403,Swarts_etal_2017,PI_218175:Hopi_Moencopi,US - Puebloan (West),Landrace,Unknown,Unknown,36.11174,-111.2207,1456,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S032201.SW,0.069374413,Swarts_etal_2017,PI_218187:Mojave,US - Lower CO River,Landrace,Unknown,Unknown,NA,NA,945,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S037601.SW,0.067261162,Swarts_etal_2017,PI_420250:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S038201.SW,0.057295376,Swarts_etal_2017,PI_420250:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S038301.SW,0.079969081,Swarts_etal_2017,PI_420250:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S038401.SW,0.080879286,Swarts_etal_2017,PI_420250:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S038701.SW,0.037833561,Swarts_etal_2017,PI_420250:Hopi,US - Puebloan (West),Landrace,Unknown,Unknown,35.7833,-110.5035,1727,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
12S041401.SW,0.036958127,Swarts_etal_2017,PI_420252:Pima-Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
12S041901.SW,0.090080895,Swarts_etal_2017,PI_420252:Pima-Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S042001.SW,0.066639249,Swarts_etal_2017,PI_420252:Pima-Papago,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S044301.SW,0.063954101,Swarts_etal_2017,PI_474209:Sonora_WarihioMayo,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S044701.SW,0.035824501,Swarts_etal_2017,PI_474209:Sonora_WarihioMayo,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
12S045201.SW,0.102049541,Swarts_etal_2017,PI_484413:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S045601.SW,0.075802768,Swarts_etal_2017,PI_484413:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S045801.SW,0.143838601,Swarts_etal_2017,PI_484413:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S046101.SW,0.101758059,Swarts_etal_2017,PI_484413:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S046201.SW,0.164092795,Swarts_etal_2017,PI_484413:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S047001.SW,0.083144438,Swarts_etal_2017,PI_484482:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S047601.SW,0.179981633,Swarts_etal_2017,PI_484482:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S047701.SW,0.07192964,Swarts_etal_2017,PI_484482:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S047801.SW,0.096911959,Swarts_etal_2017,PI_484482:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S048001.SW,0.042712855,Swarts_etal_2017,PI_484482:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
12S048201.SW,0.114325077,Swarts_etal_2017,PI_485116:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S048501.SW,0.053800392,Swarts_etal_2017,PI_485116:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S048901.SW,0.132210315,Swarts_etal_2017,PI_485116:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S049501.SW,0.180151846,Swarts_etal_2017,PI_485116:Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
12S049601.SW,0.037035658,Swarts_etal_2017,PI_503566:Hopi_Hotevilla,US - Puebloan (West),Landrace,Unknown,Unknown,35.5523,-110.3956,1919,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
12S050801.SW,0.03367613,Swarts_etal_2017,PI_503566:Hopi_Hotevilla,US - Puebloan (West),Landrace,Unknown,Unknown,35.5523,-110.3956,1919,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
13S000206.SW,0.114711225,Swarts_etal_2017,ZM04-026:Yoeme,US - Desert SW,Landrace,Unknown,Unknown,33.37,-111.96,375,64.25769,66.14559,226.8868,0.0763,N10,NA,N10,Yes,High,Experimental,BChr
13S001403.SW,0.033439508,Swarts_etal_2017,ZM04-017:Gila_River,US - Lower CO River,Landrace,Unknown,Unknown,33.75,-114.5,91,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
13S001901.SW,0.036900334,Swarts_etal_2017,ZM04-013:Chemehuevi,US - Lower CO River,Landrace,Unknown,Unknown,33.75,-114.5,91,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
13S002401.SW,0.078049938,Swarts_etal_2017,ZM02-178:Acomita_Blue,US - Puebloan (East),Landrace,Unknown,Unknown,35,-108,2012,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,High,Experimental,BChr
13S002402.SW,0.034695418,Swarts_etal_2017,ZM02-178:Acomita_Blue,US - Puebloan (East),Landrace,Unknown,Unknown,35,-108,2012,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,Low,Experimental,BChr
13S002406.SW,0.037589815,Swarts_etal_2017,ZM02-178:Acomita_Blue,US - Puebloan (East),Landrace,Unknown,Unknown,35,-108,2012,NA,NA,NA,NA,Ab10,Ambiguous,NA,Yes,Low,Experimental,BChr
13S002804.SW,0.032865092,Swarts_etal_2017,ZM02-109:Havasupai_White,US - Puebloan (West),Landrace,Unknown,Unknown,36.1324,-112.4138,963,67.95751,69.81681,223.5235,0.2042666,N10,NA,N10,Yes,Low,Experimental,BChr
13S003205.SW,0.030033169,Swarts_etal_2017,ZM02-177:Navajo_Red_Corn,US - Athabaskan,Landrace,Unknown,Unknown,36.4734,-108.4114,1491,68.13608,70.04321,252.2479,-0.0976,N10,NA,N10,Yes,Low,Experimental,BChr
13S005705.SW,0.16865504,Swarts_etal_2017,ZM02-141:Flor_del_Rio,US - Puebloan (East),Landrace,Unknown,Unknown,36,-106,1676,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
13S006202.SW,0.055311914,Swarts_etal_2017,ZM02-186:Hopi_Blue,US - Puebloan (West),Landrace,Unknown,Unknown,35.92,-110.58,1829,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
13S006701.SW,0.113641216,Swarts_etal_2017,ZM08-009:Palomero_de_Chihuahua,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
13S007503.SW,0.055910306,Swarts_etal_2017,ZM02-149:Hopi_Mix,US - Puebloan (West),Landrace,Unknown,Unknown,35.92,-110.58,1829,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
13S008605.SW,0.04911988,Swarts_etal_2017,ZM08-005:Mayo_Yellow_Chapalote,N. Mexico Low,Landrace,Unknown,Unknown,27.167,-109.03,200,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
13S009307.SW,0.03858488,Swarts_etal_2017,ZM01-017:Tohono_Oodham_60-Day,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
13S009310.SW,0.032183614,Swarts_etal_2017,ZM01-017:Tohono_Oodham_60-Day,US - Desert SW,Landrace,Unknown,Unknown,32.2217,-110.9264,701,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
13S009401.SW,0.045204618,Swarts_etal_2017,ZM03-001:Texas_Shoepeg,US - Texas Low,Landrace,Unknown,Unknown,31.77,-97.84,323,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
13S009812.SW,0.057894834,Swarts_etal_2017,ZM15-003:Mountain_Pima_Maiz_Azul,N. Mexico Mid,Landrace,Unknown,Unknown,28.39368,-108.6627,1500,67.66922,71.48492,247.3417,0.1614,N10,NA,N10,Yes,High,Experimental,BChr
13S009901.SW,0.033379976,Swarts_etal_2017,ZM19-012:Pepitillo,N. Mexico High,Landrace,Unknown,Unknown,26.33333,-106.6667,3000,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
13S010005.SW,0.054107038,Swarts_etal_2017,ZM06-013:Tarahumara_Maiz_Caliente,N. Mexico Mid,Landrace,Unknown,Unknown,26.35,-107.4,1600,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
13S010306.SW,0.037428451,Swarts_etal_2017,ZM17-009:Tarahumara_Pink_Bola,N. Mexico High,Landrace,Unknown,Unknown,27.43,-107.22,2375,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
13S010404.SW,0.032926173,Swarts_etal_2017,ZM09-007:Mountain_Pima_Blando_de_Sonora,N. Mexico Mid,Landrace,Unknown,Unknown,28.39368,-108.6627,1500,71.12056,73.46487,265.11,0.00286,N10,NA,N10,Yes,Low,Experimental,BChr
13S010702.SW,0.094824887,Swarts_etal_2017,ZM19-006:Tepehuan_Maiz_Colorado,N. Mexico High,Landrace,Unknown,Unknown,26.25,-107,2100,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
13S010704.SW,0.046433961,Swarts_etal_2017,ZM19-006:Tepehuan_Maiz_Colorado,N. Mexico High,Landrace,Unknown,Unknown,26.25,-107,2100,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
13S010906.SW,0.066592926,Swarts_etal_2017,ZM06-009:Onaveno,N. Mexico Low,Landrace,Unknown,Unknown,26.41224,-108.6191,190,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
13S011703.SW,0.07599351,Swarts_etal_2017,ZM20-008:Tarahumara,N. Mexico High,Landrace,Unknown,Unknown,28.06785,-108.0458,2300,66.83932,68.21486,242.0116,-0.064,N10,NA,N10,Yes,High,Experimental,BChr
13S012107.SW,0.035245791,Swarts_etal_2017,ZM22-002:Tepehuan_Maiz_Rosero,N. Mexico High,Landrace,Unknown,Unknown,26.25,-107,2100,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
13S012108.SW,0.066036306,Swarts_etal_2017,ZM22-002:Tepehuan_Maiz_Rosero,N. Mexico High,Landrace,Unknown,Unknown,26.25,-107,2100,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
13S012508.SW,0.022434274,Swarts_etal_2017,ZM05-010:Chapalote_Pinole_Maiz,N. Mexico Low,Landrace,Unknown,Unknown,26.41224,-108.6191,190,71.91519,73.81491,277.9237,-0.1261769,N10,NA,N10,Yes,Low,Experimental,BChr
13S012602.SW,0.034000133,Swarts_etal_2017,ZM11-001:Mountain_Pima_Maiz_Ancho,N. Mexico Mid,Landrace,Unknown,Unknown,28.26,-108.28,1590,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
13S012608.SW,0.044022984,Swarts_etal_2017,ZM11-001:Mountain_Pima_Maiz_Ancho,N. Mexico Mid,Landrace,Unknown,Unknown,28.26,-108.28,1590,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
13S012901.SW,0.104401284,Swarts_etal_2017,ZM06-005:Tarahumara_Chomo,N. Mexico Low,Landrace,Unknown,Unknown,26.55,-107.55,550,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
13S012905.SW,0.03381469,Swarts_etal_2017,ZM06-005:Tarahumara_Chomo,N. Mexico Low,Landrace,Unknown,Unknown,26.55,-107.55,550,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
13S013502.SW,0.074847801,Swarts_etal_2017,ZM21-006:High_Tarahumara,N. Mexico High,Landrace,Unknown,Unknown,26.97,-106.78,2275,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
13S013504.SW,0.055328552,Swarts_etal_2017,ZM21-006:High_Tarahumara,N. Mexico High,Landrace,Unknown,Unknown,26.97,-106.78,2275,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
13S014002.SW,0.120728364,Swarts_etal_2017,ZM13-017:Apachito_Chihuahua,N. Mexico High,Landrace,Unknown,Unknown,29.18525,-108.1295,2408,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
13S014401.SW,0.050872095,Swarts_etal_2017,ZM22-006:Tarahumara_Serrano,N. Mexico High,Landrace,Unknown,Unknown,28.06785,-108.0458,2300,66.99404,69.14934,261.0334,-0.089,N10,NA,N10,Yes,High,Experimental,BChr
13S014402.SW,0.07094312,Swarts_etal_2017,ZM22-006:Tarahumara_Serrano,N. Mexico High,Landrace,Unknown,Unknown,28.06785,-108.0458,2300,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
13S014403.SW,0.092864916,Swarts_etal_2017,ZM22-006:Tarahumara_Serrano,N. Mexico High,Landrace,Unknown,Unknown,28.06785,-108.0458,2300,NA,NA,NA,NA,N10,NA,N10,Yes,High,Experimental,BChr
13S014705.SW,0.026870429,Swarts_etal_2017,ZM21-008:High_Chihuahua,N. Mexico Mid,Landrace,Unknown,Unknown,27.25,-108,1700,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
13S015205.SW,0.030944742,Swarts_etal_2017,ZM13-022:Tarahumara_Apachito,N. Mexico High,Landrace,Unknown,Unknown,27.47,-107.37,2200,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
13S015804.SW,0.030546902,Swarts_etal_2017,ZM16-004:Tarahumara_Cusarare,N. Mexico High,Landrace,Unknown,Unknown,27.35,-107.5,2190,NA,NA,NA,NA,N10,NA,N10,Yes,Low,Experimental,BChr
