"","Name","Data_Source","Accession","Group","Maize_Type","Ab10_Status","B_Chrom_Status","Latitude","Longitude","Altitude","DTA_BLUP","DTS_BLUP","PH_BLUP","PresTiller_BLUP","KMeans_Chr10Class","RF_Ab10Class"
"1877","B73.7.RY","Romay_etal_2013","B73.7",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1878","B73.8.RY","Romay_etal_2013","B73.8",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1879","B73.9.RY","Romay_etal_2013","B73.9",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1880","B73Htrhm.1.RY","Romay_etal_2013","B73Htrhm.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1881","B73Htrhm.2.RY","Romay_etal_2013","B73Htrhm.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1882","B75.1.RY","Romay_etal_2013","B75.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1883","B75.2.RY","Romay_etal_2013","B75.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1884","B76.1.RY","Romay_etal_2013","B76.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1885","B76.2.RY","Romay_etal_2013","B76.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1886","B77.1.RY","Romay_etal_2013","B77.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1887","B77.2.RY","Romay_etal_2013","B77.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1888","B79.1.RY","Romay_etal_2013","B79.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1889","B79.2.RY","Romay_etal_2013","B79.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1890","B84.1.RY","Romay_etal_2013","B84.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1891","B84.2.RY","Romay_etal_2013","B84.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1892","B97.1.RY","Romay_etal_2013","B97.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1893","B97.2.RY","Romay_etal_2013","B97.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1894","B97.3.RY","Romay_etal_2013","B97.3",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1895","B97.4.RY","Romay_etal_2013","B97.4",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1896","B97.5.RY","Romay_etal_2013","B97.5",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1897","B97.6.RY","Romay_etal_2013","B97.6",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1898","B97.7.RY","Romay_etal_2013","B97.7",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1899","BAIIIIb-6.1.RY","Romay_etal_2013","BAIIIIb-6.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1900","BAIIIId-2.1.RY","Romay_etal_2013","BAIIIId-2.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1901","BLANK.1.DC1","Dawe_Lab_1",NA,NA,"Blank","Blank","Blank",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1902","BLANK.1.DC2","Dawe_Lab_2",NA,NA,"Blank","Blank","Blank",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1903","BLANK.1.RY","Romay_etal_2013","BLANK.1",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1904","BLANK.1.SW","Swarts_etal_2017",NA,NA,"Blank","Blank","Blank",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1905","BLANK.10.RY","Romay_etal_2013","BLANK.10",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1906","BLANK.10.SW","Swarts_etal_2017",NA,NA,"Blank","Blank","Blank",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1907","BLANK.11.RY","Romay_etal_2013","BLANK.11",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1908","BLANK.11.SW","Swarts_etal_2017",NA,NA,"Blank","Blank","Blank",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1909","BLANK.12.RY","Romay_etal_2013","BLANK.12",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1910","BLANK.13.RY","Romay_etal_2013","BLANK.13",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1911","BLANK.14.RY","Romay_etal_2013","BLANK.14",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1912","BLANK.15.RY","Romay_etal_2013","BLANK.15",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1913","BLANK.16.RY","Romay_etal_2013","BLANK.16",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1914","BLANK.17.RY","Romay_etal_2013","BLANK.17",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1915","BLANK.18.RY","Romay_etal_2013","BLANK.18",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1916","BLANK.19.RY","Romay_etal_2013","BLANK.19",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1917","BLANK.2.DC1","Dawe_Lab_1",NA,NA,"Blank","Blank","Blank",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1918","BLANK.2.RY","Romay_etal_2013","BLANK.2",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1919","BLANK.2.SW","Swarts_etal_2017",NA,NA,"Blank","Blank","Blank",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1920","BLANK.20.RY","Romay_etal_2013","BLANK.20",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1921","BLANK.21.RY","Romay_etal_2013","BLANK.21",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1922","BLANK.22.RY","Romay_etal_2013","BLANK.22",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1923","BLANK.23.RY","Romay_etal_2013","BLANK.23",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1924","BLANK.24.RY","Romay_etal_2013","BLANK.24",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1925","BLANK.25.RY","Romay_etal_2013","BLANK.25",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1926","BLANK.26.RY","Romay_etal_2013","BLANK.26",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1927","BLANK.27.RY","Romay_etal_2013","BLANK.27",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1928","BLANK.28.RY","Romay_etal_2013","BLANK.28",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1929","BLANK.29.RY","Romay_etal_2013","BLANK.29",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1930","BLANK.3.RY","Romay_etal_2013","BLANK.3",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1931","BLANK.3.SW","Swarts_etal_2017",NA,NA,"Blank","Blank","Blank",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1932","BLANK.30.RY","Romay_etal_2013","BLANK.30",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1933","BLANK.31.RY","Romay_etal_2013","BLANK.31",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1934","BLANK.32.RY","Romay_etal_2013","BLANK.32",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1935","BLANK.33.RY","Romay_etal_2013","BLANK.33",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1936","BLANK.34.RY","Romay_etal_2013","BLANK.34",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1937","BLANK.35.RY","Romay_etal_2013","BLANK.35",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1938","BLANK.36.RY","Romay_etal_2013","BLANK.36",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1939","BLANK.37.RY","Romay_etal_2013","BLANK.37",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1940","BLANK.38.RY","Romay_etal_2013","BLANK.38",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1941","BLANK.39.RY","Romay_etal_2013","BLANK.39",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1942","BLANK.4.RY","Romay_etal_2013","BLANK.4",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1943","BLANK.4.SW","Swarts_etal_2017",NA,NA,"Blank","Blank","Blank",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1944","BLANK.40.RY","Romay_etal_2013","BLANK.40",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1945","BLANK.41.RY","Romay_etal_2013","BLANK.41",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1946","BLANK.42.RY","Romay_etal_2013","BLANK.42",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1947","BLANK.43.RY","Romay_etal_2013","BLANK.43",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1948","BLANK.44.RY","Romay_etal_2013","BLANK.44",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1949","BLANK.45.RY","Romay_etal_2013","BLANK.45",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1950","BLANK.46.RY","Romay_etal_2013","BLANK.46",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1951","BLANK.47.RY","Romay_etal_2013","BLANK.47",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1952","BLANK.48.RY","Romay_etal_2013","BLANK.48",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1953","BLANK.49.RY","Romay_etal_2013","BLANK.49",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1954","BLANK.5.RY","Romay_etal_2013","BLANK.5",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1955","BLANK.5.SW","Swarts_etal_2017",NA,NA,"Blank","Blank","Blank",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1956","BLANK.50.RY","Romay_etal_2013","BLANK.50",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1957","BLANK.51.RY","Romay_etal_2013","BLANK.51",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1958","BLANK.52.RY","Romay_etal_2013","BLANK.52",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1959","BLANK.53.RY","Romay_etal_2013","BLANK.53",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1960","BLANK.54.RY","Romay_etal_2013","BLANK.54",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1961","BLANK.55.RY","Romay_etal_2013","BLANK.55",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1962","BLANK.56.RY","Romay_etal_2013","BLANK.56",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1963","BLANK.57.RY","Romay_etal_2013","BLANK.57",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1964","BLANK.58.RY","Romay_etal_2013","BLANK.58",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1965","BLANK.59.RY","Romay_etal_2013","BLANK.59",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966","BLANK.6.RY","Romay_etal_2013","BLANK.6",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967","BLANK.6.SW","Swarts_etal_2017",NA,NA,"Blank","Blank","Blank",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1968","BLANK.60.RY","Romay_etal_2013","BLANK.60",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1969","BLANK.61.RY","Romay_etal_2013","BLANK.61",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1970","BLANK.62.RY","Romay_etal_2013","BLANK.62",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1971","BLANK.63.RY","Romay_etal_2013","BLANK.63",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1972","BLANK.64.RY","Romay_etal_2013","BLANK.64",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1973","BLANK.65.RY","Romay_etal_2013","BLANK.65",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1974","BLANK.7.RY","Romay_etal_2013","BLANK.7",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975","BLANK.7.SW","Swarts_etal_2017",NA,NA,"Blank","Blank","Blank",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976","BLANK.8.RY","Romay_etal_2013","BLANK.8",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977","BLANK.8.SW","Swarts_etal_2017",NA,NA,"Blank","Blank","Blank",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978","BLANK.9.RY","Romay_etal_2013","BLANK.9",NA,"Blank","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979","BLANK.9.SW","Swarts_etal_2017",NA,NA,"Blank","Blank","Blank",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980","C103.1.RY","Romay_etal_2013","C103.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1981","C103.2.RY","Romay_etal_2013","C103.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1982","C123.1.RY","Romay_etal_2013","C123.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1983","C123.2.RY","Romay_etal_2013","C123.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1984","C49A.1.RY","Romay_etal_2013","C49A.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1985","C49A.2.RY","Romay_etal_2013","C49A.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1986","CH70130.1.RY","Romay_etal_2013","CH70130.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1987","CH70130.2.RY","Romay_etal_2013","CH70130.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1988","CH9.1.RY","Romay_etal_2013","CH9.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1989","CH9.2.RY","Romay_etal_2013","CH9.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1990","CI1872.1.RY","Romay_etal_2013","CI1872.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1991","CI1872.2.RY","Romay_etal_2013","CI1872.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1992","CI21E.1.RY","Romay_etal_2013","CI21E.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1993","CI21E.2.RY","Romay_etal_2013","CI21E.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1994","CI28A.1.RY","Romay_etal_2013","CI28A.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1995","CI28A.2.RY","Romay_etal_2013","CI28A.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1996","CI31A.1.RY","Romay_etal_2013","CI31A.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1997","CI31A.2.RY","Romay_etal_2013","CI31A.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1998","CI3A.1.RY","Romay_etal_2013","CI3A.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"1999","CI3A.2.RY","Romay_etal_2013","CI3A.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2000","CI64.1.RY","Romay_etal_2013","CI64.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2001","CI64.2.RY","Romay_etal_2013","CI64.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2002","CI66.1.RY","Romay_etal_2013","CI66.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2003","CI66.2.RY","Romay_etal_2013","CI66.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2004","CI7.1.RY","Romay_etal_2013","CI7.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2005","CI7.2.RY","Romay_etal_2013","CI7.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2006","CI90C.1.RY","Romay_etal_2013","CI90C.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2007","CI90C.2.RY","Romay_etal_2013","CI90C.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2008","CI91B.1.RY","Romay_etal_2013","CI91B.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2009","CI91B.2.RY","Romay_etal_2013","CI91B.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2010","CIM10003_01.SW","Swarts_etal_2017","CIM10003_01.SW",NA,"Teosinte - Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2011","CIM10003_02.SW","Swarts_etal_2017","CIM10003_02.SW",NA,"Teosinte - Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2012","CIM10003_03.SW","Swarts_etal_2017","CIM10003_03.SW",NA,"Teosinte - Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2013","CIM10003_04.SW","Swarts_etal_2017","CIM10003_04.SW",NA,"Teosinte - Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2014","CIM11362_01.SW","Swarts_etal_2017","CIM11362","Mexicana − Chalco","Teosinte - Mexicana","Unknown","Unknown",19.275,-99.1,2200,NA,NA,NA,NA,"Ab10","Ab10-II"
"2015","CIM11362_02.SW","Swarts_etal_2017","CIM11362","Mexicana − Chalco","Teosinte - Mexicana","Unknown","Unknown",19.275,-99.1,2200,NA,NA,NA,NA,"Ab10","Ab10-II"
"2016","CIM11362_03.SW","Swarts_etal_2017","CIM11362","Mexicana − Chalco","Teosinte - Mexicana","Unknown","Unknown",19.275,-99.1,2200,NA,NA,NA,NA,"N10",NA
"2017","CIM11362_04.SW","Swarts_etal_2017","CIM11362","Mexicana − Chalco","Teosinte - Mexicana","Unknown","Unknown",19.275,-99.1,2200,NA,NA,NA,NA,"N10",NA
"2018","CIM11365_01.SW","Swarts_etal_2017","CIM11365","Mexicana − C. Plateau","Teosinte - Mexicana","Unknown","Unknown",20.72722222,-101.9494444,1710,NA,NA,NA,NA,"N10",NA
"2019","CIM11365_02.SW","Swarts_etal_2017","CIM11365","Mexicana − C. Plateau","Teosinte - Mexicana","Unknown","Unknown",20.72722222,-101.9494444,1710,NA,NA,NA,NA,"N10",NA
"2020","CIM11365_03.SW","Swarts_etal_2017","CIM11365","Mexicana − C. Plateau","Teosinte - Mexicana","Unknown","Unknown",20.72722222,-101.9494444,1710,NA,NA,NA,NA,"N10",NA
"2021","CIM11365_04.SW","Swarts_etal_2017","CIM11365","Mexicana − C. Plateau","Teosinte - Mexicana","Unknown","Unknown",20.72722222,-101.9494444,1710,NA,NA,NA,NA,"N10",NA
"2022","CIM11400_01.SW","Swarts_etal_2017","CIM11400","Mexicana − Chalco","Teosinte - Mexicana","Unknown","Unknown",19.35,-98.98,2200,NA,NA,NA,NA,"N10",NA
"2023","CIM11400_02.SW","Swarts_etal_2017","CIM11400","Mexicana − Chalco","Teosinte - Mexicana","Unknown","Unknown",19.35,-98.98,2200,NA,NA,NA,NA,"N10",NA
"2024","CIM11400_03.SW","Swarts_etal_2017","CIM11400","Mexicana − Chalco","Teosinte - Mexicana","Unknown","Unknown",19.35,-98.98,2200,NA,NA,NA,NA,"N10",NA
"2025","CIM11400_04.SW","Swarts_etal_2017","CIM11400","Mexicana − Chalco","Teosinte - Mexicana","Unknown","Unknown",19.35,-98.98,2200,NA,NA,NA,NA,"N10",NA
"2026","CIM13451_01.SW","Swarts_etal_2017","CIM13451_01.SW",NA,"Teosinte - Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2027","CIM13451_02.SW","Swarts_etal_2017","CIM13451_02.SW",NA,"Teosinte - Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2028","CIM13451_03.SW","Swarts_etal_2017","CIM13451_03.SW",NA,"Teosinte - Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2029","CIM13451_04.SW","Swarts_etal_2017","CIM13451_04.SW",NA,"Teosinte - Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2030","CIM27215_(CIM-1)_01.SW","Swarts_etal_2017","CIM27215_(CIM-1)","Mexicana − Chalco","Teosinte - Mexicana","Unknown","Unknown",19.53,-98.843,2280,NA,NA,NA,NA,"N10",NA
"2031","CIM27215_(CIM-1)_02.SW","Swarts_etal_2017","CIM27215_(CIM-1)","Mexicana − Chalco","Teosinte - Mexicana","Unknown","Unknown",19.53,-98.843,2280,NA,NA,NA,NA,"N10",NA
"2032","CIM27215_(CIM-1)_03.SW","Swarts_etal_2017","CIM27215_(CIM-1)","Mexicana − Chalco","Teosinte - Mexicana","Unknown","Unknown",19.53,-98.843,2280,NA,NA,NA,NA,"N10",NA
"2033","CIM27215_(CIM-1)_04.SW","Swarts_etal_2017","CIM27215_(CIM-1)","Mexicana − Chalco","Teosinte - Mexicana","Unknown","Unknown",19.53,-98.843,2280,NA,NA,NA,NA,"N10",NA
"2034","CIM29379_01.SW","Swarts_etal_2017","CIM29379_01.SW",NA,"Teosinte - Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2035","CIM29379_02.SW","Swarts_etal_2017","CIM29379_02.SW",NA,"Teosinte - Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2036","CIM29379_03.SW","Swarts_etal_2017","CIM29379_03.SW",NA,"Teosinte - Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2037","CIM29379_04.SW","Swarts_etal_2017","CIM29379_04.SW",NA,"Teosinte - Unknown","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2038","CIM9479_01.SW","Swarts_etal_2017","CIM9479","Parviglumis − Huehuetenango","Teosinte - Parviglumis","Unknown","Unknown",15.66666667,-91.75,1300,NA,NA,NA,NA,"N10",NA
"2039","CIM9479_02.SW","Swarts_etal_2017","CIM9479","Parviglumis − Huehuetenango","Teosinte - Parviglumis","Unknown","Unknown",15.66666667,-91.75,1300,NA,NA,NA,NA,"N10",NA
"2040","CIM9479_03.SW","Swarts_etal_2017","CIM9479","Parviglumis − Huehuetenango","Teosinte - Parviglumis","Unknown","Unknown",15.66666667,-91.75,1300,NA,NA,NA,NA,"N10",NA
"2041","CIM9479_04.SW","Swarts_etal_2017","CIM9479","Parviglumis − Huehuetenango","Teosinte - Parviglumis","Unknown","Unknown",15.66666667,-91.75,1300,NA,NA,NA,NA,"N10",NA
"2042","CIze127.1.RY","Romay_etal_2013","CIze127.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2043","CIze21.1.RY","Romay_etal_2013","CIze21.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2044","CIze23.1.RY","Romay_etal_2013","CIze23.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2045","CIze27.1.RY","Romay_etal_2013","CIze27.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2046","CIze28.1.RY","Romay_etal_2013","CIze28.1",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2047","CIze28.2.RY","Romay_etal_2013","CIze28.2",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2048","CIze28.3.RY","Romay_etal_2013","CIze28.3",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
"2049","CIze28.4.RY","Romay_etal_2013","CIze28.4",NA,"Inbred","Unknown","Unknown",NA,NA,NA,NA,NA,NA,NA,"N10",NA
