Name,Prop,Model,KMeans_BChrom
Ames28984.2.RY,0,Neither,No
Ames28985.1.RY,0,Neither,No
Ames28986.1.RY,0,Neither,No
Ames28987.1.RY,0,Neither,No
Ames28988.1.RY,0,Neither,No
Ames28989.1.RY,0,Neither,No
Ames28990.1.RY,0,Neither,No
Ames28990.2.RY,0,Neither,No
Ames28991.1.RY,0,Neither,No
Ames28992.1.RY,0,Neither,No
Ames28993.1.RY,0,Neither,No
Ames28994.1.RY,0,Neither,No
Ames28994.2.RY,0,Neither,No
Ames28995.1.RY,0,Neither,No
Ames28996.1.RY,0,Neither,No
Ames28997.1.RY,0,Neither,No
Ames28997.2.RY,0,Neither,No
Ames28998.1.RY,0,Neither,No
Ames28999.1.RY,0,Neither,No
Ames29000.1.RY,0,Neither,No
Ames29000.2.RY,0,Neither,No
Ames29001.1.RY,0,Neither,No
Ames29002.1.RY,0,Neither,No
Ames29003.1.RY,0,Neither,No
Ames29004.1.RY,0,Neither,No
Ames29005.1.RY,0,Neither,No
Ames29006.1.RY,0,Neither,No
Ames29007.1.RY,0,Neither,No
Ames29008.1.RY,0,Neither,No
Ames29009.1.RY,0,Neither,No
Ames29009.2.RY,0,Neither,No
Ames29010.1.RY,0,Neither,No
Ames29010.2.RY,0,Neither,No
Ames29011.1.RY,0,Neither,No
Ames29012.1.RY,0,Neither,No
Ames29013.1.RY,0,Neither,No
Ames29014.1.RY,0,Neither,No
Ames29015.1.RY,0,Neither,No
Ames29016.1.RY,0,Neither,No
Ames29017.1.RY,0,Neither,No
Ames29018.1.RY,0,Neither,No
Ames29019.1.RY,0,Neither,No
Ames29020.1.RY,0,Neither,No
Ames29020.2.RY,0,Neither,No
Ames29021.1.RY,0,Neither,No
Ames29022.1.RY,0,Neither,No
Ames29023.1.RY,0,Neither,No
Ames29024.1.RY,0,Neither,No
Ames29024.2.RY,0,Neither,No
Ames29025.1.RY,0,Neither,No
Ames29026.1.RY,0,Neither,No
Ames29026.2.RY,0,Neither,No
Ames29027.1.RY,0,Neither,No
Ames29028.1.RY,0,Neither,No
Ames29030.1.RY,0,Neither,No
Ames29045.1.RY,0,Neither,No
Ames29393.1.RY,0,Neither,No
Ames29394.1.RY,0,Neither,No
Ames29447.1.RY,0,Neither,No
Ames29447.2.RY,0,Neither,No
Ames29447.3.RY,0,Neither,No
Ames29448.1.RY,0,Neither,No
Ames29451.1.RY,0,Neither,No
Ames30480.1.RY,0,Neither,No
Ames30522.1.RY,0,Neither,No
Ames30523.1.RY,0,Neither,No
Ames30524.1.RY,0,Neither,No
Ames30526.1.RY,0,Neither,No
Ames30527.1.RY,0,Neither,No
Ames30529.1.RY,0,Neither,No
Ames30531.1.RY,0,Neither,No
Ames30533.1.RY,0,Neither,No
Ames30534.1.RY,0,Neither,No
Ames30534.2.RY,0,Neither,No
Ames30535.1.RY,0,Neither,No
Ames30536.1.RY,0,Neither,No
Ames30537.1.RY,0,Neither,No
Ames30790.1.RY,0,Neither,No
Ames30791.1.RY,0,Neither,No
Ames30792.1.RY,0,Neither,No
Ames30793.1.RY,0,Neither,No
Ames30795.1.RY,0,Neither,No
Ames30796.1.RY,0,Neither,No
Ames30797.1.RY,0,Neither,No
Ames30798.1.RY,0,Neither,No
Ames30799.1.RY,0,Neither,No
Ames30840.1.RY,0,Neither,No
Ames30855.1.RY,0,Neither,No
Ames30856.1.RY,0,Neither,No
Ames30857.1.RY,0,Neither,No
Ames30858.1.RY,0,Neither,No
Ames30859.1.RY,0,Neither,No
Ames30860.1.RY,0,Neither,No
Ames30861.1.RY,0,Neither,No
Ames30862.1.RY,0,Neither,No
Ames30863.1.RY,0,Neither,No
Ames30864.1.RY,0,Neither,No
Ames30865.1.RY,0,Neither,No
Ames30866.1.RY,0,Neither,No
Ames30867.1.RY,0,Neither,No
Ames30868.1.RY,0,Neither,No
Ames30869.1.RY,0,Neither,No
Ames30870.1.RY,0,Neither,No
Ames7870.1.RY,0,Neither,No
Ames7871.1.RY,0,Neither,No
Ames8396.1.RY,0,Neither,No
Ames8397.1.RY,0,Neither,No
Ames8399.1.RY,0,Neither,No
B10.1.RY,0,Neither,No
B10.2.RY,0,Neither,No
B103.1.RY,0,Neither,No
B103.2.RY,0,Neither,No
B103.3.RY,0,Neither,No
B103.4.RY,0,Neither,No
B103.5.RY,0,Neither,No
B103.6.RY,0,Neither,No
B103.7.RY,0,Neither,No
B104.1.RY,0,Neither,No
B104.2.RY,0,Neither,No
B105.1.RY,0,Neither,No
B105.2.RY,0,Neither,No
B109.1.RY,0,Neither,No
B109.2.RY,0,Neither,No
B115.1.RY,0,Neither,No
B115.2.RY,0,Neither,No
B14A.1.RY,0,Neither,No
B14A.2.RY,0,Neither,No
B164.1.RY,0,Neither,No
B164.2.RY,0,Neither,No
B2.1.RY,0,Neither,No
B2.2.RY,0,Neither,No
B37.1.RY,0,Neither,No
B37.2.RY,0,Neither,No
B46.1.RY,0,Neither,No
B46.2.RY,0,Neither,No
B52.1.RY,0,Neither,No
B52.2.RY,0,Neither,No
B57.1.RY,0,Neither,No
B57.2.RY,0,Neither,No
B64.1.RY,0,Neither,No
B64.2.RY,0,Neither,No
B68.1.RY,0,Neither,No
B68.2.RY,0,Neither,No
B73.1.RY,0,Neither,No
B73.10.RY,0,Neither,No
B73.11.RY,0,Neither,No
B73.12.RY,0,Neither,No
B73.13.RY,0,Neither,No
B73.14.RY,0,Neither,No
B73.15.RY,0,Neither,No
B73.16.RY,0,Neither,No
B73.17.RY,0,Neither,No
B73.18.RY,0,Neither,No
B73.19.RY,0,Neither,No
B73.2.RY,0,Neither,No
B73.20.RY,0,Neither,No
B73.21.RY,0,Neither,No
B73.22.RY,0,Neither,No
B73.23.RY,0,Neither,No
B73.24.RY,0,Neither,No
B73.25.RY,0,Neither,No
B73.26.RY,0,Neither,No
B73.27.RY,0,Neither,No
B73.28.RY,0,Neither,No
B73.29.RY,0,Neither,No
B73.3.RY,0,Neither,No
B73.30.RY,0,Neither,No
B73.31.RY,0,Neither,No
B73.32.RY,0,Neither,No
B73.33.RY,0,Neither,No
B73.34.RY,0,Neither,No
B73.35.RY,0,Neither,No
B73.4.RY,0,Neither,No
B73.5.RY,0,Neither,No
B73.6.RY,0,Neither,No
B73.7.RY,0,Neither,No
B73.8.RY,0,Neither,No
B73.9.RY,0,Neither,No
B73Htrhm.1.RY,0,Neither,No
B73Htrhm.2.RY,0,Neither,No
B75.1.RY,0,Neither,No
B75.2.RY,0,Neither,No
B76.1.RY,0,Neither,No
B76.2.RY,0,Neither,No
B77.1.RY,0,Neither,No
B77.2.RY,0,Neither,No
B79.1.RY,0,Neither,No
B79.2.RY,0,Neither,No
B84.1.RY,0,Neither,No
B84.2.RY,0,Neither,No
B97.1.RY,0,Neither,No
B97.2.RY,0,Neither,No
B97.3.RY,0,Neither,No
B97.4.RY,0,Neither,No
B97.5.RY,0,Neither,No
B97.6.RY,0,Neither,No
B97.7.RY,0,Neither,No
BAIIIIb-6.1.RY,0,Neither,No
BAIIIId-2.1.RY,0,Neither,No
C103.1.RY,0,Neither,No
C103.2.RY,0,Neither,No
C123.1.RY,0,Neither,No
C123.2.RY,0,Neither,No
C49A.1.RY,0,Neither,No
C49A.2.RY,0,Neither,No
CH70130.1.RY,0,Neither,No
CH70130.2.RY,0,Neither,No
CH9.1.RY,0,Neither,No
CH9.2.RY,0,Neither,No
CI1872.1.RY,0,Neither,No
CI1872.2.RY,0,Neither,No
CI21E.1.RY,0,Neither,No
CI21E.2.RY,0,Neither,No
CI28A.1.RY,0,Neither,No
CI28A.2.RY,0,Neither,No
CI31A.1.RY,0,Neither,No
CI31A.2.RY,0,Neither,No
CI3A.1.RY,0,Neither,No
CI3A.2.RY,0,Neither,No
CI64.1.RY,0,Neither,No
CI64.2.RY,0,Neither,No
CI66.1.RY,0,Neither,No
CI66.2.RY,0,Neither,No
CI7.1.RY,0,Neither,No
CI7.2.RY,0,Neither,No
CI90C.1.RY,0,Neither,No
CI90C.2.RY,0,Neither,No
CI91B.1.RY,0,Neither,No
CI91B.2.RY,0,Neither,No
CIM10003_01.SW,0,Neither,No
CIM10003_02.SW,0,Neither,No
CIM10003_03.SW,0,Neither,No
CIM10003_04.SW,0,Neither,No
CIM11362_01.SW,0,Neither,No
CIM11362_02.SW,0,Neither,No
CIM11362_03.SW,0,Neither,No
CIM11362_04.SW,0,Neither,No
CIM11365_01.SW,0,Neither,No
CIM11365_02.SW,0,Neither,No
CIM11365_03.SW,0,Neither,No
CIM11365_04.SW,0,Neither,No
CIM11400_01.SW,0,Neither,No
CIM11400_02.SW,0,Neither,No
CIM11400_03.SW,0,Neither,No
CIM11400_04.SW,0,Neither,No
CIM13451_01.SW,0,Neither,No
CIM13451_02.SW,0,Neither,No
CIM13451_03.SW,0,Neither,No
CIM13451_04.SW,0,Neither,No
CIM27215_(CIM-1)_01.SW,0,Neither,No
CIM27215_(CIM-1)_02.SW,0,Neither,No
CIM27215_(CIM-1)_03.SW,0,Neither,No
CIM27215_(CIM-1)_04.SW,0,Neither,No
CIM29379_01.SW,0,Neither,No
CIM29379_02.SW,0,Neither,No
CIM29379_04.SW,0,Neither,No
CIM9479_01.SW,0,Neither,No
CIM9479_02.SW,0,Neither,No
CIM9479_03.SW,0,Neither,No
CIM9479_04.SW,0,Neither,No
CIze127.1.RY,0,Neither,No
CIze21.1.RY,0,Neither,No
CIze23.1.RY,0,Neither,No
CIze27.1.RY,0,Neither,No
CIze28.1.RY,0,Neither,No
CIze28.2.RY,0,Neither,No
CIze28.3.RY,0,Neither,No
CIze28.4.RY,0,Neither,No
CIze29.1.RY,0,Neither,No
CIze3.1.RY,0,Neither,No
CIze317.1.RY,0,Neither,No
CIze38.1.RY,0,Neither,No
CIze40.1.RY,0,Neither,No
CIze42.1.RY,0,Neither,No
CIze44.1.RY,0,Neither,No
CIze44.2.RY,0,Neither,No
CIze44.3.RY,0,Neither,No
CIze44.4.RY,0,Neither,No
CIze45.1.RY,0,Neither,No
CIze49.1.RY,0,Neither,No
CIze64.1.RY,0,Neither,No
CIze7.1.RY,0,Neither,No
CIze7.2.RY,0,Neither,No
CIze81.1.RY,0,Neither,No
CIze82.1.RY,0,Neither,No
CIze83.1.RY,0,Neither,No
CIze85.1.RY,0,Neither,No
CIze86.1.RY,0,Neither,No
CIze88.1.RY,0,Neither,No
CIze89.1.RY,0,Neither,No
CIze90.1.RY,0,Neither,No
CIze91.1.RY,0,Neither,No
CIze91.2.RY,0,Neither,No
CM105.1.RY,0,Neither,No
CM105.2.RY,0,Neither,No
CM174.1.RY,0,Neither,No
CM174.2.RY,0,Neither,No
CM37.1.RY,0,Neither,No
CM37.2.RY,0,Neither,No
CM7.1.RY,0,Neither,No
CM7.2.RY,0,Neither,No
CML10.1.RY,0,Neither,No
CML10.2.RY,0,Neither,No
CML101.1.RY,0,Neither,No
CML101(Krakowsky).1.RY,0,Neither,No
CML103.1.RY,0,Neither,No
CML103.2.RY,0,Neither,No
CML103.3.RY,0,Neither,No
CML103.4.RY,0,Neither,No
CML103.5.RY,0,Neither,No
CML103.6.RY,0,Neither,No
CML103.7.RY,0,Neither,No
CML107.1.RY,0,Neither,No
CML108.1.RY,0,Neither,No
CML108.2.RY,0,Neither,No
CML11.1.RY,0,Neither,No
CML11.2.RY,0,Neither,No
CML115.1.RY,0,Neither,No
CML116.1.RY,0,Neither,No
CML116(Krakowsky).1.RY,0,Neither,No
CML118.1.RY,0,Neither,No
CML121.1.RY,0,Neither,No
CML139.1.RY,0,Neither,No
CML14.1.RY,0,Neither,No
CML14.2.RY,0,Neither,No
CML142.1.RY,0,Neither,No
CML144.1.RY,0,Neither,No
CML144(Krakowsky).1.RY,0,Neither,No
CML154Q.1.RY,0,Neither,No
CML154Q.2.RY,0,Neither,No
CML157Q.1.RY,0,Neither,No
CML157Q.2.RY,0,Neither,No
CML158Q.1.RY,0,Neither,No
CML158Q.2.RY,0,Neither,No
CML172.1.RY,0,Neither,No
CML176.1.RY,0,Neither,No
CML176(Krakowsky).1.RY,0,Neither,No
CML184.1.RY,0,Neither,No
CML195.1.RY,0,Neither,No
CML196.1.RY,0,Neither,No
CML197.1.RY,0,Neither,No
CML198.1.RY,0,Neither,No
CML198(Krakowsky).1.RY,0,Neither,No
CML199.1.RY,0,Neither,No
CML200.1.RY,0,Neither,No
CML201.1.RY,0,Neither,No
CML204.1.RY,0,Neither,No
CML204(Krakowsky).1.RY,0,Neither,No
CML206.1.RY,0,Neither,No
CML206(Krakowsky).1.RY,0,Neither,No
CML210.1.RY,0,Neither,No
CML211.1.RY,0,Neither,No
CML212.1.RY,0,Neither,No
CML213.1.RY,0,Neither,No
CML214.1.RY,0,Neither,No
CML215.1.RY,0,Neither,No
CML217.1.RY,0,Neither,No
CML217(Krakowsky).1.RY,0,Neither,No
CML218.1.RY,0,Neither,No
CML218.2.RY,0,Neither,No
CML219.1.RY,0,Neither,No
CML220.1.RY,0,Neither,No
CML220.2.RY,0,Neither,No
CML223.1.RY,0,Neither,No
CML224.1.RY,0,Neither,No
CML225.1.RY,0,Neither,No
CML226.1.RY,0,Neither,No
CML227.1.RY,0,Neither,No
CML227(Krakowsky).1.RY,0,Neither,No
CML228.1.RY,0,Neither,No
CML228.2.RY,0,Neither,No
CML228.3.RY,0,Neither,No
CML228.4.RY,0,Neither,No
CML228.5.RY,0,Neither,No
CML228.6.RY,0,Neither,No
CML228.7.RY,0,Neither,No
CML229.1.RY,0,Neither,No
CML230.1.RY,0,Neither,No
CML230.2.RY,0,Neither,No
CML230.3.RY,0,Neither,No
CML230.4.RY,0,Neither,No
CML230.5.RY,0,Neither,No
CML230.6.RY,0,Neither,No
CML231.1.RY,0,Neither,No
CML233.1.RY,0,Neither,No
CML233(Krakowsky).1.RY,0,Neither,No
CML234.1.RY,0,Neither,No
CML235.1.RY,0,Neither,No
CML235(Krakowsky).1.RY,0,Neither,No
CML236.1.RY,0,Neither,No
CML236(Krakowsky).1.RY,0,Neither,No
CML238.1.RY,0,Neither,No
CML238.2.RY,0,Neither,No
CML242.1.RY,0,Neither,No
CML242(Krakowsky).1.RY,0,Neither,No
CML246.1.RY,0,Neither,No
CML247.1.RY,0,Neither,No
CML247.2.RY,0,Neither,No
CML247.3.RY,0,Neither,No
CML247.4.RY,0,Neither,No
CML247.5.RY,0,Neither,No
CML247.6.RY,0,Neither,No
CML247.7.RY,0,Neither,No
CML254.1.RY,0,Neither,No
CML254.2.RY,0,Neither,No
CML255.1.RY,0,Neither,No
CML255(Krakowsky).1.RY,0,Neither,No
CML258.1.RY,0,Neither,No
CML258.2.RY,0,Neither,No
CML261.1.RY,0,Neither,No
CML261.2.RY,0,Neither,No
CML264.1.RY,0,Neither,No
CML264.2.RY,0,Neither,No
CML269.1.RY,0,Neither,No
CML270.1.RY,0,Neither,No
CML277.1.RY,0,Neither,No
CML277.2.RY,0,Neither,No
CML277.3.RY,0,Neither,No
CML277.4.RY,0,Neither,No
CML277.5.RY,0,Neither,No
CML277.6.RY,0,Neither,No
CML277.7.RY,0,Neither,No
CML281.1.RY,0,Neither,No
CML281.2.RY,0,Neither,No
CML287.1.RY,0,Neither,No
CML287.2.RY,0,Neither,No
CML288.1.RY,0,Neither,No
CML289.1.RY,0,Neither,No
CML289(Krakowsky).1.RY,0,Neither,No
CML295.1.RY,0,Neither,No
CML304.1.RY,0,Neither,No
CML308.1.RY,0,Neither,No
CML308(Krakowsky).1.RY,0,Neither,No
CML309.1.RY,0,Neither,No
CML310.1.RY,0,Neither,No
CML311.1.RY,0,Neither,No
CML311.2.RY,0,Neither,No
CML312.1.RY,0,Neither,No
CML313.1.RY,0,Neither,No
CML314.1.RY,0,Neither,No
CML314.2.RY,0,Neither,No
CML315.1.RY,0,Neither,No
CML315(Krakowsky).1.RY,0,Neither,No
CML316.1.RY,0,Neither,No
CML317.1.RY,0,Neither,No
CML318.1.RY,0,Neither,No
CML319.1.RY,0,Neither,No
CML319(Krakowsky).1.RY,0,Neither,No
CML320.1.RY,0,Neither,No
CML321.1.RY,0,Neither,No
CML321.2.RY,0,Neither,No
CML322.1.RY,0,Neither,No
CML322.2.RY,0,Neither,No
CML322.3.RY,0,Neither,No
CML322.4.RY,0,Neither,No
CML322.5.RY,0,Neither,No
CML322.6.RY,0,Neither,No
CML322.7.RY,0,Neither,No
CML323.1.RY,0,Neither,No
CML323.2.RY,0,Neither,No
CML324.1.RY,0,Neither,No
CML325.1.RY,0,Neither,No
CML326.1.RY,0,Neither,No
CML327.1.RY,0,Neither,No
CML328.1.RY,0,Neither,No
CML328.2.RY,0,Neither,No
CML329.1.RY,0,Neither,No
CML330.1.RY,0,Neither,No
CML331.1.RY,0,Neither,No
CML331.2.RY,0,Neither,No
CML332.1.RY,0,Neither,No
CML332.2.RY,0,Neither,No
CML333.1.RY,0,Neither,No
CML333.2.RY,0,Neither,No
CML333.3.RY,0,Neither,No
CML333.4.RY,0,Neither,No
CML333.5.RY,0,Neither,No
CML333.6.RY,0,Neither,No
CML333.7.RY,0,Neither,No
CML334.1.RY,0,Neither,No
CML335.1.RY,0,Neither,No
CML336.1.RY,0,Neither,No
CML337.1.RY,0,Neither,No
CML338.1.RY,0,Neither,No
CML339.1.RY,0,Neither,No
CML339(Krakowsky).1.RY,0,Neither,No
CML340.1.RY,0,Neither,No
CML341.1.RY,0,Neither,No
CML341.2.RY,0,Neither,No
CML342.1.RY,0,Neither,No
CML343.1.RY,0,Neither,No
CML344.1.RY,0,Neither,No
CML345.1.RY,0,Neither,No
CML346.1.RY,0,Neither,No
CML347.1.RY,0,Neither,No
CML348.1.RY,0,Neither,No
CML357.1.RY,0,Neither,No
CML358.1.RY,0,Neither,No
CML359.1.RY,0,Neither,No
CML360.1.RY,0,Neither,No
CML360(Krakowsky).1.RY,0,Neither,No
CML361.1.RY,0,Neither,No
CML362.1.RY,0,Neither,No
CML362(Krakowsky).1.RY,0,Neither,No
CML363.1.RY,0,Neither,No
CML365.1.RY,0,Neither,No
CML366.1.RY,0,Neither,No
CML367.1.RY,0,Neither,No
CML368.1.RY,0,Neither,No
CML370.1.RY,0,Neither,No
CML371.1.RY,0,Neither,No
CML372.1.RY,0,Neither,No
CML373.1.RY,0,Neither,No
CML373(Krakowsky).1.RY,0,Neither,No
CML374.1.RY,0,Neither,No
CML375.1.RY,0,Neither,No
CML376.1.RY,0,Neither,No
CML377.1.RY,0,Neither,No
CML378.1.RY,0,Neither,No
CML379.1.RY,0,Neither,No
CML38.1.RY,0,Neither,No
CML38.2.RY,0,Neither,No
CML380.1.RY,0,Neither,No
CML380(Krakowsky).1.RY,0,Neither,No
CML381.1.RY,0,Neither,No
CML381(Krakowsky).1.RY,0,Neither,No
CML383.1.RY,0,Neither,No
CML384.1.RY,0,Neither,No
CML386.1.RY,0,Neither,No
CML386(Krakowsky).1.RY,0,Neither,No
CML387.1.RY,0,Neither,No
CML387(Krakowsky).1.RY,0,Neither,No
CML388.1.RY,0,Neither,No
CML389.1.RY,0,Neither,No
CML390.1.RY,0,Neither,No
CML391.1.RY,0,Neither,No
CML392.1.RY,0,Neither,No
CML394.1.RY,0,Neither,No
CML395.1.RY,0,Neither,No
CML416.1.RY,0,Neither,No
CML416(Krakowsky).1.RY,0,Neither,No
CML418.1.RY,0,Neither,No
CML419.1.RY,0,Neither,No
CML419(Krakowsky).1.RY,0,Neither,No
CML420.1.RY,0,Neither,No
CML421.1.RY,0,Neither,No
CML422.1.RY,0,Neither,No
CML422(Krakowsky).1.RY,0,Neither,No
CML423.1.RY,0,Neither,No
CML424.1.RY,0,Neither,No
CML424(Krakowsky).1.RY,0,Neither,No
CML425.1.RY,0,Neither,No
CML426.1.RY,0,Neither,No
CML427.1.RY,0,Neither,No
CML427(Krakowsky).1.RY,0,Neither,No
CML429.1.RY,0,Neither,No
CML430.1.RY,0,Neither,No
CML431.1.RY,0,Neither,No
CML431(Krakowsky).1.RY,0,Neither,No
CML433.1.RY,0,Neither,No
CML434.1.RY,0,Neither,No
CML436.1.RY,0,Neither,No
CML438.1.RY,0,Neither,No
CML440.1.RY,0,Neither,No
CML441.1.RY,0,Neither,No
CML448.1.RY,0,Neither,No
CML449.1.RY,0,Neither,No
CML45.1.RY,0,Neither,No
CML45.2.RY,0,Neither,No
CML450.1.RY,0,Neither,No
CML451.1.RY,0,Neither,No
CML454.1.RY,0,Neither,No
CML456.1.RY,0,Neither,No
CML456(Krakowsky).1.RY,0,Neither,No
CML474.1.RY,0,Neither,No
CML476.1.RY,0,Neither,No
CML480.1.RY,0,Neither,No
CML481.1.RY,0,Neither,No
CML482.1.RY,0,Neither,No
CML483.1.RY,0,Neither,No
CML484.1.RY,0,Neither,No
CML485.1.RY,0,Neither,No
CML486.1.RY,0,Neither,No
CML487.1.RY,0,Neither,No
CML490.1.RY,0,Neither,No
CML490.2.RY,0,Neither,No
CML490.3.RY,0,Neither,No
CML490.4.RY,0,Neither,No
CML490.5.RY,0,Neither,No
CML490.6.RY,0,Neither,No
CML490(Krakowsky).1.RY,0,Neither,No
CML491.1.RY,0,Neither,No
CML492.1.RY,0,Neither,No
CML492(Krakowsky).1.RY,0,Neither,No
CML493.1.RY,0,Neither,No
CML494.1.RY,0,Neither,No
CML495.1.RY,0,Neither,No
CML496.1.RY,0,Neither,No
CML496(Krakowsky).1.RY,0,Neither,No
CML498.1.RY,0,Neither,No
CML498(Krakowsky).1.RY,0,Neither,No
CML5.1.RY,0,Neither,No
CML5.2.RY,0,Neither,No
CML5.3.RY,0,Neither,No
CML5.4.RY,0,Neither,No
CML5.5.RY,0,Neither,No
CML5.6.RY,0,Neither,No
CML5.7.RY,0,Neither,No
CML50.1.RY,0,Neither,No
CML50(Warburton).1.RY,0,Neither,No
CML500.1.RY,0,Neither,No
CML503.1.RY,0,Neither,No
CML503(Krakowsky).1.RY,0,Neither,No
CML52.1.RY,0,Neither,No
CML52.2.RY,0,Neither,No
CML52.3.RY,0,Neither,No
CML52.4.RY,0,Neither,No
CML52.5.RY,0,Neither,No
CML52.6.RY,0,Neither,No
CML52.7.RY,0,Neither,No
CML61.1.RY,0,Neither,No
CML61.2.RY,0,Neither,No
CML69.1.RY,0,Neither,No
CML69.2.RY,0,Neither,No
CML69.3.RY,0,Neither,No
CML69.4.RY,0,Neither,No
CML69.5.RY,0,Neither,No
CML69.6.RY,0,Neither,No
CML69.7.RY,0,Neither,No
CML77.1.RY,0,Neither,No
CML77.2.RY,0,Neither,No
CML78.1.RY,0,Neither,No
CML78(Krakowsky).1.RY,0,Neither,No
CML79.1.RY,0,Neither,No
CML91.1.RY,0,Neither,No
CML91.2.RY,0,Neither,No
CML92.1.RY,0,Neither,No
CML92.2.RY,0,Neither,No
CML98.1.RY,0,Neither,No
CMV3.1.RY,0,Neither,No
CMV3.2.RY,0,Neither,No
CO106.1.RY,0,Neither,No
CO106.2.RY,0,Neither,No
CO125.1.RY,0,Neither,No
CO125.2.RY,0,Neither,No
CO255.1.RY,0,Neither,No
CO255.2.RY,0,Neither,No
CUB57c-2.1.RY,0,Neither,No
CUB57c-2(Holland).1.RY,0,Neither,No
D940Y.1.RY,0,Neither,No
D940Y.2.RY,0,Neither,No
DE1.1.RY,0,Neither,No
DE1.2.RY,0,Neither,No
DE2.1.RY,0,Neither,No
DE2.2.RY,0,Neither,No
DE3.1.RY,0,Neither,No
DE3.2.RY,0,Neither,No
DE811.1.RY,0,Neither,No
DE811.2.RY,0,Neither,No
DMA-2008-1_01.SW,0,Neither,No
DMA-2008-1_02.SW,0,Neither,No
DMA-2008-1_03.SW,0,Neither,No
DMA-2008-1_04.SW,0,Neither,No
E2558W.1.RY,0,Neither,No
E2558W.2.RY,0,Neither,No
EA2024.1.RY,0,Neither,No
EA2841.1.RY,0,Neither,No
EA3076.1.RY,0,Neither,No
ECU_770b-2(Holland).1.RY,0,Neither,No
ECU770b-2.1.RY,0,Neither,No
EP1.1.RY,0,Neither,No
EP1.2.RY,0,Neither,No
EP1.3.RY,0,Neither,No
EP10.1.RY,0,Neither,No
EP16.1.RY,0,Neither,No
EP2.1.RY,0,Neither,No
EP2008-03.1.RY,0,Neither,No
EP2008-04.1.RY,0.008,Neither,No
EP2008-05.1.RY,0,Neither,No
EP28.1.RY,0,Neither,No
EP29.1.RY,0,Neither,No
EP3.1.RY,0,Neither,No
EP31.1.RY,0,Neither,No
EP32.1.RY,0,Neither,No
EP37.1.RY,0,Neither,No
EP39.1.RY,0,Neither,No
EP39.2.RY,0,Neither,No
EP39.3.RY,0,Neither,No
EP39.4.RY,0,Neither,No
EP39.5.RY,0,Neither,No
EP39.6.RY,0,Neither,No
EP4.1.RY,0,Neither,No
EP40.1.RY,0,Neither,No
EP42.1.RY,0,Neither,No
EP42.2.RY,0,Neither,No
EP42.3.RY,0,Neither,No
EP42.4.RY,0,Neither,No
EP42.5.RY,0,Neither,No
EP42.6.RY,0,Neither,No
EP43.1.RY,0,Neither,No
EP44.1.RY,0,Neither,No
EP45.1.RY,0,Neither,No
EP47.1.RY,0,Neither,No
EP51.1.RY,0,Neither,No
EP52.1.RY,0,Neither,No
EP53.1.RY,0,Neither,No
EP55.1.RY,0,Neither,No
EP56.1.RY,0,Neither,No
EP57.1.RY,0,Neither,No
EP58.1.RY,0.008,Neither,No
EP60.1.RY,0,Neither,No
EP61.1.RY,0,Neither,No
EP62.1.RY,0,Neither,No
EP64.1.RY,0,Neither,No
EP65.1.RY,0,Neither,No
EP67.1.RY,0,Neither,No
EP69.1.RY,0,Neither,No
EP71.1.RY,0,Neither,No
EP72.1.RY,0,Neither,No
EP73.1.RY,0,Neither,No
EP74.1.RY,0,Neither,No
EP75.1.RY,0.008,Neither,No
EP76.1.RY,0,Neither,No
EP77.1.RY,0,Neither,No
EP79.1.RY,0.584,Neither,No
EP80.1.RY,0,Neither,No
EP81.1.RY,0,Neither,No
EP82.1.RY,0,Neither,No
EP83.1.RY,0,Neither,No
EP84.1.RY,0,Neither,No
EP85.1.RY,0,Neither,No
EP86.1.RY,0,Neither,No
EZ1.1.RY,0,Neither,No
EZ10.1.RY,0,Neither,No
EZ11A.1.RY,0,Neither,No
EZ12.1.RY,0,Neither,No
EZ13.1.RY,0,Neither,No
EZ14.1.RY,0,Neither,No
EZ16A.1.RY,0,Neither,No
EZ17.1.RY,0,Neither,No
EZ18.1.RY,0,Neither,No
EZ19.1.RY,0,Neither,No
EZ2.1.RY,0.016,Neither,No
EZ21.1.RY,0,Neither,No
EZ23.1.RY,0,Neither,No
EZ24.1.RY,0,Neither,No
EZ25.1.RY,0,Neither,No
EZ29.1.RY,0,Neither,No
EZ3.1.RY,0,Neither,No
EZ30.1.RY,0,Neither,No
EZ31.1.RY,0,Neither,No
EZ32.1.RY,0,Neither,No
EZ33.1.RY,0,Neither,No
EZ34.1.RY,0.008,Neither,No
EZ37.1.RY,0,Neither,No
EZ38.1.RY,0,Neither,No
EZ4.1.RY,0,Neither,No
EZ46.1.RY,0,Neither,No
EZ48.1.RY,0,Neither,No
EZ49.1.RY,0,Neither,No
EZ5.1.RY,0,Neither,No
EZ50.1.RY,0,Neither,No
EZ51.1.RY,0,Neither,No
EZ52.1.RY,0,Neither,No
EZ53.1.RY,0,Neither,No
EZ59.1.RY,0,Neither,No
EZ6.1.RY,0,Neither,No
EZ7.1.RY,0,Neither,No
EZ8.1.RY,0,Neither,No
EZ9.1.RY,0,Neither,No
F2834T.1.RY,0,Neither,No
F2834T.2.RY,0,Neither,No
F44.1.RY,0,Neither,No
F44.2.RY,0,Neither,No
F6.1.RY,0,Neither,No
F6.2.RY,0,Neither,No
F7.1.RY,0,Neither,No
F7.2.RY,0,Neither,No
FAC-P-87_01.SW,0,Neither,No
FAC-P-87_02.SW,0,Neither,No
FAC-P-87_03.SW,0,Neither,No
