Name,Prop,Model,KMeans_BChrom
PI635136.1.RY,0,Neither,No
PI635137.1.RY,0,Neither,No
PI635138.1.RY,0,Neither,No
PI635139.1.RY,0,Neither,No
PI635140.1.RY,0,Neither,No
PI635141.1.RY,0,Neither,No
PI638549.1.RY,0,Neither,No
PI638550.1.RY,0,Neither,No
PI638551.1.RY,0,Neither,No
PI638552.1.RY,0,Neither,No
PI638553.1.RY,0,Neither,No
PI638594.1.RY,0,Neither,No
PI639037.1.RY,0,Neither,No
PI639038.1.RY,0,Neither,No
PI639039.1.RY,0,Neither,No
PI639040.1.RY,0,Neither,No
PI639041.1.RY,0,Neither,No
PI639042.1.RY,0,Neither,No
PI639044.1.RY,0,Neither,No
PI639045.1.RY,0,Neither,No
PI639046.1.RY,0,Neither,No
PI639048.1.RY,0,Neither,No
PI639049.1.RY,0,Neither,No
PI639050.1.RY,0,Neither,No
PI639052.1.RY,0,Neither,No
PI639053.1.RY,0,Neither,No
PI639055.1.RY,0,Neither,No
PI639056.1.RY,0,Neither,No
PI639111.1.RY,0,Neither,No
PI639497.1.RY,0,Neither,No
PI639498.1.RY,0,Neither,No
PI639499.1.RY,0,Neither,No
PI639500.1.RY,0,Neither,No
PI639501.1.RY,0,Neither,No
PI639502.1.RY,0,Neither,No
PI639503.1.RY,0,Neither,No
PI639504.1.RY,0,Neither,No
PI639505.1.RY,0,Neither,No
PI639925.1.RY,0,Neither,No
PI639926.1.RY,0,Neither,No
PI639926.2.RY,0,Neither,No
PI639926.3.RY,0,Neither,No
PI639926.4.RY,0,Neither,No
PI639926.5.RY,0,Neither,No
PI639926.6.RY,0,Neither,No
PI639927.1.RY,0,Neither,No
PI639928.1.RY,0,Neither,No
PI639929.1.RY,0,Neither,No
PI639930.1.RY,0,Neither,No
PI639931.1.RY,0,Neither,No
PI639932.1.RY,0,Neither,No
PI639932.2.RY,0,Neither,No
PI639933.1.RY,0,Neither,No
PI639934.1.RY,0,Neither,No
PI639935.1.RY,0,Neither,No
PI639936.1.RY,0,Neither,No
PI639936.2.RY,0,Neither,No
PI639936.3.RY,0,Neither,No
PI639936.4.RY,0,Neither,No
PI639936.5.RY,0,Neither,No
PI639936.6.RY,0,Neither,No
PI639937.1.RY,0,Neither,No
PI639937.2.RY,0,Neither,No
PI639938.1.RY,0,Neither,No
PI639938.2.RY,0,Neither,No
PI639939.1.RY,0,Neither,No
PI639939.2.RY,0,Neither,No
PI639939.3.RY,0,Neither,No
PI639939.4.RY,0,Neither,No
PI639939.5.RY,0,Neither,No
PI639939.6.RY,0,Neither,No
PI639940.1.RY,0,Neither,No
PI639941.1.RY,0,Neither,No
PI639941.2.RY,0,Neither,No
PI639941.3.RY,0,Neither,No
PI639941.4.RY,0,Neither,No
PI639941.5.RY,0,Neither,No
PI639941.6.RY,0,Neither,No
PI639941.7.RY,0,Neither,No
PI639942.1.RY,0,Neither,No
PI639943.1.RY,0,Neither,No
PI639944.1.RY,0,Neither,No
PI639945.1.RY,0,Neither,No
PI639946.1.RY,0,Neither,No
PI639946.2.RY,0,Neither,No
PI639947.1.RY,0,Neither,No
PI639948.1.RY,0,Neither,No
PI639949.1.RY,0,Neither,No
PI639950.1.RY,0,Neither,No
PI641061.1.RY,0,Neither,No
PI641062.1.RY,0,Neither,No
PI641063.1.RY,0,Neither,No
PI641064.1.RY,0,Neither,No
PI641065.1.RY,0,Neither,No
PI641066.1.RY,0,Neither,No
PI641067.1.RY,0,Neither,No
PI641068.1.RY,0,Neither,No
PI641068.2.RY,0,Neither,No
PI641069.1.RY,0,Neither,No
PI641070.1.RY,0,Neither,No
PI641071.1.RY,0,Neither,No
PI641072.1.RY,0,Neither,No
PI641073.1.RY,0,Neither,No
PI641073.2.RY,0,Neither,No
PI641074.1.RY,0,Neither,No
PI641075.1.RY,0,Neither,No
PI641075.2.RY,0,Neither,No
PI641076.1.RY,0,Neither,No
PI641224.1.RY,0,Neither,No
PI641225.1.RY,0,Neither,No
PI641226.1.RY,0,Neither,No
PI641229.1.RY,0,Neither,No
PI641230.1.RY,0,Neither,No
PI641232.1.RY,0,Neither,No
PI641234.1.RY,0,Neither,No
PI641234.2.RY,0,Neither,No
PI641238.1.RY,0,Neither,No
PI641242.1.RY,0,Neither,No
PI641243.1.RY,0,Neither,No
PI641244.1.RY,0,Neither,No
PI641245.1.RY,0,Neither,No
PI641246.1.RY,0,Neither,No
PI641247.1.RY,0,Neither,No
PI641248.1.RY,0,Neither,No
PI641249.1.RY,0,Neither,No
PI641251.1.RY,0,Neither,No
PI641252.1.RY,0,Neither,No
PI641253.1.RY,0,Neither,No
PI641254.1.RY,0,Neither,No
PI641255.1.RY,0,Neither,No
PI641256.1.RY,0,Neither,No
PI641257.1.RY,0,Neither,No
PI641258.1.RY,0,Neither,No
PI641260.1.RY,0,Neither,No
PI641261.1.RY,0,Neither,No
PI641262.1.RY,0,Neither,No
PI641263.1.RY,0,Neither,No
PI641264.1.RY,0,Neither,No
PI641265.1.RY,0,Neither,No
PI641266.1.RY,0,Neither,No
PI641711.1.RY,0,Neither,No
PI642762.1.RY,0,Neither,No
PI642763.1.RY,0,Neither,No
PI642764.1.RY,0,Neither,No
PI642765.1.RY,0,Neither,No
PI642767.1.RY,0,Neither,No
PI643420.1.RY,0,Neither,No
PI644099.1.RY,0,Neither,No
PI644100.1.RY,0,Neither,No
PI644101.1.RY,0,Neither,No
PI644102.1.RY,0,Neither,No
PI648423.1.RY,0,Neither,No
PI648424.1.RY,0,Neither,No
PI648425.1.RY,0,Neither,No
PI648426.1.RY,0,Neither,No
PI648427.1.RY,0,Neither,No
PI648428.1.RY,0,Neither,No
PI648429.1.RY,0,Neither,No
PI648430.1.RY,0,Neither,No
PI648431.1.RY,0,Neither,No
PI648432.1.RY,0,Neither,No
PI648433.1.RY,0,Neither,No
PI651530.1.RY,0,Neither,No
PI651531.1.RY,0,Neither,No
PI651532.1.RY,0,Neither,No
PI651533.1.RY,0,Neither,No
PI651534.1.RY,0,Neither,No
PI651535.1.RY,0,Neither,No
PI651536.1.RY,0,Neither,No
PI651537.1.RY,0,Neither,No
PI651538.1.RY,0,Neither,No
PI651539.1.RY,0,Neither,No
PI651540.1.RY,0,Neither,No
PI651541.1.RY,0,Neither,No
PI651542.1.RY,0,Neither,No
PI651543.1.RY,0,Neither,No
PI651544.1.RY,0,Neither,No
PI651545.1.RY,0,Neither,No
PI654048.1.RY,0,Neither,No
PI654049.1.RY,0,Neither,No
PI654050.1.RY,0,Neither,No
PI654051.1.RY,0,Neither,No
PI654051.2.RY,0,Neither,No
PI654052.1.RY,0,Neither,No
PI654053.1.RY,0,Neither,No
PI654053.2.RY,0,Neither,No
PI658071.1.RY,0,Neither,No
PI658072.1.RY,0,Neither,No
PI658073.1.RY,0,Neither,No
PI658074.1.RY,0,Neither,No
PI658075.1.RY,0,Neither,No
PI658076.1.RY,0,Neither,No
PI658077.1.RY,0,Neither,No
PI658078.1.RY,0,Neither,No
PI658079.1.RY,0,Neither,No
PI658080.1.RY,0,Neither,No
PI658081.1.RY,0,Neither,No
PI658082.1.RY,0,Neither,No
PI658083.1.RY,0,Neither,No
PI658084.1.RY,0,Neither,No
PI658085.1.RY,0,Neither,No
PI658086.1.RY,0,Neither,No
PI658087.1.RY,0,Neither,No
PI658088.1.RY,0,Neither,No
PI658089.1.RY,0,Neither,No
PI658090.1.RY,0,Neither,No
PI659678.1.RY,0,Neither,No
PI659679.1.RY,0,Neither,No
PI659680.1.RY,0,Neither,No
PI659681.1.RY,0,Neither,No
R109B.1.RY,0,Neither,No
R109B.2.RY,0,Neither,No
R168.1.RY,0,Neither,No
R168.2.RY,0,Neither,No
R177.1.RY,0,Neither,No
R177.2.RY,0,Neither,No
R229.1.RY,0,Neither,No
R229.2.RY,0,Neither,No
R4.1.RY,0,Neither,No
R4.2.RY,0,Neither,No
RIMMA0381.1.SW,0,Neither,No
RIMMA0384.1.SW,0,Neither,No
RIMMA0385.1.SW,0,Neither,No
RIMMA0386.1.SW,0,Neither,No
RIMMA0387.1.SW,0,Neither,No
RIMMA0388.1.SW,0,Neither,No
RIMMA0389.1.SW,0,Neither,No
RIMMA0390.1.SW,0,Neither,No
RIMMA0392.1.SW,0,Neither,No
RIMMA0393.1.SW,0,Neither,No
RIMMA0394.2.SW,0,Neither,No
RIMMA0396.1.SW,0,Neither,No
RIMMA0397.1.SW,0,Neither,No
RIMMA0398.1.SW,0,Neither,No
RIMMA0399.1.SW,0,Neither,No
RIMMA0403.2.SW,0,Neither,No
RIMMA0404.1.SW,0,Neither,No
RIMMA0406.1.SW,0,Neither,No
RIMMA0409.1.SW,0,Neither,No
RIMMA0415.1.SW,0,Neither,No
RIMMA0421.1.SW,0,Neither,No
RIMMA0422.1.SW,0,Neither,No
RIMMA0426.1.SW,0,Neither,No
RIMMA0428.1.SW,0,Neither,No
RIMMA0430.1.SW,0,Neither,No
RIMMA0431.1.SW,0,Neither,No
RIMMA0433.1.SW,0,Neither,No
RIMMA0438.1.SW,0,Neither,No
RIMMA0441.1.SW,0,Neither,No
RIMMA0462.1.SW,0,Neither,No
RIMMA0467.1.SW,0,Neither,No
RIMMA0468.1.SW,0,Neither,No
RIMMA0473.1.SW,0,Neither,No
RIMMA0614.1.SW,0,Neither,No
RIMMA0615.1.SW,0,Neither,No
RIMMA0616.1.SW,0,Neither,No
RIMMA0621.1.SW,0,Neither,No
RIMMA0623.1.SW,0,Neither,No
RIMMA0625.1.SW,0,Neither,No
RIMMA0661.1.SW,0,Neither,No
RIMMA0662.1.SW,0,Neither,No
RIMMA0663.1.SW,0,Neither,No
RIMMA0665.1.SW,0,Neither,No
RIMMA0667.1.SW,0,Neither,No
RIMMA0670.1.SW,0,Neither,No
RIMMA0671.1.SW,0,Neither,No
RIMMA0672.1.SW,0,Neither,No
RIMMA0674.1.SW,0,Neither,No
RIMMA0677.1.SW,0,Neither,No
RIMMA0680.1.SW,0,Neither,No
RIMMA0682.1.SW,0,Neither,No
RIMMA0690.1.SW,0,Neither,No
RIMMA0691.1.SW,0,Neither,No
RIMMA0700.1.SW,0,Neither,No
RIMMA0701.1.SW,0,Neither,No
RIMMA0702.1.SW,0,Neither,No
RIMMA0703.1.SW,0,Neither,No
RIMMA0707.1.SW,0,Neither,No
RIMMA0708.1.SW,0,Neither,No
RIMMA0709.1.SW,0,Neither,No
RIMMA0712.1.SW,0,Neither,No
RIMMA0716.1.SW,0,Neither,No
RIMMA0720.1.SW,0,Neither,No
RIMMA0721.1.SW,0,Neither,No
RIMMA0722.1.SW,0,Neither,No
RIMMA0727.1.SW,0,Neither,No
RIMMA0729.1.SW,0,Neither,No
RIMMA0730.1.SW,0,Neither,No
RIMMA0731.1.SW,0,Neither,No
RIMMA0733.1.SW,0,Neither,No
RMM-11_01.SW,0,Neither,No
RMM-11_02.SW,0,Neither,No
RMM-11_03.SW,0,Neither,No
RMM-11_04.SW,0,Neither,No
RMM-3_01.SW,0,Neither,No
RMM-3_02.SW,0,Neither,No
RMM-3_03.SW,0,Neither,No
RMM-3_04.SW,0,Neither,No
SA24.1.RY,0,Neither,No
SA24.10.RY,0,Neither,No
SA24.11.RY,0,Neither,No
SA24.12.RY,0,Neither,No
SA24.13.RY,0,Neither,No
SA24.14.RY,0,Neither,No
SA24.15.RY,0,Neither,No
SA24.16.RY,0,Neither,No
SA24.17.RY,0,Neither,No
SA24.18.RY,0,Neither,No
SA24.19.RY,0,Neither,No
SA24.2.RY,0,Neither,No
SA24.20.RY,0,Neither,No
SA24.21.RY,0,Neither,No
SA24.22.RY,0,Neither,No
SA24.23.RY,0,Neither,No
SA24.24.RY,0,Neither,No
SA24.25.RY,0,Neither,No
SA24.26.RY,0,Neither,No
SA24.27.RY,0,Neither,No
SA24.28.RY,0,Neither,No
SA24.29.RY,0,Neither,No
SA24.3.RY,0,Neither,No
SA24.30.RY,0,Neither,No
SA24.4.RY,0,Neither,No
SA24.5.RY,0,Neither,No
SA24.6.RY,0,Neither,No
SA24.7.RY,0,Neither,No
SA24.8.RY,0,Neither,No
SA24.9.RY,0,Neither,No
SAN349a-1.1.RY,0,Neither,No
SAN349a-1(Holland).1.RY,0,Neither,No
SC16.1.RY,0,Neither,No
SC212M.1.RY,0,Neither,No
SC213R.1.RY,0,Neither,No
SC213R.2.RY,0,Neither,No
SC229.1.RY,0,Neither,No
SC235R3.1.RY,0,Neither,No
SC276Q2.1.RY,0,Neither,No
SC277.1.RY,0,Neither,No
SC285.1.RY,0,Neither,No
SC301.1.RY,0,Neither,No
SC333.1.RY,0,Neither,No
SC343.1.RY,0,Neither,No
SC344.1.RY,0,Neither,No
SC353.1.RY,0,Neither,No
SC357.1.RY,0,Neither,No
SC357.2.RY,0,Neither,No
SC359.1.RY,0,Neither,No
SC401.1.RY,0,Neither,No
SC54.1.RY,0,Neither,No
SC55.1.RY,0,Neither,No
SC55.2.RY,0,Neither,No
SC76.1.RY,0,Neither,No
SD40.1.RY,0,Neither,No
SD40.2.RY,0,Neither,No
SD44.1.RY,0,Neither,No
SD44.2.RY,0,Neither,No
SEEDGWAS1.RN,0,Neither,No
SEEDGWAS10.RN,0,Neither,No
SEEDGWAS1000.RN,0,Neither,No
SEEDGWAS1001.RN,0,Neither,No
SEEDGWAS1003.RN,0,Neither,No
SEEDGWAS1004.RN,0,Neither,No
SEEDGWAS1005.RN,0,Neither,No
SEEDGWAS1006.RN,0,Neither,No
SEEDGWAS1007.RN,0,Neither,No
SEEDGWAS1008.RN,0,Neither,No
SEEDGWAS1009.RN,0,Neither,No
SEEDGWAS101.RN,0,Neither,No
SEEDGWAS1011.RN,0,Neither,No
SEEDGWAS1012.RN,0,Neither,No
SEEDGWAS1014.RN,0,Neither,No
SEEDGWAS1015.RN,0,Neither,No
SEEDGWAS1017.RN,0,Neither,No
SEEDGWAS1019.RN,0,Neither,No
SEEDGWAS1020.RN,0,Neither,No
SEEDGWAS1022.RN,0,Neither,No
SEEDGWAS1023.RN,0,Neither,No
SEEDGWAS1024.RN,0,Neither,No
SEEDGWAS1025.RN,0,Neither,No
SEEDGWAS1026.RN,0,Neither,No
SEEDGWAS1027.RN,0,Neither,No
SEEDGWAS1028.RN,0,Neither,No
SEEDGWAS103.RN,0,Neither,No
SEEDGWAS1030.RN,0,Neither,No
SEEDGWAS1031.RN,0,Neither,No
SEEDGWAS1032.RN,0,Neither,No
SEEDGWAS1033.RN,0,Neither,No
SEEDGWAS1034.RN,0,Neither,No
SEEDGWAS1035.RN,0,Neither,No
SEEDGWAS1036.RN,0,Neither,No
SEEDGWAS1037.RN,0,Neither,No
SEEDGWAS1039.RN,0,Neither,No
SEEDGWAS104.RN,0,Neither,No
SEEDGWAS1040.RN,0,Neither,No
SEEDGWAS1041.RN,0,Neither,No
SEEDGWAS1042.RN,0,Neither,No
SEEDGWAS1043.RN,0,Neither,No
SEEDGWAS1044.RN,0,Neither,No
SEEDGWAS1045.RN,0,Neither,No
SEEDGWAS1048.RN,0,Neither,No
SEEDGWAS1049.RN,0,Neither,No
SEEDGWAS105.RN,0,Neither,No
SEEDGWAS1050.RN,0,Neither,No
SEEDGWAS1051.RN,0,Neither,No
SEEDGWAS1053.RN,0,Neither,No
SEEDGWAS1054.RN,0,Neither,No
SEEDGWAS1055.RN,0,Neither,No
SEEDGWAS1056.RN,0,Neither,No
SEEDGWAS1057.RN,0,Neither,No
SEEDGWAS1058.RN,0,Neither,No
SEEDGWAS1059.RN,0,Neither,No
SEEDGWAS106.RN,0,Neither,No
SEEDGWAS1060.RN,0,Neither,No
SEEDGWAS1061.RN,0,Neither,No
SEEDGWAS1062.RN,0,Neither,No
SEEDGWAS1063.RN,0,Neither,No
SEEDGWAS1064.RN,0,Neither,No
SEEDGWAS1065.RN,0,Neither,No
SEEDGWAS1066.RN,0,Neither,No
SEEDGWAS1067.RN,0,Neither,No
SEEDGWAS1068.RN,0,Neither,No
SEEDGWAS1069.RN,0,Neither,No
SEEDGWAS107.RN,0,Neither,No
SEEDGWAS1070.RN,0,Neither,No
SEEDGWAS1071.RN,0,Neither,No
SEEDGWAS1073.RN,0,Neither,No
SEEDGWAS1074.RN,0,Neither,No
SEEDGWAS1075.RN,0,Neither,No
SEEDGWAS1076.RN,0,Neither,No
SEEDGWAS1077.RN,0,Neither,No
SEEDGWAS1078.RN,0,Neither,No
SEEDGWAS1081.RN,0,Neither,No
SEEDGWAS1082.RN,0,Neither,No
SEEDGWAS1083.RN,0,Neither,No
SEEDGWAS1084.RN,0,Neither,No
SEEDGWAS1085.RN,0,Neither,No
SEEDGWAS1086.RN,0,Neither,No
SEEDGWAS1087.RN,0,Neither,No
SEEDGWAS1088.RN,0,Neither,No
SEEDGWAS1089.RN,0,Neither,No
SEEDGWAS1090.RN,0,Neither,No
SEEDGWAS1091.RN,0,Neither,No
SEEDGWAS1092.RN,0,Neither,No
SEEDGWAS1094.RN,0,Neither,No
SEEDGWAS1096.RN,0,Neither,No
SEEDGWAS1098.RN,0,Neither,No
SEEDGWAS1099.RN,0,Neither,No
SEEDGWAS1100.RN,0,Neither,No
SEEDGWAS1101.RN,0,Neither,No
SEEDGWAS1102.RN,0,Neither,No
SEEDGWAS1103.RN,0,Neither,No
SEEDGWAS1104.RN,0,Neither,No
SEEDGWAS1105.RN,0,Neither,No
SEEDGWAS1106.RN,0,Neither,No
SEEDGWAS1107.RN,0,Neither,No
SEEDGWAS1108.RN,0,Neither,No
SEEDGWAS1109.RN,0,Neither,No
SEEDGWAS111.RN,0,Neither,No
SEEDGWAS1110.RN,0,Neither,No
SEEDGWAS1111.RN,0,Neither,No
SEEDGWAS1113.RN,0,Neither,No
SEEDGWAS1114.RN,0,Neither,No
SEEDGWAS1115.RN,0,Neither,No
SEEDGWAS1117.RN,0,Neither,No
SEEDGWAS1118.RN,0,Neither,No
SEEDGWAS112.RN,0,Neither,No
SEEDGWAS1120.RN,0,Neither,No
SEEDGWAS1121.RN,0,Neither,No
SEEDGWAS1122.RN,0,Neither,No
SEEDGWAS1125.RN,0,Neither,No
SEEDGWAS1126.RN,0,Neither,No
SEEDGWAS1128.RN,0,Neither,No
SEEDGWAS113.RN,0,Neither,No
SEEDGWAS1130.RN,0,Neither,No
SEEDGWAS1131.RN,0,Neither,No
SEEDGWAS1133.RN,0,Neither,No
SEEDGWAS1134.RN,0,Neither,No
SEEDGWAS1135.RN,0,Neither,No
SEEDGWAS1136.RN,0,Neither,No
SEEDGWAS1137.RN,0,Neither,No
SEEDGWAS1138.RN,0,Neither,No
SEEDGWAS114.RN,0,Neither,No
SEEDGWAS1140.RN,0,Neither,No
SEEDGWAS1141.RN,0,Neither,No
SEEDGWAS1142.RN,0,Neither,No
SEEDGWAS1143.RN,0,Neither,No
SEEDGWAS1144.RN,0,Neither,No
SEEDGWAS1145.RN,0,Neither,No
SEEDGWAS1146.RN,0,Neither,No
SEEDGWAS1147.RN,0,Neither,No
SEEDGWAS1148.RN,0,Neither,No
SEEDGWAS115.RN,0,Neither,No
SEEDGWAS1150.RN,0,Neither,No
SEEDGWAS1151.RN,0,Neither,No
SEEDGWAS1152.RN,0,Neither,No
SEEDGWAS1153.RN,0,Neither,No
SEEDGWAS1156.RN,0,Neither,No
SEEDGWAS1157.RN,0,Neither,No
SEEDGWAS1158.RN,0,Neither,No
SEEDGWAS1159.RN,0,Neither,No
SEEDGWAS1160.RN,0,Neither,No
SEEDGWAS1161.RN,0,Neither,No
SEEDGWAS1164.RN,0,Neither,No
SEEDGWAS1166.RN,0,Neither,No
SEEDGWAS1167.RN,0,Neither,No
SEEDGWAS1168.RN,0,Neither,No
SEEDGWAS1169.RN,0,Neither,No
SEEDGWAS117.RN,0,Neither,No
SEEDGWAS1170.RN,0,Neither,No
SEEDGWAS1171.RN,0,Neither,No
SEEDGWAS1172.RN,0,Neither,No
SEEDGWAS1173.RN,0,Neither,No
SEEDGWAS1174.RN,0,Neither,No
SEEDGWAS1175.RN,0,Neither,No
SEEDGWAS1176.RN,0,Neither,No
SEEDGWAS1177.RN,0,Neither,No
SEEDGWAS1179.RN,0,Neither,No
SEEDGWAS118.RN,0,Neither,No
SEEDGWAS1180.RN,0,Neither,No
SEEDGWAS1182.RN,0,Neither,No
SEEDGWAS1184.RN,0.224,Neither,No
SEEDGWAS1185.RN,0,Neither,No
SEEDGWAS1186.RN,0,Neither,No
SEEDGWAS1187.RN,0,Neither,No
SEEDGWAS1188.RN,0,Neither,No
SEEDGWAS1189.RN,0,Neither,No
SEEDGWAS119.RN,0,Neither,No
SEEDGWAS1191.RN,0,Neither,No
SEEDGWAS1192.RN,0,Neither,No
SEEDGWAS1193.RN,0,Neither,No
SEEDGWAS1194.RN,0,Neither,No
SEEDGWAS1196.RN,0,Neither,No
SEEDGWAS1197.RN,0,Neither,No
SEEDGWAS1198.RN,0,Neither,No
SEEDGWAS1199.RN,0,Neither,No
SEEDGWAS12.RN,0,Neither,No
SEEDGWAS120.RN,0,Neither,No
SEEDGWAS1200.RN,0,Neither,No
SEEDGWAS1201.RN,0,Neither,No
SEEDGWAS1203.RN,0,Neither,No
SEEDGWAS1204.RN,0,Neither,No
SEEDGWAS1205.RN,0,Neither,No
SEEDGWAS1206.RN,0,Neither,No
SEEDGWAS1207.RN,0,Neither,No
SEEDGWAS1208.RN,0,Neither,No
SEEDGWAS1209.RN,0,Neither,No
SEEDGWAS121.RN,0,Neither,No
SEEDGWAS1211.RN,0,Neither,No
SEEDGWAS1213.RN,0,Neither,No
SEEDGWAS1214.RN,0,Neither,No
SEEDGWAS1215.RN,0,Neither,No
SEEDGWAS1216.RN,0,Neither,No
SEEDGWAS1218.RN,0,Neither,No
SEEDGWAS1219.RN,0,Neither,No
SEEDGWAS122.RN,0,Neither,No
SEEDGWAS1220.RN,0,Neither,No
SEEDGWAS1221.RN,0,Neither,No
SEEDGWAS1222.RN,0,Neither,No
SEEDGWAS1223.RN,0,Neither,No
SEEDGWAS1224.RN,0,Neither,No
SEEDGWAS1225.RN,0,Neither,No
SEEDGWAS1226.RN,0,Neither,No
SEEDGWAS1227.RN,0,Neither,No
SEEDGWAS1228.RN,0,Neither,No
SEEDGWAS123.RN,0,Neither,No
SEEDGWAS1230.RN,0,Neither,No
SEEDGWAS1233.RN,0,Neither,No
SEEDGWAS1235.RN,0,Neither,No
SEEDGWAS1236.RN,0,Neither,No
SEEDGWAS1237.RN,0,Neither,No
SEEDGWAS1238.RN,0,Neither,No
SEEDGWAS1239.RN,0,Neither,No
SEEDGWAS124.RN,0,Neither,No
SEEDGWAS1240.RN,0,Neither,No
SEEDGWAS1241.RN,0,Neither,No
SEEDGWAS1242.RN,0,Neither,No
SEEDGWAS1244.RN,0,Neither,No
SEEDGWAS1246.RN,0,Neither,No
SEEDGWAS1247.RN,0,Neither,No
SEEDGWAS1248.RN,0,Neither,No
SEEDGWAS1249.RN,0,Neither,No
SEEDGWAS125.RN,0,Neither,No
SEEDGWAS1250.RN,0,Neither,No
SEEDGWAS1255.RN,0,Neither,No
SEEDGWAS1256.RN,0,Neither,No
SEEDGWAS1257.RN,0,Neither,No
SEEDGWAS1258.RN,0,Neither,No
SEEDGWAS1259.RN,0,Neither,No
SEEDGWAS1260.RN,0,Neither,No
SEEDGWAS1261.RN,0,Neither,No
SEEDGWAS1262.RN,0,Neither,No
SEEDGWAS1264.RN,0,Neither,No
SEEDGWAS1265.RN,0,Neither,No
SEEDGWAS1266.RN,0,Neither,No
SEEDGWAS1267.RN,0,Neither,No
SEEDGWAS1268.RN,0,Neither,No
SEEDGWAS1269.RN,0,Neither,No
SEEDGWAS127.RN,0,Neither,No
SEEDGWAS1270.RN,0,Neither,No
SEEDGWAS1271.RN,0,Neither,No
SEEDGWAS1272.RN,0,Neither,No
SEEDGWAS1274.RN,0,Neither,No
SEEDGWAS1277.RN,0,Neither,No
SEEDGWAS1278.RN,0,Neither,No
SEEDGWAS1279.RN,0,Neither,No
SEEDGWAS128.RN,0,Neither,No
SEEDGWAS1280.RN,0,Neither,No
SEEDGWAS1281.RN,0,Neither,No
SEEDGWAS1282.RN,0,Neither,No
SEEDGWAS1283.RN,0,Neither,No
SEEDGWAS1284.RN,0,Neither,No
SEEDGWAS1285.RN,0,Neither,No
SEEDGWAS1286.RN,0,Neither,No
SEEDGWAS1287.RN,0,Neither,No
SEEDGWAS1289.RN,0,Neither,No
SEEDGWAS129.RN,0,Neither,No
SEEDGWAS1290.RN,0,Neither,No
SEEDGWAS1291.RN,0,Neither,No
SEEDGWAS1294.RN,0,Neither,No
SEEDGWAS1296.RN,0,Neither,No
SEEDGWAS1297.RN,0,Neither,No
SEEDGWAS1298.RN,0,Neither,No
SEEDGWAS13.RN,0,Neither,No
SEEDGWAS130.RN,0,Neither,No
SEEDGWAS1300.RN,0,Neither,No
SEEDGWAS1301.RN,0,Neither,No
SEEDGWAS1302.RN,0,Neither,No
SEEDGWAS1303.RN,0,Neither,No
SEEDGWAS1304.RN,0,Neither,No
SEEDGWAS1305.RN,0,Neither,No
SEEDGWAS1306.RN,0,Neither,No
SEEDGWAS1307.RN,0,Neither,No
SEEDGWAS1308.RN,0,Neither,No
SEEDGWAS1309.RN,0,Neither,No
SEEDGWAS131.RN,0,Neither,No
SEEDGWAS1310.RN,0,Neither,No
SEEDGWAS1311.RN,0,Neither,No
SEEDGWAS1312.RN,0,Neither,No
SEEDGWAS1313.RN,0,Neither,No
SEEDGWAS1316.RN,0,Neither,No
SEEDGWAS132.RN,0,Neither,No
SEEDGWAS1320.RN,0,Neither,No
SEEDGWAS1321.RN,0,Neither,No
SEEDGWAS1322.RN,0,Neither,No
SEEDGWAS1323.RN,0,Neither,No
SEEDGWAS1324.RN,0,Neither,No
SEEDGWAS1325.RN,0,Neither,No
SEEDGWAS1326.RN,0,Neither,No
SEEDGWAS1327.RN,0,Neither,No
SEEDGWAS1329.RN,0,Neither,No
SEEDGWAS133.RN,0,Neither,No
SEEDGWAS1330.RN,0,Neither,No
SEEDGWAS1332.RN,0,Neither,No
SEEDGWAS1333.RN,0,Neither,No
SEEDGWAS1334.RN,0,Neither,No
SEEDGWAS1335.RN,0,Neither,No
SEEDGWAS1336.RN,0,Neither,No
SEEDGWAS1337.RN,0,Neither,No
SEEDGWAS1338.RN,0,Neither,No
SEEDGWAS134.RN,0,Neither,No
SEEDGWAS1344.RN,0,Neither,No
SEEDGWAS1346.RN,0,Neither,No
SEEDGWAS1347.RN,0,Neither,No
SEEDGWAS1349.RN,0,Neither,No
SEEDGWAS135.RN,0,Neither,No
SEEDGWAS1351.RN,0,Neither,No
SEEDGWAS1352.RN,0,Neither,No
SEEDGWAS1353.RN,0,Neither,No
SEEDGWAS1355.RN,0,Neither,No
SEEDGWAS1357.RN,0,Neither,No
SEEDGWAS1358.RN,0,Neither,No
SEEDGWAS1359.RN,0,Neither,No
SEEDGWAS136.RN,0,Neither,No
SEEDGWAS1360.RN,0,Neither,No
SEEDGWAS1361.RN,0,Neither,No
SEEDGWAS1362.RN,0,Neither,No
SEEDGWAS1363.RN,0,Neither,No
SEEDGWAS1364.RN,0,Neither,No
SEEDGWAS1365.RN,0,Neither,No
SEEDGWAS1366.RN,0,Neither,No
SEEDGWAS1367.RN,0,Neither,No
SEEDGWAS1368.RN,0,Neither,No
SEEDGWAS1369.RN,0,Neither,No
SEEDGWAS137.RN,0,Neither,No
SEEDGWAS1370.RN,0,Neither,No
SEEDGWAS1371.RN,0,Neither,No
SEEDGWAS1372.RN,0,Neither,No
SEEDGWAS1373.RN,0,Neither,No
SEEDGWAS1374.RN,0,Neither,No
SEEDGWAS1375.RN,0,Neither,No
SEEDGWAS1376.RN,0,Neither,No
SEEDGWAS1377.RN,0,Neither,No
SEEDGWAS1378.RN,0,Neither,No
SEEDGWAS1379.RN,0,Neither,No
