Name,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP,KMeans_Ab10,RF_Ab10Type,KMeans_K10L2,KMeans_BChrom,Model,Mean
PI601558.1.RY,Romay_etal_2013,PI601558.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.016008595581484
PI601559.1.RY,Romay_etal_2013,PI601559.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0086959430213032
PI601560.1.RY,Romay_etal_2013,PI601560.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0114626278113856
PI601560.2.RY,Romay_etal_2013,PI601560.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0164478402163874
PI601561.1.RY,Romay_etal_2013,PI601561.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0145498322989906
PI601562.1.RY,Romay_etal_2013,PI601562.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0206010523471994
PI601563.1.RY,Romay_etal_2013,PI601563.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00907477914439689
PI601563.2.RY,Romay_etal_2013,PI601563.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0121512992331915
PI601564.1.RY,Romay_etal_2013,PI601564.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0124486633326597
PI601565.1.RY,Romay_etal_2013,PI601565.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0155957329531204
PI601566.1.RY,Romay_etal_2013,PI601566.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.01655262958395
PI601567.1.RY,Romay_etal_2013,PI601567.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0140535425348705
PI601567.2.RY,Romay_etal_2013,PI601567.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0199462781797001
PI601568.1.RY,Romay_etal_2013,PI601568.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0124363661645445
PI601568.2.RY,Romay_etal_2013,PI601568.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0149194713372551
PI601569.1.RY,Romay_etal_2013,PI601569.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0147593247477461
PI601570.1.RY,Romay_etal_2013,PI601570.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0148314959805933
PI601570.2.RY,Romay_etal_2013,PI601570.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0171094612890147
PI601571.1.RY,Romay_etal_2013,PI601571.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0183788589664085
PI601571.2.RY,Romay_etal_2013,PI601571.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0162000491652349
PI601572.1.RY,Romay_etal_2013,PI601572.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0188647671876501
PI601573.1.RY,Romay_etal_2013,PI601573.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00981063296828927
PI601573.2.RY,Romay_etal_2013,PI601573.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00796005533003732
PI601573.3.RY,Romay_etal_2013,PI601573.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0085323654119189
PI601573.4.RY,Romay_etal_2013,PI601573.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00781627040591244
PI601573.5.RY,Romay_etal_2013,PI601573.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00832422508815467
PI601573.6.RY,Romay_etal_2013,PI601573.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0109947253494155
PI601573.7.RY,Romay_etal_2013,PI601573.7,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00841289689129537
PI601573.8.RY,Romay_etal_2013,PI601573.8,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00801120005423417
PI601574.1.RY,Romay_etal_2013,PI601574.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0173059893035604
PI601575.1.RY,Romay_etal_2013,PI601575.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0153689573967319
PI601575.2.RY,Romay_etal_2013,PI601575.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0113794808252987
PI601576.1.RY,Romay_etal_2013,PI601576.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0130145175064254
PI601583.1.RY,Romay_etal_2013,PI601583.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0156936365538789
PI601584.1.RY,Romay_etal_2013,PI601584.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0113175052705336
PI601584.2.RY,Romay_etal_2013,PI601584.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0177421265981956
PI601610.1.RY,Romay_etal_2013,PI601610.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0118240439850131
PI601611.1.RY,Romay_etal_2013,PI601611.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0114748518097406
PI601612.1.RY,Romay_etal_2013,PI601612.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0180254887123623
PI601658.1.RY,Romay_etal_2013,PI601658.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0165689537641753
PI601683.1.RY,Romay_etal_2013,PI601683.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0126473284171621
PI601684.1.RY,Romay_etal_2013,PI601684.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0160284847424029
PI601685.1.RY,Romay_etal_2013,PI601685.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0196770623291902
PI601686.1.RY,Romay_etal_2013,PI601686.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0139739354038911
PI601689.1.RY,Romay_etal_2013,PI601689.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0187317348455334
PI601724.1.RY,Romay_etal_2013,PI601724.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0153911053033962
PI601725.1.RY,Romay_etal_2013,PI601725.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0146509654070605
PI601726.1.RY,Romay_etal_2013,PI601726.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0177219425924945
PI601727.1.RY,Romay_etal_2013,PI601727.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0154088117287026
PI601728.1.RY,Romay_etal_2013,PI601728.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0140233803701553
PI601729.1.RY,Romay_etal_2013,PI601729.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00869272564434531
PI601745.1.RY,Romay_etal_2013,PI601745.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0124419485755709
PI601773.1.RY,Romay_etal_2013,PI601773.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0120640351417265
PI601773.2.RY,Romay_etal_2013,PI601773.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.017122858094874
PI601773.3.RY,Romay_etal_2013,PI601773.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0106068485384767
PI601774.1.RY,Romay_etal_2013,PI601774.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0129507656380878
PI601774.2.RY,Romay_etal_2013,PI601774.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.014279282980516
PI601775.1.RY,Romay_etal_2013,PI601775.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00960918713203349
PI601776.1.RY,Romay_etal_2013,PI601776.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0107950405771355
PI601776.2.RY,Romay_etal_2013,PI601776.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0148755841406941
PI601777.1.RY,Romay_etal_2013,PI601777.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00869432584213204
PI601778.1.RY,Romay_etal_2013,PI601778.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0145806682567896
PI601779.1.RY,Romay_etal_2013,PI601779.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013116297585766
PI601780.1.RY,Romay_etal_2013,PI601780.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00940234700686586
PI601781.1.RY,Romay_etal_2013,PI601781.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0124656813698149
PI601781.2.RY,Romay_etal_2013,PI601781.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0164265764654319
PI601782.1.RY,Romay_etal_2013,PI601782.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0155915066962939
PI601782.2.RY,Romay_etal_2013,PI601782.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.018520912166618
PI601783.1.RY,Romay_etal_2013,PI601783.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0125841231530934
PI601784.1.RY,Romay_etal_2013,PI601784.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0118203011679377
PI601785.1.RY,Romay_etal_2013,PI601785.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0146371200085916
PI601785.2.RY,Romay_etal_2013,PI601785.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0197561526708626
PI601785.3.RY,Romay_etal_2013,PI601785.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00864223635391134
PI601786.1.RY,Romay_etal_2013,PI601786.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0120135961188417
PI601787.1.RY,Romay_etal_2013,PI601787.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0135383986608992
PI601787.2.RY,Romay_etal_2013,PI601787.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0129497641137768
PI601787.3.RY,Romay_etal_2013,PI601787.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0129475338970759
PI601787.4.RY,Romay_etal_2013,PI601787.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0125615637987401
PI601787.5.RY,Romay_etal_2013,PI601787.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013492605494896
PI601787.6.RY,Romay_etal_2013,PI601787.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0128087088812484
PI601788.1.RY,Romay_etal_2013,PI601788.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0160603171811405
PI601789.1.RY,Romay_etal_2013,PI601789.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0130349825507023
PI601790.1.RY,Romay_etal_2013,PI601790.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0123368287359072
PI601790.2.RY,Romay_etal_2013,PI601790.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0152524998962505
PI601791.1.RY,Romay_etal_2013,PI601791.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013424462507874
PI601792.1.RY,Romay_etal_2013,PI601792.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0100430862829686
PI601808.1.RY,Romay_etal_2013,PI601808.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0102220860812509
PI603939.1.RY,Romay_etal_2013,PI603939.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0134636019792809
PI604605.1.RY,Romay_etal_2013,PI604605.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0161924655253905
PI604606.1.RY,Romay_etal_2013,PI604606.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0106816511985087
PI606329.1.RY,Romay_etal_2013,PI606329.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0119196010247987
PI606330.1.RY,Romay_etal_2013,PI606330.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0124711888958106
PI606768.1.RY,Romay_etal_2013,PI606768.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013355693501863
PI606768.2.RY,Romay_etal_2013,PI606768.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0156395066027226
PI606769.1.RY,Romay_etal_2013,PI606769.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0124752169333323
PI606769.2.RY,Romay_etal_2013,PI606769.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0091376894493153
PI606769.3.RY,Romay_etal_2013,PI606769.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0101587565825047
PI606769.4.RY,Romay_etal_2013,PI606769.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00923594019801165
PI606769.5.RY,Romay_etal_2013,PI606769.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00977443037043695
PI606769.6.RY,Romay_etal_2013,PI606769.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00962034703959767
PI607381.1.RY,Romay_etal_2013,PI607381.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0118181194845169
PI607382.1.RY,Romay_etal_2013,PI607382.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0113157741488927
PI607383.1.RY,Romay_etal_2013,PI607383.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0113322859276111
PI607384.1.RY,Romay_etal_2013,PI607384.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0145940440382909
PI607512.1.RY,Romay_etal_2013,PI607512.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0129065843905502
PI607519.1.RY,Romay_etal_2013,PI607519.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013719708528427
PI607519.2.RY,Romay_etal_2013,PI607519.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0154630732201281
PI607521.1.RY,Romay_etal_2013,PI607521.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0146675958896096
PI607521.2.RY,Romay_etal_2013,PI607521.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0133659436945317
PI607521.3.RY,Romay_etal_2013,PI607521.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0154382793101439
PI607521.4.RY,Romay_etal_2013,PI607521.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0148240651348786
PI607522.1.RY,Romay_etal_2013,PI607522.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0140741431430006
PI607522.2.RY,Romay_etal_2013,PI607522.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0142427763510983
PI607523.1.RY,Romay_etal_2013,PI607523.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0128007393990633
PI607524.1.RY,Romay_etal_2013,PI607524.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0123867193055504
PI607525.1.RY,Romay_etal_2013,PI607525.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0172564972043754
PI607527.1.RY,Romay_etal_2013,PI607527.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0157463296028791
PI608764.1.RY,Romay_etal_2013,PI608764.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0125655555569358
PI608765.1.RY,Romay_etal_2013,PI608765.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0114164700793066
PI608766.1.RY,Romay_etal_2013,PI608766.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0164557781744321
PI608767.1.RY,Romay_etal_2013,PI608767.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012088650457199
PI608768.1.RY,Romay_etal_2013,PI608768.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.015182599499723
PI608768.2.RY,Romay_etal_2013,PI608768.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013188806459208
PI608774.1.RY,Romay_etal_2013,PI608774.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0126311967146663
PI608777.1.RY,Romay_etal_2013,PI608777.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0131423899006871
PI608778.1.RY,Romay_etal_2013,PI608778.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0129607642327566
PI608806.1.RY,Romay_etal_2013,PI608806.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0131580513736233
PI610493.1.RY,Romay_etal_2013,PI610493.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0155720705181054
PI610494.1.RY,Romay_etal_2013,PI610494.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0144386047970335
PI613179.1.RY,Romay_etal_2013,PI613179.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0186363705832611
PI614142.1.RY,Romay_etal_2013,PI614142.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011270634479774
PI614819.1.RY,Romay_etal_2013,PI614819.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0137307729172779
PI614820.1.RY,Romay_etal_2013,PI614820.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0150049211837982
PI615190.1.RY,Romay_etal_2013,PI615190.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0109000883167332
PI615190.2.RY,Romay_etal_2013,PI615190.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0111220741538975
PI619429.1.RY,Romay_etal_2013,PI619429.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00839275434040016
PI619430.1.RY,Romay_etal_2013,PI619430.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0211871587681288
PI619431.1.RY,Romay_etal_2013,PI619431.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0152256693970254
PI631393.1.RY,Romay_etal_2013,PI631393.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0123258570801893
PI631394.1.RY,Romay_etal_2013,PI631394.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0151474243736599
PI631444.1.RY,Romay_etal_2013,PI631444.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011943816553919
PI632413.1.RY,Romay_etal_2013,PI632413.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0132577586715511
PI632746.1.RY,Romay_etal_2013,PI632746.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0130563946866132
PI633727.1.RY,Romay_etal_2013,PI633727.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0136388106459753
PI633728.1.RY,Romay_etal_2013,PI633728.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00899888536286943
PI633839.1.RY,Romay_etal_2013,PI633839.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.015869628987401
PI633840.1.RY,Romay_etal_2013,PI633840.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00900890785754719
PI633844.1.RY,Romay_etal_2013,PI633844.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0160131253696824
PI633924.1.RY,Romay_etal_2013,PI633924.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0135201476188754
PI634206.1.RY,Romay_etal_2013,PI634206.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0164587981892661
PI634207.1.RY,Romay_etal_2013,PI634207.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0119240784984307
PI634211.1.RY,Romay_etal_2013,PI634211.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0127978688882519
PI634212.1.RY,Romay_etal_2013,PI634212.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0128622132580666
PI634213.1.RY,Romay_etal_2013,PI634213.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.010128385516226
