Name,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP,KMeans_Ab10,RF_Ab10Type,KMeans_K10L2,KMeans_BChrom,Model,Mean
JSG-RMM-LCL-523_04.SW,Swarts_etal_2017,JSG-RMM-LCL-523,Parviglumis − Balsas Low,Teosinte - Parviglumis,Unknown,Unknown,18.84194444,-100.2383333,958,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0246732995047278
JSG-RMM-LCL-524_01.SW,Swarts_etal_2017,JSG-RMM-LCL-524,Parviglumis − Balsas Mid,Teosinte - Parviglumis,Unknown,Unknown,18.89916667,-100.1808333,1422,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0186114240145674
JSG-RMM-LCL-524_02.SW,Swarts_etal_2017,JSG-RMM-LCL-524,Parviglumis − Balsas Mid,Teosinte - Parviglumis,Unknown,Unknown,18.89916667,-100.1808333,1422,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0181900092398188
JSG-RMM-LCL-524_03.SW,Swarts_etal_2017,JSG-RMM-LCL-524,Parviglumis − Balsas Mid,Teosinte - Parviglumis,Unknown,Unknown,18.89916667,-100.1808333,1422,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0229742887327956
JSG-RMM-LCL-524_04.SW,Swarts_etal_2017,JSG-RMM-LCL-524,Parviglumis − Balsas Mid,Teosinte - Parviglumis,Unknown,Unknown,18.89916667,-100.1808333,1422,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0181445094990769
JSG-RMM-LCL-534_01.SW,Swarts_etal_2017,JSG-RMM-LCL-534,Parviglumis − Balsas Mid,Teosinte - Parviglumis,Unknown,Unknown,19.14777778,-100.355,1178,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0173707286319691
JSG-RMM-LCL-534_02.SW,Swarts_etal_2017,JSG-RMM-LCL-534,Parviglumis − Balsas Mid,Teosinte - Parviglumis,Unknown,Unknown,19.14777778,-100.355,1178,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0199936409161389
JSG-RMM-LCL-534_03.SW,Swarts_etal_2017,JSG-RMM-LCL-534,Parviglumis − Balsas Mid,Teosinte - Parviglumis,Unknown,Unknown,19.14777778,-100.355,1178,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0176889945826355
JSG-RMM-LCL-534_04.SW,Swarts_etal_2017,JSG-RMM-LCL-534,Parviglumis − Balsas Mid,Teosinte - Parviglumis,Unknown,Unknown,19.14777778,-100.355,1178,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0180102450319117
JSG-RMM-LCL-536_01.SW,Swarts_etal_2017,JSG-RMM-LCL-536,Mexicana − C. Plateau,Teosinte - Mexicana,Unknown,Unknown,19.68555556,-100.6327778,2102,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,0.0257022851279095
JSG-RMM-LCL-536_02.SW,Swarts_etal_2017,JSG-RMM-LCL-536,Mexicana − C. Plateau,Teosinte - Mexicana,Unknown,Unknown,19.68555556,-100.6327778,2102,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.0226404028578049
JSG-RMM-LCL-536_03.SW,Swarts_etal_2017,JSG-RMM-LCL-536,Mexicana − C. Plateau,Teosinte - Mexicana,Unknown,Unknown,19.68555556,-100.6327778,2102,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0207472932584406
JSG-RMM-LCL-536_04.SW,Swarts_etal_2017,JSG-RMM-LCL-536,Mexicana − C. Plateau,Teosinte - Mexicana,Unknown,Unknown,19.68555556,-100.6327778,2102,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,0.0313322015735398
JSG-RMM-LCL-539_01.SW,Swarts_etal_2017,JSG-RMM-LCL-539,Parviglumis − Balsas Mid,Teosinte - Parviglumis,Unknown,Unknown,19.55055556,-100.9180556,1342,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0181726990185967
JSG-RMM-LCL-539_02.SW,Swarts_etal_2017,JSG-RMM-LCL-539,Parviglumis − Balsas Mid,Teosinte - Parviglumis,Unknown,Unknown,19.55055556,-100.9180556,1342,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0236636962543746
JSG-RMM-LCL-539_03.SW,Swarts_etal_2017,JSG-RMM-LCL-539,Parviglumis − Balsas Mid,Teosinte - Parviglumis,Unknown,Unknown,19.55055556,-100.9180556,1342,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0189583234346417
JSG-RMM-LCL-539_04.SW,Swarts_etal_2017,JSG-RMM-LCL-539,Parviglumis − Balsas Mid,Teosinte - Parviglumis,Unknown,Unknown,19.55055556,-100.9180556,1342,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0200877791775514
JSG-RMM-LCL-546_01.SW,Swarts_etal_2017,JSG-RMM-LCL-546,Parviglumis − Jalisco,Teosinte - Parviglumis,Unknown,Unknown,19.70416667,-104.8188889,552,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0206046768946771
JSG-RMM-LCL-546_02.SW,Swarts_etal_2017,JSG-RMM-LCL-546,Parviglumis − Jalisco,Teosinte - Parviglumis,Unknown,Unknown,19.70416667,-104.8188889,552,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0199602285222612
JSG-RMM-LCL-546_03.SW,Swarts_etal_2017,JSG-RMM-LCL-546,Parviglumis − Jalisco,Teosinte - Parviglumis,Unknown,Unknown,19.70416667,-104.8188889,552,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0188544160771742
JSG-RMM-LCL-546_04.SW,Swarts_etal_2017,JSG-RMM-LCL-546,Parviglumis − Jalisco,Teosinte - Parviglumis,Unknown,Unknown,19.70416667,-104.8188889,552,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0185340892084819
JSG-RMM-LCL-548_01.SW,Swarts_etal_2017,JSG-RMM-LCL-548,Parviglumis − Jalisco,Teosinte - Parviglumis,Unknown,Unknown,19.77166667,-104.8433333,635,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0200829412722806
JSG-RMM-LCL-548_02.SW,Swarts_etal_2017,JSG-RMM-LCL-548,Parviglumis − Jalisco,Teosinte - Parviglumis,Unknown,Unknown,19.77166667,-104.8433333,635,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0249184692594949
JSG-RMM-LCL-548_03.SW,Swarts_etal_2017,JSG-RMM-LCL-548,Parviglumis − Jalisco,Teosinte - Parviglumis,Unknown,Unknown,19.77166667,-104.8433333,635,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0204270086763069
JSG-RMM-LCL-548_04.SW,Swarts_etal_2017,JSG-RMM-LCL-548,Parviglumis − Jalisco,Teosinte - Parviglumis,Unknown,Unknown,19.77166667,-104.8433333,635,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.023020413190985
JSG-RMM-LCL-551_01.SW,Swarts_etal_2017,JSG-RMM-LCL-551_01.SW,NA,Teosinte - Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0191097250521375
JSG-RMM-LCL-551_02.SW,Swarts_etal_2017,JSG-RMM-LCL-551_02.SW,NA,Teosinte - Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0194438114215859
JSG-RMM-LCL-551_03.SW,Swarts_etal_2017,JSG-RMM-LCL-551_03.SW,NA,Teosinte - Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0169283814054026
JSG-RMM-LCL-551_04.SW,Swarts_etal_2017,JSG-RMM-LCL-551_04.SW,NA,Teosinte - Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0210230572466039
JSG-RMM-LCL-568_01.SW,Swarts_etal_2017,JSG-RMM-LCL-568,Parviglumis − Balsas Low,Teosinte - Parviglumis,Unknown,Unknown,17.17166667,-99.54361111,300,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0152236339623313
JSG-RMM-LCL-568_02.SW,Swarts_etal_2017,JSG-RMM-LCL-568,Parviglumis − Balsas Low,Teosinte - Parviglumis,Unknown,Unknown,17.17166667,-99.54361111,300,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0154496571245231
JSG-RMM-LCL-568_03.SW,Swarts_etal_2017,JSG-RMM-LCL-568,Parviglumis − Balsas Low,Teosinte - Parviglumis,Unknown,Unknown,17.17166667,-99.54361111,300,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0169406469315775
JSG-RMM-LCL-568_04.SW,Swarts_etal_2017,JSG-RMM-LCL-568,Parviglumis − Balsas Low,Teosinte - Parviglumis,Unknown,Unknown,17.17166667,-99.54361111,300,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0180944846913062
JSG-SRV-604_01.SW,Swarts_etal_2017,JSG-SRV-604,Mexicana − N. Mexico,Teosinte - Mexicana,Unknown,Unknown,26.22833333,-106.9622222,1920,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0289804097973558
JSG-SRV-604_02.SW,Swarts_etal_2017,JSG-SRV-604,Mexicana − N. Mexico,Teosinte - Mexicana,Unknown,Unknown,26.22833333,-106.9622222,1920,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0255459930240626
JSG-SRV-604_03.SW,Swarts_etal_2017,JSG-SRV-604,Mexicana − N. Mexico,Teosinte - Mexicana,Unknown,Unknown,26.22833333,-106.9622222,1920,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0238806211079479
JSG-SRV-604_04.SW,Swarts_etal_2017,JSG-SRV-604,Mexicana − N. Mexico,Teosinte - Mexicana,Unknown,Unknown,26.22833333,-106.9622222,1920,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0296027500368865
JSG-SRV-606_01.SW,Swarts_etal_2017,JSG-SRV-606,Mexicana − N. Mexico,Teosinte - Mexicana,Unknown,Unknown,26.22305556,-106.9322222,1951,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0224496154847471
JSG-SRV-606_02.SW,Swarts_etal_2017,JSG-SRV-606,Mexicana − N. Mexico,Teosinte - Mexicana,Unknown,Unknown,26.22305556,-106.9322222,1951,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0235476761844986
JSG-SRV-606_03.SW,Swarts_etal_2017,JSG-SRV-606,Mexicana − N. Mexico,Teosinte - Mexicana,Unknown,Unknown,26.22305556,-106.9322222,1951,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0245918452840335
JSG-SRV-606_04.SW,Swarts_etal_2017,JSG-SRV-606,Mexicana − N. Mexico,Teosinte - Mexicana,Unknown,Unknown,26.22305556,-106.9322222,1951,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0246772858601053
JSG-SRV-EAM-705_01.SW,Swarts_etal_2017,JSG-SRV-EAM-705,Mexicana − N. Mexico,Teosinte - Mexicana,Unknown,Unknown,24.04222222,-104.2797222,1870,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0200624969074968
JSG-SRV-EAM-705_02.SW,Swarts_etal_2017,JSG-SRV-EAM-705,Mexicana − N. Mexico,Teosinte - Mexicana,Unknown,Unknown,24.04222222,-104.2797222,1870,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.0210951104696313
JSG-SRV-EAM-705_03.SW,Swarts_etal_2017,JSG-SRV-EAM-705,Mexicana − N. Mexico,Teosinte - Mexicana,Unknown,Unknown,24.04222222,-104.2797222,1870,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0204842263549018
JSG-SRV-EAM-705_04.SW,Swarts_etal_2017,JSG-SRV-EAM-705,Mexicana − N. Mexico,Teosinte - Mexicana,Unknown,Unknown,24.04222222,-104.2797222,1870,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0228979036625834
JSG-SRV-EAM-708_01.SW,Swarts_etal_2017,JSG-SRV-EAM-708,Mexicana − N. Mexico,Teosinte - Mexicana,Unknown,Unknown,24.02388889,-104.2997222,1860,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0211770359960231
JSG-SRV-EAM-708_02.SW,Swarts_etal_2017,JSG-SRV-EAM-708,Mexicana − N. Mexico,Teosinte - Mexicana,Unknown,Unknown,24.02388889,-104.2997222,1860,NA,NA,NA,NA,Ab10,Ambiguous,NA,No,Neither,0.0180834568050608
JSG-SRV-EAM-708_03.SW,Swarts_etal_2017,JSG-SRV-EAM-708,Mexicana − N. Mexico,Teosinte - Mexicana,Unknown,Unknown,24.02388889,-104.2997222,1860,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0232657594269358
JSG-SRV-EAM-708_04.SW,Swarts_etal_2017,JSG-SRV-EAM-708,Mexicana − N. Mexico,Teosinte - Mexicana,Unknown,Unknown,24.02388889,-104.2997222,1860,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,0.0204158953514749
K148.1.RY,Romay_etal_2013,K148.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0147836446550399
K148.2.RY,Romay_etal_2013,K148.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0157880944437671
K4.1.RY,Romay_etal_2013,K4.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0128915773813647
K4.2.RY,Romay_etal_2013,K4.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0126494018288791
K55.1.RY,Romay_etal_2013,K55.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0143200831865301
K55.2.RY,Romay_etal_2013,K55.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0186993177852358
K64.1.RY,Romay_etal_2013,K64.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0133253693368964
K64.2.RY,Romay_etal_2013,K64.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0144158232424467
Ki11.1.RY,Romay_etal_2013,Ki11.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00988080090392427
Ki11.2.RY,Romay_etal_2013,Ki11.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0130723242195515
Ki11.3.RY,Romay_etal_2013,Ki11.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0125729710582919
Ki11.4.RY,Romay_etal_2013,Ki11.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0092423572062087
Ki11.5.RY,Romay_etal_2013,Ki11.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00964297445998184
Ki11.6.RY,Romay_etal_2013,Ki11.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00916770508344536
Ki11.7.RY,Romay_etal_2013,Ki11.7,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00990898511504805
Ki11.8.RY,Romay_etal_2013,Ki11.8,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00981657380138284
Ki14.1.RY,Romay_etal_2013,Ki14.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.012804308181977
Ki14.2.RY,Romay_etal_2013,Ki14.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0175662281205442
Ki2021.1.RY,Romay_etal_2013,Ki2021.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0143972650222216
Ki2021.2.RY,Romay_etal_2013,Ki2021.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0161829197760117
Ki21.1.RY,Romay_etal_2013,Ki21.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00968338573387221
Ki21.2.RY,Romay_etal_2013,Ki21.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0114898582479562
Ki3.1.RY,Romay_etal_2013,Ki3.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0102871946597228
Ki3.2.RY,Romay_etal_2013,Ki3.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0115632819700757
Ki3.3.RY,Romay_etal_2013,Ki3.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00872328072915414
Ki3.4.RY,Romay_etal_2013,Ki3.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00933631443933031
Ki3.5.RY,Romay_etal_2013,Ki3.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00824639707867141
Ki3.6.RY,Romay_etal_2013,Ki3.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00814921980467295
Ki3.7.RY,Romay_etal_2013,Ki3.7,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00748088638436508
Ki43.1.RY,Romay_etal_2013,Ki43.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0164992546866367
Ki43.2.RY,Romay_etal_2013,Ki43.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0180349241321621
Ki44.1.RY,Romay_etal_2013,Ki44.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0122755288376351
Ki44.2.RY,Romay_etal_2013,Ki44.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0142473366883128
Ky21.1.RY,Romay_etal_2013,Ky21.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00925083904958998
Ky21.2.RY,Romay_etal_2013,Ky21.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0105488865201542
Ky21.3.RY,Romay_etal_2013,Ky21.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00859502025475143
Ky21.4.RY,Romay_etal_2013,Ky21.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0090809827662384
Ky21.5.RY,Romay_etal_2013,Ky21.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00783067670758017
Ky21.6.RY,Romay_etal_2013,Ky21.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00797696003576265
Ky21.7.RY,Romay_etal_2013,Ky21.7,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00885671367833129
KY226.1.RY,Romay_etal_2013,KY226.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00769662565967436
KY226.2.RY,Romay_etal_2013,KY226.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00889767006585958
KY228.1.RY,Romay_etal_2013,KY228.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00920762860706212
KY228.2.RY,Romay_etal_2013,KY228.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0105760826819496
L317.1.RY,Romay_etal_2013,L317.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0139593356078343
L317.2.RY,Romay_etal_2013,L317.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0171742465870253
L578.1.RY,Romay_etal_2013,L578.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0110865005406131
L578.2.RY,Romay_etal_2013,L578.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0117033603508077
L690.1.RY,Romay_etal_2013,L690.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0149295004610251
M14.1.RY,Romay_etal_2013,M14.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00959990149169359
M14.2.RY,Romay_etal_2013,M14.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0113048155998149
M162W.1.RY,Romay_etal_2013,M162W.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0100801793690079
M162W.2.RY,Romay_etal_2013,M162W.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0127726794996298
M162W.3.RY,Romay_etal_2013,M162W.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0111646257035768
M162W.4.RY,Romay_etal_2013,M162W.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0117220646214308
M162W.5.RY,Romay_etal_2013,M162W.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.011387867032082
M162W.6.RY,Romay_etal_2013,M162W.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0118232542613457
M162W.7.RY,Romay_etal_2013,M162W.7,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0114072339405491
M37W.1.RY,Romay_etal_2013,M37W.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.013657755154899
M37W.2.RY,Romay_etal_2013,M37W.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0149694808010916
M37W.3.RY,Romay_etal_2013,M37W.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0055769280429018
M37W.4.RY,Romay_etal_2013,M37W.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00607118188173443
M37W.5.RY,Romay_etal_2013,M37W.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00537545751333527
M37W.6.RY,Romay_etal_2013,M37W.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00577086850923029
M37W.7.RY,Romay_etal_2013,M37W.7,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00548147497917404
MEF156552.1.RY,Romay_etal_2013,MEF156552.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0137940356959162
MEF156552.2.RY,Romay_etal_2013,MEF156552.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0162006889310389
Mo17.1.RY,Romay_etal_2013,Mo17.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0101974574149779
Mo17.2.RY,Romay_etal_2013,Mo17.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0116561254260426
Mo17.3.RY,Romay_etal_2013,Mo17.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0105176137471935
Mo17.4.RY,Romay_etal_2013,Mo17.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0105949585139744
Mo17.5.RY,Romay_etal_2013,Mo17.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0107627530036317
Mo17.6.RY,Romay_etal_2013,Mo17.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0102020072116247
Mo17.7.RY,Romay_etal_2013,Mo17.7,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0104957477041409
Mo18W.1.RY,Romay_etal_2013,Mo18W.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0128525576430654
Mo18W.2.RY,Romay_etal_2013,Mo18W.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0137616796416246
Mo18W.3.RY,Romay_etal_2013,Mo18W.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0133012021936345
Mo18W.4.RY,Romay_etal_2013,Mo18W.4,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0128374510827337
Mo18W.5.RY,Romay_etal_2013,Mo18W.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0126661105409525
Mo18W.6.RY,Romay_etal_2013,Mo18W.6,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0136778154054122
Mo18W.7.RY,Romay_etal_2013,Mo18W.7,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0127062406147678
MO1W.1.RY,Romay_etal_2013,MO1W.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00914662498811676
MO1W.2.RY,Romay_etal_2013,MO1W.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.00995136019343794
Mo24W.1.RY,Romay_etal_2013,Mo24W.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,N10,No,Neither,0.0130314544597785
