Name,Mean,Copy,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP,KMeans_Ab10,RF_Ab10Type,KMeans_K10L2,KMeans_BChrom,Model,CDH
B542C_L289_B-Chrom.1.DC2,0.0068620269202799,0,Dawe_Lab_2,NA,NA,Inbred,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
B542C_L289_B-Chrom.2.DC2,0.0083546247877612,0,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
B542C_L289_B-Chrom.3.DC2,0.00887968679352302,0,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
B542C_L289_B-Chrom.4.DC2,0.0089025322309974,0,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
B542C_L289.1.DC2,0.00792384983845537,0,Dawe_Lab_2,NA,NA,Landrace,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
B542C_L289.2.DC2,0.00733291368240041,0,Dawe_Lab_2,NA,NA,Landrace,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
B542C_L289.3.DC2,0.00914862963456685,0,Dawe_Lab_2,NA,NA,Landrace,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
B73_K10L2.1.DC2,0.0235712685205447,1,Dawe_Lab_2,NA,NA,Inbred,K10L2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
B73_K10L2.10.DC2,0.0448143249477309,2,Dawe_Lab_2,NA,NA,Inbred,K10L2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
B73_K10L2.11.DC2,0.0218109717348056,1,Dawe_Lab_2,NA,NA,Inbred,K10L2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
B73_K10L2.2.DC2,0.0238397472241186,1,Dawe_Lab_2,NA,NA,Inbred,K10L2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
B73_K10L2.3.DC2,0.0238683526126486,1,Dawe_Lab_2,NA,NA,Inbred,K10L2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
B73_K10L2.4.DC2,0.0407485830009602,2,Dawe_Lab_2,NA,NA,Inbred,K10L2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
B73_K10L2.5.DC2,0.0237037348477822,1,Dawe_Lab_2,NA,NA,Inbred,K10L2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
B73_K10L2.6.DC2,0.0219012138385102,1,Dawe_Lab_2,NA,NA,Inbred,K10L2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
B73_K10L2.7.DC2,0.0238272534799293,1,Dawe_Lab_2,NA,NA,Inbred,K10L2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
B73_K10L2.8.DC2,0.0211180883221336,1,Dawe_Lab_2,NA,NA,Inbred,K10L2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
B73_K10L2.9.DC2,0.0246195178886002,1,Dawe_Lab_2,NA,NA,Inbred,K10L2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
B73_N10.1.DC2,0.00679719945772584,0,Dawe_Lab_2,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
B73_N10.2.DC2,0.00673942592579983,0,Dawe_Lab_2,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
B73_N10.3.DC2,0.00484597644316999,0,Dawe_Lab_2,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
FFMM_B-Chrom.1.DC2,0.00747327656926096,0,Dawe_Lab_2,NA,NA,Inbred,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
FFMM_B-Chrom.2.DC2,0.00754562566546348,0,Dawe_Lab_2,NA,NA,Inbred,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
FFMM_B-Chrom.3.DC2,0.00801619329843487,0,Dawe_Lab_2,NA,NA,Inbred,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
FFMM_B-Chrom.4.DC2,0.00928570657666028,0,Dawe_Lab_2,NA,NA,Inbred,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
FFMM.1.DC2,0.00762731195967998,0,Dawe_Lab_2,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
FFMM.2.DC2,0.00712060065455639,0,Dawe_Lab_2,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
FFMM.3.DC2,0.00593854049064914,0,Dawe_Lab_2,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
NSL-2833_B-Chrom.1.DC2,0.00689559534885929,0,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
NSL-2833_B-Chrom.2.DC2,0.00598245413686079,0,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
NSL-2833_B-Chrom.3.DC2,0.00763415603480522,0,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
NSL-2843_B-Chrom.1.DC2,0.0107355343136881,0,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
PI-217409.1.DC2,0.00647655367784852,0,Dawe_Lab_2,NA,NA,Landrace,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
PI-217409.2.DC2,0.0065238216313953,0,Dawe_Lab_2,NA,NA,Landrace,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
PI-217409.3.DC2,0.00922523559649395,0,Dawe_Lab_2,NA,NA,Landrace,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
PI-444954.1.DC2,0.00632606522870674,0,Dawe_Lab_2,NA,NA,Landrace,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
PI-444954.2.DC2,0.00849230856245245,0,Dawe_Lab_2,NA,NA,Landrace,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
PI-444954.3.DC2,0.00842457743236924,0,Dawe_Lab_2,NA,NA,Landrace,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
PI-483314_K10L2.1.DC2,0.022241784534374,1,Dawe_Lab_2,NA,NA,Landrace,K10L2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
PI-483314_K10L2.2.DC2,0.023157528384476,1,Dawe_Lab_2,NA,NA,Landrace,K10L2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
PI-490921_B-Chrom.1.DC2,0.0072533737899957,0,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
PI-490921_B-Chrom.2.DC2,0.00679994082194688,0,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
PI-490921_B-Chrom.3.DC2,0.00654672056977644,0,Dawe_Lab_2,NA,NA,Landrace,N10,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
W23_N10.1.DC1,0.00753485351340903,0,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
W23_N10.1.DC2,0.00726068919173001,0,Dawe_Lab_2,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
W23_N10.10.DC1,0.00669209804674148,0,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
W23_N10.11.DC1,0.00870781055712001,0,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
W23_N10.12.DC1,0.00899175427647612,0,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
W23_N10.13.DC1,0.0102404982126166,0,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
W23_N10.15.DC1,0.00829513548580158,0,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
W23_N10.16.DC1,0.00743962692597494,0,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
W23_N10.2.DC1,0.00804865077720642,0,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
W23_N10.2.DC2,0.00869856272585173,0,Dawe_Lab_2,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
W23_N10.3.DC1,0.00923318560511683,0,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
W23_N10.3.DC2,0.00753039284058788,0,Dawe_Lab_2,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
W23_N10.4.DC1,0.00749601801159311,0,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
W23_N10.5.DC1,0.00673116771483055,0,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
W23_N10.6.DC1,0.00689454096650566,0,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
W23_N10.7.DC1,0.0100501803884596,0,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
W23_N10.8.DC1,0.00537756285365532,0,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
W23_N10.9.DC1,0.00677043409225842,0,Dawe_Lab_1,NA,NA,Inbred,N10,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10L2
12S042401.SW,0.0398223054363266,Experimental,Swarts_etal_2017,PI_474206:Sonora,N.Mexico Unknown,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
13S053507.SW,0.0279655082849229,Experimental,Swarts_etal_2017,ZM20-008:Tarahumara,N. Mexico High,Landrace,Unknown,Unknown,28.06785,-108.0458,2300,NA,NA,NA,NA,N10,NA,K10L2,Yes,High,K10L2
13S055803.SW,0.0209556981383071,Experimental,Swarts_etal_2017,ZM06-009:Onaveno,N. Mexico Low,Landrace,Unknown,Unknown,26.41224,-108.6191,190,70.52301,72.34547,280.6319,-0.0373,N10,NA,K10L2,No,Neither,K10L2
13S059705.SW,0.0230859961292649,Experimental,Swarts_etal_2017,ZM15-043:Tepehuan_Maiz_Azul,N. Mexico Mid,Landrace,Unknown,Unknown,26.05,-105.517,1655,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
Ames22440.3.RY,0.046834878325605,Experimental,Romay_etal_2013,Ames22440.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
Ames22440.5.RY,0.0505012781722477,Experimental,Romay_etal_2013,Ames22440.5,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
Ames26795.1.RY,0.0498648693253401,Experimental,Romay_etal_2013,Ames26795.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
Ames28954.1.RY,0.0504453698932751,Experimental,Romay_etal_2013,Ames28954.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
CI1872.1.RY,0.0419922333576318,Experimental,Romay_etal_2013,CI1872.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
CI1872.2.RY,0.0369414726996222,Experimental,Romay_etal_2013,CI1872.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
CI66.1.RY,0.0419872533364642,Experimental,Romay_etal_2013,CI66.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
CI66.2.RY,0.0486661978471921,Experimental,Romay_etal_2013,CI66.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
CI90C.1.RY,0.0429902391733834,Experimental,Romay_etal_2013,CI90C.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
CI90C.2.RY,0.0378459212915682,Experimental,Romay_etal_2013,CI90C.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
CIM27215_(CIM-1)_03.SW,0.0297349885000748,Experimental,Swarts_etal_2017,CIM27215_(CIM-1),Mexicana − Chalco,Teosinte - Mexicana,Unknown,Unknown,19.53,-98.843,2280,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
CIze44.2.RY,0.056710079497347,Experimental,Romay_etal_2013,CIze44.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
CIze44.3.RY,0.0408326965097514,Experimental,Romay_etal_2013,CIze44.3,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
CIze90.1.RY,0.0469990242451757,Experimental,Romay_etal_2013,CIze90.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
CIze91.1.RY,0.0432574719744231,Experimental,Romay_etal_2013,CIze91.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
CIze91.2.RY,0.0454614913153439,Experimental,Romay_etal_2013,CIze91.2,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
CML320.1.RY,0.0471688862353284,Experimental,Romay_etal_2013,CML320.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
CML416.1.RY,0.0417769116642591,Experimental,Romay_etal_2013,CML416.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
CML416(Krakowsky).1.RY,0.0381680085764309,Experimental,Romay_etal_2013,CML416(Krakowsky).1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
CML454.1.RY,0.0361914886665468,Experimental,Romay_etal_2013,CML454.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
JLHNM-664_04.SW,0.0284148690896464,Experimental,Swarts_etal_2017,JLHNM-664,Parviglumis − Balsas High,Teosinte - Parviglumis,Unknown,Unknown,18.5,-99.90944444,1524,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
JLNCM-646_01.SW,0.0306972638759382,Experimental,Swarts_etal_2017,JLNCM-646,Parviglumis − Balsas High,Teosinte - Parviglumis,Unknown,Unknown,17.76027778,-98.77444444,1580,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
JLNCM-646_02.SW,0.0501976351226689,Experimental,Swarts_etal_2017,JLNCM-646,Parviglumis − Balsas High,Teosinte - Parviglumis,Unknown,Unknown,17.76027778,-98.77444444,1580,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
JSG-JMHC-614_03.SW,0.0491753059130538,Experimental,Swarts_etal_2017,JSG-JMHC-614,Mexicana − Chalco,Teosinte - Mexicana,Unknown,Unknown,19.25777778,-99.46694444,2592,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
JSG-JMHC-614_04.SW,0.0310867419730392,Experimental,Swarts_etal_2017,JSG-JMHC-614,Mexicana − Chalco,Teosinte - Mexicana,Unknown,Unknown,19.25777778,-99.46694444,2592,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
JSG-JMHC-634_04.SW,0.0448898458424011,Experimental,Swarts_etal_2017,JSG-JMHC-634,Mexicana − Chalco,Teosinte - Mexicana,Unknown,Unknown,19.07944444,-98.84527778,2485,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
JSG-RMM-LCL-511_02.SW,0.0299967303571939,Experimental,Swarts_etal_2017,JSG-RMM-LCL-511,Parviglumis − Balsas Mid,Teosinte - Parviglumis,Unknown,Unknown,18.38777778,-100.1275,1110,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
JSG-RMM-LCL-536_02.SW,0.0479968996671991,Experimental,Swarts_etal_2017,JSG-RMM-LCL-536,Mexicana − C. Plateau,Teosinte - Mexicana,Unknown,Unknown,19.68555556,-100.6327778,2102,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
JSG-SRV-EAM-705_02.SW,0.0357414034544446,Experimental,Swarts_etal_2017,JSG-SRV-EAM-705,Mexicana − N. Mexico,Teosinte - Mexicana,Unknown,Unknown,24.04222222,-104.2797222,1870,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
JSG-SRV-EAM-708_04.SW,0.0360482064987681,Experimental,Swarts_etal_2017,JSG-SRV-EAM-708,Mexicana − N. Mexico,Teosinte - Mexicana,Unknown,Unknown,24.02388889,-104.2997222,1860,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
NSL437882.1.RY,0.0408583411414403,Experimental,Romay_etal_2013,NSL437882.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
PI587148.1.RY,0.0408797482005735,Experimental,Romay_etal_2013,PI587148.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
PI601300.1.RY,0.0326222086261243,Experimental,Romay_etal_2013,PI601300.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
PI641061.1.RY,0.0394759009286199,Experimental,Romay_etal_2013,PI641061.1,NA,Inbred,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
RIMMA0620.1.SW,0.0294364263520056,Experimental,Swarts_etal_2017,Mex_High:Celaya,C. Mexico High,Landrace,Unknown,Unknown,20.21666667,-100.8833333,1799,NA,NA,NA,NA,N10,NA,K10L2,Yes,High,K10L2
RIMMA0621.1.SW,0.0237685228760404,Experimental,Swarts_etal_2017,Mex_High:Zamorano_Amarill,C. Mexico High,Landrace,Unknown,Unknown,21.11666667,-101.6833333,1870,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
RMM-3_02.SW,0.0329299790027866,Experimental,Swarts_etal_2017,RMM-3,Parviglumis − Jalisco,Teosinte - Parviglumis,Unknown,Unknown,19.94472222,-103.995,984,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1006.RN,0.0538478217043609,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-021646,NA,Landrace,Unknown,Unknown,-23.267981,-57.309104,132,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1008.RN,0.0437355012646409,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-020539,NA,Landrace,Unknown,Unknown,3.85,-74.91666667,297,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1014.RN,0.0301518223318433,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019381,NA,Landrace,Unknown,Unknown,21.51666667,-98.38333333,42,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1035.RN,0.031966484055672,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-022292,NA,Landrace,Unknown,Unknown,22.81666667,-98.43333333,84,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1040.RN,0.0437901282224606,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-024425,NA,Landrace,Unknown,Unknown,-26.142484,-58.240208,62,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1053.RN,0.0295522311828413,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-026977,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1082.RN,0.0337094465058948,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-027191,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1092.RN,0.03677738206775,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001625,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1165.RN,0.0286537784008109,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000031,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,Yes,Low,K10L2
SEEDGWAS1182.RN,0.0285174625362739,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000298,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1248.RN,0.0404706907492943,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001345,NA,Landrace,Unknown,Unknown,11.217382,-60.624146,127,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1291.RN,0.0295099949043424,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002527,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1321.RN,0.0394987163230275,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003413,NA,Landrace,Unknown,Unknown,10.350013,-85.055372,77,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1381.RN,0.043864310555081,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003898,NA,Landrace,Unknown,Unknown,19.507351,-72.341009,938,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1387.RN,0.0257367768456336,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-003915,NA,Landrace,Unknown,Unknown,18.190513,-65.741368,1,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1408.RN,0.0428032142154679,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-004734,NA,Landrace,Unknown,Unknown,-26.495538,-49.094245,53,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1423.RN,0.0253462527509785,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-004998,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1442.RN,0.0274309511929257,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005373,NA,Landrace,Unknown,Unknown,20.33333333,-74.5,51,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1487.RN,0.0444365168743516,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007158,NA,Landrace,Unknown,Unknown,24.71666667,-107.2166667,129,NA,NA,NA,NA,N10,NA,K10L2,Yes,Low,K10L2
SEEDGWAS1498.RN,0.0324010573433147,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007773,NA,Landrace,Unknown,Unknown,-22.625913,-48.806462,611,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1522.RN,0.0428624364377135,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009846,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,Yes,Low,K10L2
SEEDGWAS1523.RN,0.0436247584339992,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009847,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1527.RN,0.033287168095229,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009858,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1594.RN,0.0348250966099112,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-012651,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,Ambiguous,NA,K10L2,No,Neither,K10L2
SEEDGWAS1616.RN,0.0469444410489276,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014617,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1662.RN,0.0325521244616974,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017504,NA,Landrace,Unknown,Unknown,21.83299,-99.634229,963,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS1663.RN,0.0339090657450234,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017605,NA,Landrace,Unknown,Unknown,22.023366,-99.653771,1221,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
