Name,Mean,Copy,Data_Source,Accession,Group,Maize_Type,Ab10_Status,B_Chrom_Status,Latitude,Longitude,Altitude,DTA_BLUP,DTS_BLUP,PH_BLUP,PresTiller_BLUP,KMeans_Ab10,RF_Ab10Type,KMeans_K10L2,KMeans_BChrom,Model,CDH
SEEDGWAS4453.RN,0.0216471983985523,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007007,NA,Landrace,Unknown,Unknown,21.639366,-102.968003,1370,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4458.RN,0.0282540436133592,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007535,NA,Landrace,Unknown,Unknown,19.03333333,-98.03333333,2317,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4466.RN,0.0299308816132104,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007588,NA,Landrace,Unknown,Unknown,19.03333333,-98.03333333,2317,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4470.RN,0.0355775725409431,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007667,NA,Landrace,Unknown,Unknown,19.15,-98.4,2283,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4477.RN,0.0292508995353655,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007712,NA,Landrace,Unknown,Unknown,19.81666667,-97.78333333,1924,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4480.RN,0.0291142374761939,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007725,NA,Landrace,Unknown,Unknown,18.967821,-97.883367,2240,NA,NA,NA,NA,N10,NA,K10L2,Yes,Low,K10L2
SEEDGWAS4485.RN,0.0316440530484959,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007741,NA,Landrace,Unknown,Unknown,18.98333333,-97.78333333,2149,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4490.RN,0.0232027391345327,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007976,NA,Landrace,Unknown,Unknown,24.892673,-106.384789,1174,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4495.RN,0.043469678151486,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007982,NA,Landrace,Unknown,Unknown,23.972644,-104.65351,1884,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4504.RN,0.0263643749013136,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-008098,NA,Landrace,Unknown,Unknown,17.447871,-97.216461,2094,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4513.RN,0.0303013475634375,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-008459,NA,Landrace,Unknown,Unknown,19.521431,-98.857468,2273,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4518.RN,0.0354472118064548,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-008486,NA,Landrace,Unknown,Unknown,19.622791,-98.914614,2259,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4521.RN,0.0268199779898734,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-008505,NA,Landrace,Unknown,Unknown,19.41666667,-98.88333333,2259,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4545.RN,0.0294472857930937,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-009152,NA,Landrace,Unknown,Unknown,19.66666667,-101.9166667,2430,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4555.RN,0.0279699351062731,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010601,NA,Landrace,Unknown,Unknown,23.63333333,-103.65,2341,NA,NA,NA,NA,N10,NA,K10L2,Yes,Low,K10L2
SEEDGWAS4562.RN,0.0272173505795308,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010782,NA,Landrace,Unknown,Unknown,20.699376,-100.761898,1795,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4569.RN,0.0288432744655657,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011314,NA,Landrace,Unknown,Unknown,20.63333333,-101.6666667,1722,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4576.RN,0.0330585771347822,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011769,NA,Landrace,Unknown,Unknown,17.45,-97.21666667,2083,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4598.RN,0.0271644359513779,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-013994,NA,Landrace,Unknown,Unknown,19.65,-97.21666667,2403,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4602.RN,0.0274653505492812,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014033,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4606.RN,0.0246695238556946,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014391,NA,Landrace,Unknown,Unknown,21.151459,-100.325052,2116,NA,NA,NA,NA,N10,NA,K10L2,Yes,Low,K10L2
SEEDGWAS4620.RN,0.0346029728741242,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014503,NA,Landrace,Unknown,Unknown,19.622791,-98.914614,2259,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4632.RN,0.029566069326259,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015731,NA,Landrace,Unknown,Unknown,19.88333333,-98.81666667,2334,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4645.RN,0.022988944445073,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015858,NA,Landrace,Unknown,Unknown,19.567345,-98.513073,2563,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4660.RN,0.0278886970202587,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-022820,NA,Landrace,Unknown,Unknown,21.851035,-102.764636,1606,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4674.RN,0.0354353838467744,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015942,NA,Landrace,Unknown,Unknown,24.88333333,-103.7,1578,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4677.RN,0.0254092154414505,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016053,NA,Landrace,Unknown,Unknown,18.56666667,-97.55,1813,NA,NA,NA,NA,N10,NA,K10L2,Yes,Low,K10L2
SEEDGWAS4685.RN,0.0304075827875521,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017096,NA,Landrace,Unknown,Unknown,17.45,-97.21666667,2083,NA,NA,NA,NA,N10,NA,K10L2,Yes,Low,K10L2
SEEDGWAS4700.RN,0.0263859575504608,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017207,NA,Landrace,Unknown,Unknown,19.199446,-100.121334,1891,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4701.RN,0.026738246831922,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017217,NA,Landrace,Unknown,Unknown,21.48333333,-101.2166667,2091,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4708.RN,0.0237483841254927,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017268,NA,Landrace,Unknown,Unknown,20.6,-102.2166667,2066,NA,NA,NA,NA,N10,NA,K10L2,Yes,High,K10L2
SEEDGWAS4717.RN,0.0257136861132254,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017582,NA,Landrace,Unknown,Unknown,18.68333333,-98.8,1338,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4718.RN,0.0423750183724217,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017590,NA,Landrace,Unknown,Unknown,20.78333333,-102.95,1676,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4725.RN,0.0260884108948338,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018031,NA,Landrace,Unknown,Unknown,16.5,-96.78333333,1375,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4729.RN,0.0282738320334384,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018597,NA,Landrace,Unknown,Unknown,21.327069,-101.96193,1866,NA,NA,NA,NA,N10,NA,K10L2,Yes,High,K10L2
SEEDGWAS4730.RN,0.0280911871048717,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018600,NA,Landrace,Unknown,Unknown,22.830203,-103.411157,2012,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4737.RN,0.0304767741094789,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018680,NA,Landrace,Unknown,Unknown,24.88333333,-103.6666667,1562,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4739.RN,0.0274386238210637,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018701,NA,Landrace,Unknown,Unknown,21.342764,-101.908382,1881,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4740.RN,0.0359625894905028,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018723,NA,Landrace,Unknown,Unknown,19.295124,-98.227026,2317,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4742.RN,0.0424380622005709,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018734,NA,Landrace,Unknown,Unknown,22.46666667,-103,2025,NA,NA,NA,NA,N10,NA,K10L2,Yes,Low,K10L2
SEEDGWAS4744.RN,0.0309974634047527,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018781,NA,Landrace,Unknown,Unknown,19.13333333,-98.2,2245,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4746.RN,0.0284013360069772,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018809,NA,Landrace,Unknown,Unknown,24.88333333,-103.6666667,1562,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4750.RN,0.025726782848792,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018830,NA,Landrace,Unknown,Unknown,21.340408,-101.877563,1895,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4759.RN,0.0316610269779412,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019207,NA,Landrace,Unknown,Unknown,21.01666667,-102.1666667,2055,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4772.RN,0.0300167247481304,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019487,NA,Landrace,Unknown,Unknown,20.91666667,-100.7333333,1984,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4776.RN,0.062087922425974,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019519,NA,Landrace,Unknown,Unknown,19.76666667,-97.25,1888,NA,NA,NA,NA,Ambiguous,NA,K10L2,No,Neither,K10L2
SEEDGWAS4813.RN,0.0302824815012298,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-021082,NA,Landrace,Unknown,Unknown,19.86666667,-97.58333333,1837,NA,NA,NA,NA,N10,NA,K10L2,Yes,High,K10L2
SEEDGWAS4824.RN,0.0285348974700231,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-021179,NA,Landrace,Unknown,Unknown,20.784944,-98.734909,1520,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4830.RN,0.0277177002700208,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-022093,NA,Landrace,Unknown,Unknown,26.419644,-108.51344,151,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4858.RN,0.0451973115223065,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-024139,NA,Landrace,Unknown,Unknown,22.411961,-101.168021,1889,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4860.RN,0.0227715463581755,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-024144,NA,Landrace,Unknown,Unknown,22.411961,-101.168021,1889,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4879.RN,0.0240661609517354,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-024824,NA,Landrace,Unknown,Unknown,19.72,-98.42,2628,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4885.RN,0.0209035851231951,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007208,NA,Landrace,Unknown,Unknown,26.71666667,-108.3333333,254,NA,NA,NA,NA,N10,NA,K10L2,Yes,Low,K10L2
SEEDGWAS4937.RN,0.0300968145736668,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011724,NA,Landrace,Unknown,Unknown,20.33333333,-102.3,1542,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4952.RN,0.0297758000265599,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018679,NA,Landrace,Unknown,Unknown,24.45,-104.1166667,2002,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4965.RN,0.0274256510509315,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001394,NA,Landrace,Unknown,Unknown,19.96666667,-99.51666667,2435,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4969.RN,0.0274347012106587,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-001636,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,Yes,High,K10L2
SEEDGWAS4973.RN,0.020608335827302,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-002196,NA,Landrace,Unknown,Unknown,20.26666667,-98.9,2126,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4984.RN,0.0229847340706093,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-006092,NA,Landrace,Unknown,Unknown,17.279413,-97.677827,2098,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS4993.RN,0.0233958427911681,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007543,NA,Landrace,Unknown,Unknown,19.01666667,-98.4,2144,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5001.RN,0.0539148315558151,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007649,NA,Landrace,Unknown,Unknown,18.9,-97.96666667,2189,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5004.RN,0.0350330103958212,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007722,NA,Landrace,Unknown,Unknown,19.15,-98.33333333,2207,NA,NA,NA,NA,N10,NA,K10L2,Yes,High,K10L2
SEEDGWAS5005.RN,0.0289927473138968,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007728,NA,Landrace,Unknown,Unknown,18.95,-98.01666667,2134,NA,NA,NA,NA,N10,NA,K10L2,Yes,Low,K10L2
SEEDGWAS5027.RN,0.0285465544300918,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010607,NA,Landrace,Unknown,Unknown,20.51666667,-99.88333333,1885,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5028.RN,0.0280198601424944,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011516,NA,Landrace,Unknown,Unknown,22.63333333,-102.9666667,2028,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5043.RN,0.0240612320572966,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014491,NA,Landrace,Unknown,Unknown,19.73333333,-98.73333333,2392,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5044.RN,0.0335603568596917,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014504,NA,Landrace,Unknown,Unknown,19.622791,-98.914614,2259,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5049.RN,0.0365167251814218,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015748,NA,Landrace,Unknown,Unknown,19.73333333,-98.73333333,2392,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5050.RN,0.0288195994596268,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015768,NA,Landrace,Unknown,Unknown,19.521431,-98.857468,2273,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5051.RN,0.0253745056268038,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015771,NA,Landrace,Unknown,Unknown,19.73333333,-99.23333333,2326,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5054.RN,0.0262350804926594,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015847,NA,Landrace,Unknown,Unknown,19.25,-98.3,2240,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5055.RN,0.0246830855341189,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015859,NA,Landrace,Unknown,Unknown,19.567345,-98.513073,2563,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5058.RN,0.0279936732973432,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017097,NA,Landrace,Unknown,Unknown,17.53333333,-97.35,2187,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5066.RN,0.0328275943061143,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017943,NA,Landrace,Unknown,Unknown,16.9,-96.26666667,2164,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5068.RN,0.0263992400606976,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018656,NA,Landrace,Unknown,Unknown,19.25,-98.3,2240,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5074.RN,0.0255501079146563,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019197,NA,Landrace,Unknown,Unknown,21.21666667,-102.1666667,1832,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5079.RN,0.0368314589955271,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019478,NA,Landrace,Unknown,Unknown,19.16666667,-98.23333333,2184,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5093.RN,0.0216576069403794,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-021094,NA,Landrace,Unknown,Unknown,19.71666667,-98.96666667,2274,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5103.RN,0.0557658221416858,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-022955,NA,Landrace,Unknown,Unknown,17.517894,-97.342947,2135,NA,NA,NA,NA,N10,NA,K10L2,Yes,Low,K10L2
SEEDGWAS5111.RN,0.0426879418438327,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-024581,NA,Landrace,Unknown,Unknown,19.677872,-99.166836,2257,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5128.RN,0.0278310528403555,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-015719,NA,Landrace,Unknown,Unknown,21.253292,-100.913794,2004,NA,NA,NA,NA,N10,NA,K10L2,Yes,High,K10L2
SEEDGWAS5131.RN,0.0349396721913399,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-020618,NA,Landrace,Unknown,Unknown,24.50251,-104.760042,1946,NA,NA,NA,NA,N10,NA,K10L2,Yes,Low,K10L2
SEEDGWAS5141.RN,0.0242588326357578,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-007698,NA,Landrace,Unknown,Unknown,19.33333333,-98.56666667,2593,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5142.RN,0.0362623346480453,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-008175,NA,Landrace,Unknown,Unknown,19.81666667,-99.11666667,2259,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5145.RN,0.0392347529494382,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-010605,NA,Landrace,Unknown,Unknown,23.739833,-103.832054,2179,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5153.RN,0.0366483090581653,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018730,NA,Landrace,Unknown,Unknown,21.88333333,-101.5,2228,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5157.RN,0.0247759914784944,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-022849,NA,Landrace,Unknown,Unknown,19.321451,-98.255482,2230,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5186.RN,0.0285445315112287,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000080,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5224.RN,0.0363110875248246,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-005665,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5237.RN,0.025362822846407,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-006923,NA,Landrace,Unknown,Unknown,23.478827,-104.395773,1409,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5268.RN,0.047026300395526,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011727,NA,Landrace,Unknown,Unknown,20.290769,-102.319883,1543,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5270.RN,0.0246589101017467,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-011892,NA,Landrace,Unknown,Unknown,19.11666667,-97.95,2474,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5284.RN,0.0288213797746723,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-013833,NA,Landrace,Unknown,Unknown,19.966667,-102.716667,1782,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5288.RN,0.0266243671684942,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-013904,NA,Landrace,Unknown,Unknown,20.91666667,-100.7333333,1984,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5293.RN,0.0191520786792377,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014235,NA,Landrace,Unknown,Unknown,20.3,-102.6166667,1536,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5294.RN,0.0334571327103457,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014251,NA,Landrace,Unknown,Unknown,20.966316,-101.395424,1816,NA,NA,NA,NA,N10,NA,K10L2,Yes,Low,K10L2
SEEDGWAS5299.RN,0.0321266147262397,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-014454,NA,Landrace,Unknown,Unknown,20.91666667,-100.7333333,1984,NA,NA,NA,NA,N10,NA,K10L2,Yes,High,K10L2
SEEDGWAS5315.RN,0.0430036167767857,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016077,NA,Landrace,Unknown,Unknown,24.88333333,-103.7,1578,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5318.RN,0.0295521129295789,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-016505,NA,Landrace,Unknown,Unknown,19.95,-102.4,1709,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5327.RN,0.0257477742003389,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017180,NA,Landrace,Unknown,Unknown,18.98333333,-98.91666667,1898,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5331.RN,0.0256466646644191,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017590,NA,Landrace,Unknown,Unknown,20.78333333,-102.95,1676,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5335.RN,0.029374832329019,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-017946,NA,Landrace,Unknown,Unknown,16.8965,-96.261935,1827,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5349.RN,0.0407564579904636,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019207,NA,Landrace,Unknown,Unknown,21.01666667,-102.1666667,2055,NA,NA,NA,NA,N10,NA,K10L2,Ambiguous,Neither,K10L2
SEEDGWAS5350.RN,0.0315297092744762,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019207,NA,Landrace,Unknown,Unknown,21.01666667,-102.1666667,2055,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5352.RN,0.0237066262239545,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-019487,NA,Landrace,Unknown,Unknown,20.91666667,-100.7333333,1984,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS5368.RN,0.0318649198480145,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-024601,NA,Landrace,Unknown,Unknown,19.16666667,-97.88333333,2623,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS578.RN,0.0273120529999018,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-027092,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS593.RN,0.0259889659675152,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000409,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS661.RN,0.0303843393998009,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-018118,NA,Landrace,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
SEEDGWAS687.RN,0.0275904973381963,Experimental,Romero-Navarro_etal_2017,CIMMYTMA-BANK-000415,NA,Landrace,Unknown,Unknown,24.041477,-99.205617,220,NA,NA,NA,NA,N10,NA,K10L2,No,Neither,K10L2
